Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,1142110027,stambizzle,0,218.75,P Max Scherzer P Jason Vargas OF Giancarlo Stanton OF Shin-soo Choo SS Elvis Andrus OF Steve Pearce 1B Cody Bellinger 3B Adrián Beltré 2B Jonathan Villar C Austin Hedges,,Jonathan Villar,2B,62.88%,8
2,1142396070,GreenTailShiner,0,207.75,P Max Scherzer P Jason Vargas OF Giancarlo Stanton OF Shin-soo Choo OF Joey Gallo 1B Steve Pearce 3B Adrián Beltré SS Tim Beckham 2B Jonathan Villar C Austin Hedges,,Tim Beckham,SS,58.52%,9
3,1142353830,Firedog50,0,198.55,P Nick Pivetta P Robbie Erlin OF Rhys Hoskins SS Manny Machado 2B Rougned Odor C Yasmani Grandal 1B Joey Gallo OF Nelson Cruz OF Wil Myers 3B Justin Turner,,Tyler Flowers,C,48.03%,0
4,1142237086,samstyle21,0,197.95,P Max Scherzer P Félix Hernández OF Joc Pederson SS Elvis Andrus OF Steve Pearce OF Cody Bellinger 1B Chris Davis 3B Adrián Beltré C Tyler Flowers 2B Jonathan Villar,,Adrián Beltré,3B,47.16%,10
4,1142397135,Bahlhogs,0,197.95,P Max Scherzer P Félix Hernández OF Joc Pederson SS Elvis Andrus OF Steve Pearce OF Cody Bellinger 1B Chris Davis 3B Adrián Beltré C Tyler Flowers 2B Jonathan Villar,,Max Scherzer,P,42.36%,29.9
4,1142411900,deuces_wild,0,197.95,P Max Scherzer P Félix Hernández OF Joc Pederson SS Elvis Andrus OF Steve Pearce OF Cody Bellinger 1B Chris Davis 3B Adrián Beltré C Tyler Flowers 2B Jonathan Villar,,Giancarlo Stanton,OF,41.92%,21
7,1142246768,xomar80x,0,197.55,P Nick Pivetta P Robbie Erlin OF Mookie Betts OF Shin-soo Choo 2B Rougned Odor C Yasmani Grandal OF Nelson Cruz SS Elvis Andrus 1B Chris Davis 3B Tim Beckham,,Nick Pivetta,P,37.12%,21.1
8,1142377588,cel1122,0,195.75,P Max Scherzer P Jason Vargas OF Bryce Harper OF Giancarlo Stanton OF Shin-soo Choo 1B Steve Pearce SS Tim Beckham 3B Kyle Seager 2B Jonathan Villar C Austin Hedges,,Shin-soo Choo,OF,35.37%,12
9,1142170036,Bthrane23,0,191.95,P Max Scherzer P Félix Hernández OF Giancarlo Stanton OF Ronald Acuña Jr. OF Steve Pearce SS Tim Beckham 1B Justin Bour 3B Kyle Seager 2B Jonathan Villar C Austin Hedges,,Mark Trumbo,OF,33.62%,18
10,1142140848,buffalo18,0,187.6,P Zack Greinke P Nick Pivetta OF Shin-soo Choo OF Mitch Haniger 1B Steve Pearce OF Cody Bellinger 3B Adrián Beltré 2B Jonathan Villar C Austin Hedges SS José Reyes,,Félix Hernández,P,31.00%,7.05
11,1142132952,Tedyred,0,185.75,P Max Scherzer P Jason Vargas OF Giancarlo Stanton OF Shin-soo Choo OF Joey Gallo SS Elvis Andrus 3B Adrián Beltré 1B Justin Bour 2B Jonathan Villar C Austin Hedges,,Steve Pearce,OF,30.13%,50
11,1142194377,JC_NYJ,0,185.75,P Max Scherzer P Jason Vargas OF Giancarlo Stanton OF Shin-soo Choo OF Joey Gallo SS Elvis Andrus 3B Adrián Beltré 1B Justin Bour 2B Jonathan Villar C Austin Hedges,,Chris Davis,1B,27.07%,9
11,1142235040,bjjball44,0,185.75,P Max Scherzer P Jason Vargas OF Giancarlo Stanton OF Shin-soo Choo OF Joey Gallo SS Elvis Andrus 3B Adrián Beltré 1B Justin Bour 2B Jonathan Villar C Austin Hedges,,Zack Greinke,P,26.64%,16.5
11,1142254315,ImnotNavT,0,185.75,P Max Scherzer P Jason Vargas OF Giancarlo Stanton OF Shin-soo Choo OF Joey Gallo SS Elvis Andrus 3B Adrián Beltré 1B Justin Bour 2B Jonathan Villar C Austin Hedges,,Joey Gallo,1B,20.52%,30
11,1142254833,cwoycik17,0,185.75,P Max Scherzer P Jason Vargas OF Mookie Betts OF Giancarlo Stanton 1B Steve Pearce OF Mark Trumbo 3B Adrián Beltré SS Tim Beckham C Matt Wieters 2B Jeff McNeil,,Cody Bellinger,1B,17.03%,29
16,1142128261,rbmyers629,0,183.55,P Nick Pivetta P Robbie Erlin OF Mookie Betts OF Rhys Hoskins OF Giancarlo Stanton C Yasmani Grandal SS Elvis Andrus 2B César Hernández 1B Cody Bellinger 3B Tim Beckham,,Wilmer Flores,1B,16.16%,8
17,1142361468,dexter_dexter,0,183.4,P Clayton Kershaw P Nick Pivetta SS Elvis Andrus OF Mark Trumbo OF Cody Bellinger 1B Chris Davis 3B Tim Beckham OF Trey Mancini 2B Jonathan Villar C Austin Hedges,,Johan Camargo,3B,14.85%,9
18,1142406461,Roller,0,183.15,P Nick Pivetta P Félix Hernández OF Shin-soo Choo 2B Rougned Odor C Yasmani Grandal 1B Joey Gallo SS Elvis Andrus OF Mitch Haniger OF Cody Bellinger 3B Adrián Beltré,,Matt Adams,1B,14.85%,0
19,1142257384,Meth,0,181.75,P Max Scherzer P Jason Vargas OF Giancarlo Stanton OF Shin-soo Choo OF Joey Gallo 1B Steve Pearce 3B Adrián Beltré SS Tim Beckham C Tyler Flowers 2B Jonathan Villar,,Elvis Andrus,SS,14.85%,21
19,1142357088,Nikon187,0,181.75,P Max Scherzer P Jason Vargas OF Giancarlo Stanton 1B Matt Adams OF Joey Gallo SS Elvis Andrus OF Steve Pearce 3B Adrián Beltré C Tyler Flowers 2B Jonathan Villar,,Ronald Acuña Jr.,OF,13.54%,22
21,1142385120,6AKINGNYC,0,178.75,P Max Scherzer P Jason Vargas OF Bryce Harper OF Giancarlo Stanton OF Shin-soo Choo 1B Steve Pearce SS Tim Beckham 3B Eduardo Núñez 2B Jonathan Villar C Erik Kratz,,Jason Vargas,P,13.54%,11.85
22,1142345949,SDPadres73,0,178.7,P Zack Greinke P Mike Montgomery OF Ronald Acuña Jr. SS Jurickson Profar 3B Johan Camargo 1B Steve Pearce OF Mark Trumbo OF Trey Mancini C Tyler Flowers 2B Jonathan Villar,,Austin Hedges,C,11.79%,26
23,1142193088,TheBIGVrchota,0,178.55,P Nick Pivetta P Brian Johnson OF Bryce Harper SS Trea Turner 1B Freddie Freeman OF Ronald Acuña Jr. 2B Daniel Murphy 3B Johan Camargo OF Trey Mancini C Tyler Flowers,,Kyle Seager,3B,11.35%,3
24,1142066728,Dearth,0,177.95,P Zack Greinke P Brian Johnson OF Shin-soo Choo 2B Rougned Odor 3B Jurickson Profar OF Willie Calhoun OF Mark Trumbo 1B Chris Davis SS Tim Beckham C Caleb Joseph,,Adam Duvall,OF,10.04%,4
25,1142366587,WinkyChrist,0,177,P Max Scherzer P Nick Pivetta OF Steve Pearce OF Mark Trumbo OF Adam Duvall SS Tim Beckham 3B Kyle Seager 2B Jonathan Villar 1B Wilmer Flores C Austin Hedges,,Mike Montgomery,P,10.04%,9.2
26,1142392513,Jem283,0,176.1,P Madison Bumgarner OF Bryce Harper OF Juan Soto SS Trea Turner OF Shin-soo Choo 2B Rougned Odor 1B Chris Davis 3B Adrián Beltré C Austin Hedges P Tyler Clippard,,Bryce Harper,OF,9.61%,25
27,1142080878,GWillikerz,0,175.75,P Max Scherzer P Jason Vargas OF Giancarlo Stanton OF Shin-soo Choo 1B Joey Gallo OF Mark Trumbo 3B Adrián Beltré SS Tim Beckham 2B Jonathan Villar C Austin Hedges,,Rougned Odor,2B,8.73%,32
27,1142246881,Bookit6754,0,175.75,P Max Scherzer P Jason Vargas OF Rhys Hoskins OF Giancarlo Stanton OF Ronald Acuña Jr. 2B César Hernández 1B Cody Bellinger SS Tim Beckham 3B Wilmer Flores C Austin Hedges,,Willson Contreras,C,8.30%,4
29,1142391794,yolomoneyswag,0,173.6,P Zack Greinke P Nick Pivetta OF Ronald Acuña Jr. 3B Johan Camargo OF Steve Pearce OF Cody Bellinger 1B Chris Davis SS Tim Beckham 2B Jonathan Villar C Jeff Mathis,,Clayton Kershaw,P,7.86%,23.3
30,1142309804,AusMarsh,0,173.15,P Nick Pivetta P Félix Hernández OF Bryce Harper OF Juan Soto SS Trea Turner 2B Daniel Murphy OF Matt Adams 1B Steve Pearce 3B Eduardo Núñez C Tucker Barnhart,,J.D. Martinez,OF,7.86%,26
31,1142184087,3WildDogs,0,172.35,P Clayton Kershaw P Félix Hernández OF Shin-soo Choo 2B Rougned Odor OF Joc Pederson OF Mark Trumbo 1B Cody Bellinger 3B Adrián Beltré C Tyler Flowers SS José Reyes,,Trey Mancini,OF,7.86%,19
32,1142365795,Stouts01,0,172,P Max Scherzer P Nick Pivetta OF Steve Pearce OF Mark Trumbo OF Cody Bellinger 1B Chris Davis C Tyler Flowers 3B Kyle Seager SS Freddy Galvis 2B Jeff McNeil,,Jeff Mathis,C,7.86%,0
33,1142349767,barbfrontline,0,171.6,P Nick Pivetta OF Shin-soo Choo 2B Rougned Odor 3B Jurickson Profar 1B Joey Gallo OF Adam Jones OF Mark Trumbo SS Tim Beckham C Russell Martin P Pablo López,,Renato Núñez,3B,6.99%,8
34,1142092178,yougotcropdusted,0,170.55,P Zack Greinke P Félix Hernández OF Bryce Harper OF Giancarlo Stanton OF Ronald Acuña Jr. 1B Steve Pearce 3B Tim Beckham C Tyler Flowers 2B Jonathan Villar SS Freddy Galvis,,Matt Wieters,C,6.99%,5
35,1141958099,Muleyhaven,0,168.95,P Max Scherzer P Félix Hernández OF Giancarlo Stanton OF Steve Pearce OF Mark Trumbo 3B Adrián Beltré SS Tim Beckham 1B Justin Bour C Tyler Flowers 2B Jonathan Villar,,Rhys Hoskins,OF,6.55%,19
35,1142334743,clarkgriswold,0,168.95,P Max Scherzer P Félix Hernández OF Giancarlo Stanton OF Steve Pearce OF Mark Trumbo 3B Adrián Beltré SS Tim Beckham 1B Justin Bour C Tyler Flowers 2B Jonathan Villar,,Nick Markakis,OF,6.11%,2
