Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,1142437110,sasmallen (1/4),0,242.55,P Nick Pivetta P Robbie Erlin OF Mookie Betts OF Shin-soo Choo 2B Rougned Odor C Yasmani Grandal OF Joc Pederson SS Elvis Andrus 1B Steve Pearce 3B Tim Beckham,,Jonathan Villar,2B,28.00%,8
1,1142437149,sasmallen (3/4),0,242.55,P Nick Pivetta P Robbie Erlin OF Mookie Betts OF Shin-soo Choo 2B Rougned Odor C Yasmani Grandal OF Joc Pederson SS Elvis Andrus 1B Steve Pearce 3B Tim Beckham,,Nick Pivetta,P,26.53%,21.1
3,1142456465,docksile (3/10),0,236.95,P Brian Johnson OF Mookie Betts OF J.D. Martinez OF Andrew Benintendi 2B Ian Kinsler 3B Anthony Rendon C Yasmani Grandal SS Elvis Andrus 1B Steve Pearce P Pablo López,,Max Scherzer,P,26.32%,29.9
4,1142431075,tampayardie (1/2),0,222.5,P Félix Hernández P Brian Johnson OF Mookie Betts OF J.D. Martinez OF Rhys Hoskins 2B Rougned Odor SS Elvis Andrus 3B Brian Anderson 1B Steve Pearce C Buster Posey,,Tim Beckham,3B,23.37%,9
5,1142456467,docksile (5/10),0,219.95,P Brian Johnson OF Bryce Harper OF Juan Soto SS Manny Machado 2B Rougned Odor C Yasmani Grandal OF Joc Pederson 1B Cody Bellinger 3B Justin Turner P Pablo López,,Giancarlo Stanton,OF,22.53%,21
6,1142486242,campster9 (1/2),0,219.7,P Madison Bumgarner P Brian Johnson OF J.D. Martinez SS Didi Gregorius 2B Ian Kinsler OF Nelson Cruz 1B Steve Pearce OF Matt Kemp 3B Adrián Beltré C Mike Zunino,,Félix Hernández,P,21.68%,7.05
7,1142456468,docksile (6/10),0,212.95,P Brian Johnson OF Mookie Betts OF Giancarlo Stanton OF Shin-soo Choo 2B Rougned Odor C Yasmani Grandal 1B Joey Gallo SS Elvis Andrus 3B Adrián Beltré P Pablo López,,Tyler Flowers,C,20.00%,0
8,1142437122,capnbucko (10/10),0,211.15,P Nick Pivetta P Félix Hernández OF Shin-soo Choo 2B Rougned Odor C Yasmani Grandal OF Joc Pederson SS Elvis Andrus 1B Max Muncy OF Cody Bellinger 3B Justin Turner,,Bryce Harper,OF,18.53%,25
9,1142437117,capnbucko (5/10),0,210.4,P Max Scherzer C Yasmani Grandal OF Joc Pederson OF Yasiel Puig 1B Cody Bellinger SS Tim Beckham 3B Justin Turner OF Renato Núñez 2B Jonathan Villar P Pablo López,,Ronald Acuña Jr.,OF,17.47%,22
10,1142410022,Lucano,0,209.55,P Nick Pivetta P Robbie Erlin OF Mookie Betts OF Rhys Hoskins OF Giancarlo Stanton SS Manny Machado 2B Ian Kinsler 1B Steve Pearce 3B Tim Beckham C Austin Romine,,Shin-soo Choo,OF,15.37%,12
11,1142509786,TDkerop,0,204.55,P Nick Pivetta P Brian Johnson OF J.D. Martinez OF Rhys Hoskins OF Giancarlo Stanton 2B Rougned Odor 1B Steve Pearce SS Addison Russell C Austin Romine 3B Kyle Seager,,Mike Montgomery,P,15.16%,9.2
12,1142508833,stefitony,0,204.3,P Nick Pivetta P Mike Montgomery OF Bryce Harper SS Trea Turner OF Ronald Acuña Jr. 3B Johan Camargo 1B Steve Pearce 2B Brian Dozier OF Adam Duvall C Tyler Flowers,,Daniel Murphy,1B,13.68%,9
13,1142411051,cptnspaulding (8/10),0,203.75,P Max Scherzer P Jason Vargas C Yasmani Grandal OF Joc Pederson 1B Max Muncy OF Mark Trumbo 2B Brian Dozier SS Tim Beckham OF Trey Mancini 3B Justin Turner,,Zack Greinke,P,13.68%,16.5
14,1142444173,SP123,0,203.15,P Nick Pivetta P Félix Hernández OF J.D. Martinez OF Shin-soo Choo 2B Rougned Odor SS Jurickson Profar 1B Steve Pearce OF Mark Trumbo 3B Adrián Beltré C Blake Swihart,,Adrián Beltré,3B,13.68%,10
15,1142417156,joescolts3481 (1/2),0,202.15,P Nick Pivetta P Félix Hernández OF Mookie Betts OF J.D. Martinez OF Andrew Benintendi 2B Ian Kinsler 1B Steve Pearce 3B Adrián Beltré C Tyler Flowers SS José Reyes,,Mookie Betts,OF,13.47%,31
16,1142376695,jgAllDay (5/10),0,198.75,P Max Scherzer P Jason Vargas 2B Rougned Odor SS Jurickson Profar 1B Joey Gallo OF Nelson Cruz OF Willie Calhoun OF Delino DeShields C Mike Zunino 3B Kyle Seager,,Clayton Kershaw,P,12.84%,23.3
17,1142489456,djpop10 (3/5),0,198.55,P Nick Pivetta P Robbie Erlin OF Mookie Betts OF Bryce Harper SS Trea Turner OF Giancarlo Stanton 2B Gleyber Torres 1B Max Muncy 3B Justin Turner C Erik Kratz,,Mark Trumbo,OF,12.84%,18
18,1142456240,fraggle13 (3/5),0,196.95,P Zack Greinke P Robbie Erlin OF Mookie Betts OF Andrew Benintendi 2B Ian Kinsler OF Adam Jones 1B Steve Pearce SS Tim Beckham 3B Eduardo Núñez C Matt Wieters,,Chris Davis,1B,12.42%,9
19,1142456472,docksile (10/10),0,194.95,P Brian Johnson OF Bryce Harper OF Juan Soto SS Trea Turner 2B Rougned Odor OF Adam Eaton 3B Anthony Rendon 1B Joey Gallo C Mike Zunino P Pablo López,,Yovani Gallardo,P,12.42%,7.4
20,1142385022,BigShotRobTX (7/10),0,194.15,P Nick Pivetta P Félix Hernández OF Mookie Betts C Yasmani Grandal 1B Joey Gallo OF Joc Pederson 2B Scooter Gennett OF Cody Bellinger 3B Adrián Beltré SS Tim Beckham,,Rhys Hoskins,OF,12.21%,19
21,1142376693,jgAllDay (3/10),0,192.75,P Max Scherzer P Jason Vargas 2B Rougned Odor 1B Joey Gallo OF Nelson Cruz SS Elvis Andrus OF Willie Calhoun OF Delino DeShields C Mike Zunino 3B Kyle Seager,,Rougned Odor,2B,12.21%,32
22,1142387070,galexander21 (8/10),0,191.35,P Max Scherzer P Robbie Erlin OF Shin-soo Choo 2B Rougned Odor SS Elvis Andrus OF Mark Trumbo 1B Cody Bellinger 3B Adrián Beltré C Austin Romine OF Delino DeShields,,Steve Pearce,OF,12.00%,50
23,1142398924,phillyphantom11 (1/2),0,188.95,P Nick Pivetta P Jason Vargas OF Mookie Betts OF Giancarlo Stanton OF Aaron Hicks SS Didi Gregorius 2B Gleyber Torres 3B Miguel Andújar 1B Steve Pearce C Tyler Flowers,,Johan Camargo,3B,11.79%,9
24,1142437111,sasmallen (2/4),0,188.55,P Nick Pivetta P Robbie Erlin OF Bryce Harper SS Trea Turner OF Giancarlo Stanton 1B Freddie Freeman 3B Anthony Rendon C Yasmani Grandal OF Cody Bellinger 2B Jonathan Villar,,Trea Turner,SS,11.37%,37
24,1142437150,sasmallen (4/4),0,188.55,P Nick Pivetta P Robbie Erlin OF Bryce Harper SS Trea Turner OF Giancarlo Stanton 1B Freddie Freeman 3B Anthony Rendon C Yasmani Grandal OF Cody Bellinger 2B Jonathan Villar,,Joey Gallo,1B,11.37%,30
26,1142408330,Scrooge1515 (2/8),0,188.2,P Jhoulys Chacín P Brian Johnson OF Mookie Betts OF J.D. Martinez 2B Ian Kinsler SS Jean Segura OF Nelson Cruz 1B Steve Pearce C Mike Zunino 3B Kyle Seager,,Cody Bellinger,OF,11.16%,29
27,1142408251,rewog,0,186.95,P Zack Greinke P Robbie Erlin OF Rhys Hoskins OF Giancarlo Stanton OF Nelson Cruz SS Johan Camargo 2B Brian Dozier 3B Jace Peterson 1B Justin Bour C Austin Hedges,,Anthony Rendon,3B,10.95%,3
28,1142385020,BigShotRobTX (5/10),0,185.75,P Max Scherzer P Jason Vargas OF Shin-soo Choo 2B Rougned Odor OF Matt Adams SS Jurickson Profar OF Cody Bellinger 3B Adrián Beltré 1B Wilmer Flores C Austin Hedges,,Matt Adams,1B,10.95%,0
29,1142393365,ejwilson1977 (3/4),0,185.6,P Mike Montgomery P Yovani Gallardo SS Trea Turner 3B Anthony Rendon C Yasmani Grandal OF Matt Adams OF Joc Pederson 1B Max Muncy OF Yasiel Puig 2B Brian Dozier,,Robbie Erlin,P,10.74%,19.45
30,1142459974,Scrooge1515 (5/8),0,184.2,P Jhoulys Chacín P Brian Johnson OF Mookie Betts OF J.D. Martinez OF Andrew Benintendi 2B Ian Kinsler SS Jean Segura 1B Steve Pearce C Mike Zunino 3B Kyle Seager,,Wilmer Flores,1B,10.53%,8
31,1142466173,TakeoverTarget (3/3),0,183.95,P Nick Pivetta P Jason Vargas OF Mookie Betts OF J.D. Martinez OF Giancarlo Stanton 1B Joey Gallo C Willson Contreras SS Elvis Andrus 3B Adrián Beltré 2B Jonathan Villar,,Elvis Andrus,SS,10.11%,21
32,1142376692,jgAllDay (2/10),0,183.15,P Clayton Kershaw P Jason Vargas OF Shin-soo Choo 2B Rougned Odor 1B Joey Gallo OF Nelson Cruz SS Elvis Andrus OF Willie Calhoun C Mike Zunino 3B Kyle Seager,,Juan Soto,OF,9.68%,10
33,1142382178,AFink93 (2/4),0,179.65,P Madison Bumgarner P Yovani Gallardo OF Mookie Betts OF J.D. Martinez OF Andrew Benintendi 1B Steve Pearce SS Addison Russell 2B Eduardo Núñez C Kevin Plawecki 3B José Reyes,,Mike Foltynewicz,P,9.68%,19.9
