Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,1141397365,Shaunovery (13/14),0,166.45,P Cole Hamels P Luke Weaver SS Javier Báez 2B Ben Zobrist 1B Anthony Rizzo C Yasmani Grandal OF Ian Happ OF Jason Heyward 3B Mike Moustakas OF Alex Gordon,,Luke Weaver,P,41.26%,3.8
2,1141715918,jnwester,0,158.2,P Cole Hamels P Nick Tropeano 2B Ben Zobrist 1B Anthony Rizzo 3B Matt Carpenter C Yasmani Grandal OF Charlie Blackmon OF Marcell Ozuna SS Tim Anderson OF Alex Gordon,,Rich Hill,P,36.63%,15.3
3,1141660582,Winebest,0,152.1,P Rich Hill P Luke Weaver SS Manny Machado C Yasmani Grandal OF Gregory Polanco OF Kole Calhoun 1B Jake Bauers 3B Mike Moustakas OF Alex Gordon 2B Brian Dozier,,Mike Trout,OF,33.26%,7
4,1141683629,MikeyB1984 (7/9),0,150.45,P Cole Hamels P Luke Weaver SS Javier Báez 1B Anthony Rizzo C Yasmani Grandal OF Joc Pederson OF Lorenzo Cain 2B Yoán Moncada OF Cody Bellinger 3B Yolmer Sánchez,,Manny Machado,SS,32.42%,2
5,1141591289,KETTLEHEADS (8/14),0,149.2,P Cole Hamels P Nick Tropeano OF Mike Trout SS Manny Machado C Yasmani Grandal OF Joc Pederson 1B Jesús Aguilar 3B Yolmer Sánchez OF Alex Gordon 2B Brian Dozier,,Cole Hamels,P,26.74%,29.65
6,1141293364,cptnspaulding (10/14),0,148.95,P Rich Hill P Cole Hamels C Yasmani Grandal OF Joc Pederson 1B José Abreu 2B Yoán Moncada OF Leury García OF Cody Bellinger SS Tim Anderson 3B Yolmer Sánchez,,Yoán Moncada,2B,26.74%,23
7,1141543578,jd197305,0,146.65,P Rich Hill P Jakob Junis SS Javier Báez 3B Matt Carpenter C Salvador Perez 1B Ryan O'Hearn OF Kevin Kiermaier OF Rosell Herrera OF Alex Gordon 2B Brian Dozier,,Whit Merrifield,2B,20.84%,10
8,1141382743,abragmania (9/14),0,145.45,P Cole Hamels P Luke Weaver 3B Matt Carpenter C Yasmani Grandal OF Joc Pederson SS Paul DeJong 1B José Martínez OF Cody Bellinger OF Harrison Bader 2B Brian Dozier,,Nick Tropeano,P,20.84%,5.55
9,1141721825,slung (6/6),0,145.2,P Cole Hamels P Nick Tropeano SS Javier Báez 3B Nolan Arenado OF Daniel Palka C Willson Contreras 1B José Abreu OF Avisaíl García 2B Yoán Moncada OF Leury García,,Matt Carpenter,3B,20.63%,15
10,1141429125,Emac (12/14),0,142.45,P Cole Hamels P Luke Weaver SS Javier Báez 1B Anthony Rizzo 3B Matt Carpenter OF Kyle Schwarber OF Ian Happ OF Jason Heyward C Francisco Cervelli 2B Brian Dozier,,Javier Báez,2B,20.42%,16
11,1141492621,MisterTees (1/14),0,139,P Cole Hamels P Jakob Junis 3B Nolan Arenado OF Christian Yelich C Willson Contreras OF Kyle Schwarber OF Chris Taylor 1B Cody Bellinger SS Addison Russell 2B Brian Dozier,,Yolmer Sánchez,3B,19.37%,5
12,1141397340,Shaunovery (8/14),0,137.95,P Rich Hill P Cole Hamels 3B Matt Carpenter C Salvador Perez 2B Whit Merrifield 1B Lucas Duda SS Andrelton Simmons OF Rosell Herrera OF Alex Gordon OF José Osuna,,José Abreu,1B,18.32%,11
