Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,1140856139,TheKurgan100,0,226.3,P Zack Godley P James Shields 3B José Ramírez OF Bryce Harper OF Giancarlo Stanton 1B Paul Goldschmidt OF Gregory Polanco SS Trea Turner C Evan Gattis 2B Daniel Murphy,,Zack Godley,P,68.91%,37.35
2,1140984149,dexter_dexter,0,223.65,P Charlie Morton P Zack Godley 3B Anthony Rendon SS Trea Turner 1B Ryan Zimmerman OF Steven Souza Jr. OF Cody Bellinger 2B Daniel Murphy OF Michael A. Taylor C Blake Swihart,,Blake Swihart,C,59.51%,5
3,1141061167,HaZeBeTs (1/2),0,223,P Masahiro Tanaka P Homer Bailey OF Mike Trout OF Juan Soto OF Bryce Harper SS Trea Turner 2B Gleyber Torres 3B Miguel Andújar 1B Daniel Murphy C Matt Wieters,,Trea Turner,SS,56.96%,30
4,1141191527,baseballsjk33,0,222.35,P Tanner Roark P Matthew Boyd OF A.J. Pollock OF Bryce Harper 1B Paul Goldschmidt 3B Anthony Rendon SS Trea Turner 2B Daniel Murphy OF Carlos Gómez C Chris Herrmann,,Masahiro Tanaka,P,46.40%,29.9
5,1140866800,SeCreT3o5 (1/2),0,217.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 3B Anthony Rendon SS Trea Turner OF Steven Souza Jr. 1B Daniel Murphy OF Josh Reddick 2B Niko Goodrum C Blake Swihart,,Giancarlo Stanton,OF,45.48%,4
5,1140866834,SeCreT3o5 (2/2),0,217.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 3B Anthony Rendon SS Trea Turner OF Steven Souza Jr. 1B Daniel Murphy OF Josh Reddick 2B Niko Goodrum C Blake Swihart,,Paul Goldschmidt,1B,38.40%,9
7,1141093131,ryguyla (1/3),0,214.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 3B Anthony Rendon OF Brett Gardner SS Trea Turner 1B Ryan Zimmerman OF Michael A. Taylor C Blake Swihart 2B Jeff McNeil,,Anthony Rendon,3B,30.74%,25
7,1141093153,ryguyla (2/3),0,214.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 3B Anthony Rendon OF Brett Gardner SS Trea Turner 1B Ryan Zimmerman OF Michael A. Taylor C Blake Swihart 2B Jeff McNeil,,Ryan Zimmerman,1B,25.17%,27
7,1141093186,ryguyla (3/3),0,214.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 3B Anthony Rendon OF Brett Gardner SS Trea Turner 1B Ryan Zimmerman OF Michael A. Taylor C Blake Swihart 2B Jeff McNeil,,Aaron Hicks,OF,24.36%,6
10,1140818264,venarda,0,212.25,P Masahiro Tanaka P Zack Godley 1B Paul Goldschmidt 3B Anthony Rendon OF Brett Gardner SS Trea Turner OF Josh Reddick OF Michael A. Taylor 2B Niko Goodrum C Blake Swihart,,Alex Gordon,OF,21.81%,6
11,1140855328,poboy88 (1/3),0,210.25,P Masahiro Tanaka P Zack Godley OF Aaron Hicks 3B Anthony Rendon OF Brett Gardner SS Trea Turner 1B Ryan Zimmerman OF Kole Calhoun 2B Josh Harrison C Matt Wieters,,Whit Merrifield,2B,21.46%,8
11,1140860455,poboy88 (2/3),0,210.25,P Masahiro Tanaka P Zack Godley OF Aaron Hicks 3B Anthony Rendon OF Brett Gardner SS Trea Turner 1B Ryan Zimmerman OF Kole Calhoun 2B Josh Harrison C Matt Wieters,,Steven Souza Jr.,OF,20.42%,7
11,1140860465,poboy88 (3/3),0,210.25,P Masahiro Tanaka P Zack Godley OF Aaron Hicks 3B Anthony Rendon OF Brett Gardner SS Trea Turner 1B Ryan Zimmerman OF Kole Calhoun 2B Josh Harrison C Matt Wieters,,Gleyber Torres,2B,18.56%,5
14,1141035017,suprme,0,207.25,P Charlie Morton P James Shields OF Giancarlo Stanton 3B Anthony Rendon SS Trea Turner 1B Ryan Zimmerman OF Steven Souza Jr. 2B Daniel Murphy OF Michael A. Taylor C Blake Swihart,,Trevor Cahill,P,17.29%,21.3
15,1141042250,TwineTickler (1/3),0,206.15,P Jack Flaherty P Zack Godley OF Bryce Harper 3B Anthony Rendon OF Brett Gardner SS Trea Turner 2B Whit Merrifield 1B Ryan Zimmerman OF Michael A. Taylor C Blake Swihart,,Brett Gardner,OF,16.94%,14
15,1141042251,TwineTickler (2/3),0,206.15,P Jack Flaherty P Zack Godley OF Bryce Harper 3B Anthony Rendon OF Brett Gardner SS Trea Turner 2B Whit Merrifield 1B Ryan Zimmerman OF Michael A. Taylor C Blake Swihart,,Niko Goodrum,OF,16.47%,14
15,1141042252,TwineTickler (3/3),0,206.15,P Jack Flaherty P Zack Godley OF Bryce Harper 3B Anthony Rendon OF Brett Gardner SS Trea Turner 2B Whit Merrifield 1B Ryan Zimmerman OF Michael A. Taylor C Blake Swihart,,Jack Flaherty,P,16.01%,13.8
18,1140841592,clarkgriswold (1/3),0,196.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 3B Anthony Rendon SS Trea Turner OF Nicholas Castellanos 1B Ryan Zimmerman OF Michael A. Taylor 2B Niko Goodrum C Blake Swihart,,Eduardo Escobar,SS,15.31%,0
18,1140841597,clarkgriswold (2/3),0,196.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 3B Anthony Rendon SS Trea Turner OF Nicholas Castellanos 1B Ryan Zimmerman OF Michael A. Taylor 2B Niko Goodrum C Blake Swihart,,A.J. Pollock,OF,14.62%,14
18,1140884815,bfoster (1/3),0,196.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 3B Anthony Rendon SS Trea Turner OF Nicholas Castellanos 1B Ryan Zimmerman OF Michael A. Taylor 2B Niko Goodrum C Blake Swihart,,Rhys Hoskins,OF,12.76%,11
18,1140889050,bfoster (2/3),0,196.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 3B Anthony Rendon SS Trea Turner OF Nicholas Castellanos 1B Ryan Zimmerman OF Michael A. Taylor 2B Niko Goodrum C Blake Swihart,,Wilmer Flores,1B,12.18%,5
22,1141081591,d00dy (2/3),0,196.15,P Jack Flaherty P Zack Godley OF Juan Soto OF Bryce Harper C Salvador Perez 3B Anthony Rendon SS Trea Turner 1B Ryan Zimmerman OF Alex Gordon 2B Jeff McNeil,,Nick Martini,OF,11.48%,9
23,1140973064,castman86 (1/3),0,193.1,P Danny Duffy P Zack Godley 3B José Ramírez OF A.J. Pollock OF Giancarlo Stanton 1B Paul Goldschmidt SS Trea Turner 2B Daniel Murphy C Blake Swihart OF Alex Gordon,,James Shields,P,10.90%,18.95
23,1140979490,castman86 (2/3),0,193.1,P Danny Duffy P Zack Godley 3B José Ramírez OF A.J. Pollock OF Giancarlo Stanton 1B Paul Goldschmidt SS Trea Turner 2B Daniel Murphy C Blake Swihart OF Alex Gordon,,Salvador Perez,C,9.98%,0
23,1140979511,castman86 (3/3),0,193.1,P Danny Duffy P Zack Godley 3B José Ramírez OF A.J. Pollock OF Giancarlo Stanton 1B Paul Goldschmidt SS Trea Turner 2B Daniel Murphy C Blake Swihart OF Alex Gordon,,Didi Gregorius,SS,9.28%,12
26,1141001562,Marsharks (1/3),0,192.25,P Masahiro Tanaka P Zack Godley OF Aaron Hicks 3B Anthony Rendon OF Brett Gardner SS Trea Turner OF Matt Kemp 1B Ryan Zimmerman C Blake Swihart 2B Jeff McNeil,,Jon Jay,OF,9.16%,10
26,1141001563,Marsharks (2/3),0,192.25,P Masahiro Tanaka P Zack Godley OF Aaron Hicks 3B Anthony Rendon OF Brett Gardner SS Trea Turner OF Matt Kemp 1B Ryan Zimmerman C Blake Swihart 2B Jeff McNeil,,Matt Kemp,OF,8.58%,0
26,1141001564,Marsharks (3/3),0,192.25,P Masahiro Tanaka P Zack Godley OF Aaron Hicks 3B Anthony Rendon OF Brett Gardner SS Trea Turner OF Matt Kemp 1B Ryan Zimmerman C Blake Swihart 2B Jeff McNeil,,José Ramírez,3B,8.12%,22
29,1141157212,chuckyz33 (2/3),0,188.25,P Masahiro Tanaka P Zack Godley OF Aaron Hicks 3B Anthony Rendon OF Brett Gardner SS Trea Turner 2B Whit Merrifield 1B Ryan Zimmerman C Blake Swihart OF Alex Gordon,,Jed Lowrie,2B,8.00%,0
30,1140863564,eric.morris,0,188.15,P Jack Flaherty P Zack Godley OF Giancarlo Stanton OF Aaron Hicks 3B Anthony Rendon SS Trea Turner 2B Whit Merrifield 1B Ryan Zimmerman OF Michael A. Taylor C Matt Wieters,,Alex Avila,C,7.31%,8
31,1140922436,cmahon23 (2/3),0,186.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 3B Anthony Rendon OF Brett Gardner SS Trea Turner 1B Ryan Zimmerman 2B Niko Goodrum OF JaCoby Jones C Blake Swihart,,Michael A. Taylor,OF,7.31%,24
31,1140922443,cmahon23 (3/3),0,186.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 3B Anthony Rendon OF Brett Gardner SS Trea Turner 1B Ryan Zimmerman 2B Niko Goodrum OF JaCoby Jones C Blake Swihart,,Danny Duffy,P,7.19%,24.75
31,1140940728,CJNIII,0,186.25,P Masahiro Tanaka P Zack Godley 1B Paul Goldschmidt 3B Anthony Rendon SS Trea Turner OF Whit Merrifield OF Steven Souza Jr. 2B Niko Goodrum OF Kevin Kiermaier C Alex Avila,,Mike Moustakas,3B,7.08%,6
34,1140871721,brand1217 (1/3),0,185.25,P Masahiro Tanaka P Zack Godley OF Mike Trout OF Giancarlo Stanton SS Trea Turner 2B Whit Merrifield 1B Ryan Zimmerman C Blake Swihart OF Carlos Gómez 3B Kaleb Cowart,,Nicholas Castellanos,OF,6.96%,0
34,1140871730,brand1217 (2/3),0,185.25,P Masahiro Tanaka P Zack Godley OF Mike Trout OF Giancarlo Stanton SS Trea Turner 2B Whit Merrifield 1B Ryan Zimmerman C Blake Swihart OF Carlos Gómez 3B Kaleb Cowart,,JaCoby Jones,OF,6.84%,0
34,1140871744,brand1217 (3/3),0,185.25,P Masahiro Tanaka P Zack Godley OF Mike Trout OF Giancarlo Stanton SS Trea Turner 2B Whit Merrifield 1B Ryan Zimmerman C Blake Swihart OF Carlos Gómez 3B Kaleb Cowart,,Manny Machado,SS,6.38%,2
34,1140884609,philsgoood (2/2),0,185.25,P Masahiro Tanaka P Zack Godley OF Mike Trout OF Giancarlo Stanton SS Trea Turner 2B Whit Merrifield 1B Ryan Zimmerman C Blake Swihart OF Carlos Gómez 3B Kaleb Cowart,,Kaleb Cowart,3B,6.26%,4
34,1141048529,vevwo,0,185.25,P Charlie Morton P James Shields OF Giancarlo Stanton 3B Anthony Rendon SS Trea Turner 1B Ryan Zimmerman OF Steven Souza Jr. OF Cody Bellinger 2B Daniel Murphy C Blake Swihart,,Edwin Encarnacion,1B,6.15%,9
39,1141036603,deuces_wild (1/3),0,184.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 1B Paul Goldschmidt 3B Anthony Rendon SS Trea Turner OF Josh Reddick 2B Niko Goodrum C Blake Swihart OF Alex Gordon,,Jeff McNeil,2B,6.03%,18
39,1141036604,deuces_wild (2/3),0,184.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 1B Paul Goldschmidt 3B Anthony Rendon SS Trea Turner OF Josh Reddick 2B Niko Goodrum C Blake Swihart OF Alex Gordon,,Mike Trout,OF,5.92%,21
39,1141036605,deuces_wild (3/3),0,184.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 1B Paul Goldschmidt 3B Anthony Rendon SS Trea Turner OF Josh Reddick 2B Niko Goodrum C Blake Swihart OF Alex Gordon,,Jedd Gyorko,3B,5.45%,0
39,1141095700,ftbll6235 (1/3),0,184.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 1B Paul Goldschmidt 3B Anthony Rendon SS Trea Turner OF Josh Reddick 2B Niko Goodrum C Blake Swihart OF Alex Gordon,,Josh Reddick,OF,5.22%,24
39,1141095710,ftbll6235 (2/3),0,184.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 1B Paul Goldschmidt 3B Anthony Rendon SS Trea Turner OF Josh Reddick 2B Niko Goodrum C Blake Swihart OF Alex Gordon,,Jon Gray,P,4.29%,22.9
39,1141106074,ftbll6235 (3/3),0,184.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 1B Paul Goldschmidt 3B Anthony Rendon SS Trea Turner OF Josh Reddick 2B Niko Goodrum C Blake Swihart OF Alex Gordon,,Eduardo Núñez,2B,4.29%,0
39,1141167102,Bahlhogs (1/3),0,184.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 1B Paul Goldschmidt 3B Anthony Rendon SS Trea Turner OF Josh Reddick 2B Niko Goodrum C Blake Swihart OF Alex Gordon,,Eugenio Suárez,3B,4.18%,7
39,1141167115,Bahlhogs (2/3),0,184.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 1B Paul Goldschmidt 3B Anthony Rendon SS Trea Turner OF Josh Reddick 2B Niko Goodrum C Blake Swihart OF Alex Gordon,,José Abreu,1B,4.06%,12
39,1141167129,Bahlhogs (3/3),0,184.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 1B Paul Goldschmidt 3B Anthony Rendon SS Trea Turner OF Josh Reddick 2B Niko Goodrum C Blake Swihart OF Alex Gordon,,Jon Lester,P,4.06%,3.25
48,1141020862,flopez21 (2/3),0,183.3,P James Shields P Wade Miley OF J.D. Martinez OF A.J. Pollock OF Khris Davis 3B Matt Carpenter 2B Rougned Odor SS Trea Turner 1B Ryan Zimmerman C Evan Gattis,,Michael Brantley,OF,3.83%,2
49,1141193794,Terper8,0,182.85,P Masahiro Tanaka P James Shields OF Bryce Harper OF Giancarlo Stanton 3B Anthony Rendon SS Trea Turner 1B Ryan Zimmerman OF Steven Souza Jr. 2B Niko Goodrum C Blake Swihart,,Chris Taylor,OF,3.71%,0
50,1140922435,cmahon23 (1/3),0,182.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton OF Aaron Hicks 3B Anthony Rendon SS Trea Turner 1B Ryan Zimmerman OF JaCoby Jones C Blake Swihart 2B Jeff McNeil,,George Springer,OF,3.71%,0
51,1140854634,B_Heals152 (1/3),0,180.15,P Jack Flaherty P Zack Godley OF Giancarlo Stanton OF Aaron Hicks 3B Anthony Rendon OF Brett Gardner SS Trea Turner 1B Ryan Zimmerman C Blake Swihart 2B Jeff McNeil,,Greg Bird,1B,3.71%,2
51,1140859725,B_Heals152 (2/3),0,180.15,P Jack Flaherty P Zack Godley OF Giancarlo Stanton OF Aaron Hicks 3B Anthony Rendon OF Brett Gardner SS Trea Turner 1B Ryan Zimmerman C Blake Swihart 2B Jeff McNeil,,Asdrúbal Cabrera,2B,3.60%,3
51,1140859727,B_Heals152 (3/3),0,180.15,P Jack Flaherty P Zack Godley OF Giancarlo Stanton OF Aaron Hicks 3B Anthony Rendon OF Brett Gardner SS Trea Turner 1B Ryan Zimmerman C Blake Swihart 2B Jeff McNeil,,Tim Anderson,SS,3.60%,3
54,1140735149,guayaco007 (1/3),0,179.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 3B Anthony Rendon SS Trea Turner 2B Whit Merrifield 1B Ryan Zimmerman OF Steven Souza Jr. C Blake Swihart OF Alex Gordon,,Roberto Pérez,C,3.48%,12
54,1140741451,guayaco007 (2/3),0,179.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 3B Anthony Rendon SS Trea Turner 2B Whit Merrifield 1B Ryan Zimmerman OF Steven Souza Jr. C Blake Swihart OF Alex Gordon,,Kole Calhoun,OF,3.48%,26
54,1140741454,guayaco007 (3/3),0,179.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 3B Anthony Rendon SS Trea Turner 2B Whit Merrifield 1B Ryan Zimmerman OF Steven Souza Jr. C Blake Swihart OF Alex Gordon,,Trevor Bauer,P,3.48%,14.85
54,1140783366,MommysMoney420 (1/3),0,179.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 3B Anthony Rendon SS Trea Turner 2B Whit Merrifield 1B Ryan Zimmerman OF Steven Souza Jr. C Blake Swihart OF Alex Gordon,,Marcell Ozuna,OF,3.48%,0
54,1140786942,MommysMoney420 (2/3),0,179.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 3B Anthony Rendon SS Trea Turner 2B Whit Merrifield 1B Ryan Zimmerman OF Steven Souza Jr. C Blake Swihart OF Alex Gordon,,Khris Davis,OF,3.36%,22
54,1140786943,MommysMoney420 (3/3),0,179.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 3B Anthony Rendon SS Trea Turner 2B Whit Merrifield 1B Ryan Zimmerman OF Steven Souza Jr. C Blake Swihart OF Alex Gordon,,Francisco Lindor,SS,3.36%,12
54,1140807769,tooflyarod (1/3),0,179.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 3B Anthony Rendon SS Trea Turner 2B Whit Merrifield 1B Ryan Zimmerman OF Steven Souza Jr. C Blake Swihart OF Alex Gordon,,Maikel Franco,3B,3.25%,14
54,1140807771,tooflyarod (2/3),0,179.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 3B Anthony Rendon SS Trea Turner 2B Whit Merrifield 1B Ryan Zimmerman OF Steven Souza Jr. C Blake Swihart OF Alex Gordon,,Bryce Harper,OF,3.02%,22
54,1140807773,tooflyarod (3/3),0,179.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 3B Anthony Rendon SS Trea Turner 2B Whit Merrifield 1B Ryan Zimmerman OF Steven Souza Jr. C Blake Swihart OF Alex Gordon,,Jameson Taillon,P,2.90%,11
54,1140808807,CaliBadBoy (1/3),0,179.25,P Masahiro Tanaka P Zack Godley OF Giancarlo Stanton 3B Anthony Rendon SS Trea Turner 2B Whit Merrifield 1B Ryan Zimmerman OF Steven Souza Jr. C Blake Swihart OF Alex Gordon,,Amed Rosario,SS,2.90%,0
