Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
11,1143799838,cptnjsmith,0,136.9,P Jon Gray P Jack Flaherty 1B Edwin Encarnacion C Willson Contreras 2B Jonathan Villar 3B Miguel Sanó OF Hunter Renfroe OF Kyle Schwarber OF Albert Almora Jr. SS Addison Russell,,Juan Soto,OF,15.79%,4
12,1143804604,Riccola,0,136.2,P Danny Duffy P James Shields 2B Javier Báez SS Jurickson Profar OF Kole Calhoun OF Shohei Ohtani 1B Daniel Murphy 3B Travis Shaw OF Hunter Renfroe C Austin Hedges,,José Ramírez,3B,15.37%,22
12,1143830720,chito12,0,136.2,P Danny Duffy P James Shields 3B José Ramírez 1B Freddie Freeman 2B Whit Merrifield SS Asdrúbal Cabrera OF Leonys Martin OF Nick Williams OF Avisaíl García C Kurt Suzuki,,Ronald Acuña Jr.,OF,15.16%,5
14,1143777434,baceballchamp2004 (4/10),0,135.75,P Jon Gray P Julio Teheran SS Francisco Lindor OF Kole Calhoun 1B José Abreu 3B Maikel Franco OF Mark Trumbo OF Ian Happ C Francisco Arcia 2B Jason Kipnis,,Jon Lester,P,15.16%,-2.75
15,1143866313,nyo420 (1/10),0,134.45,P Danny Duffy SS Javier Báez 2B Rougned Odor 3B Matt Carpenter OF Eric Thames OF Nick Markakis C Salvador Perez OF Mark Trumbo 1B Justin Bour P Hunter Wood,,Francisco Lindor,SS,14.74%,10
16,1143777432,baceballchamp2004 (2/10),0,133.75,P Jon Gray P Julio Teheran SS Francisco Lindor OF Kole Calhoun 1B José Abreu 3B Maikel Franco OF Mark Trumbo OF Marcell Ozuna C Francisco Arcia 2B Jason Kipnis,,Christian Villanueva,3B,14.74%,10
17,1143876958,Detonator44 (3/3),0,133.65,P Jon Gray P Jon Lester 2B Javier Báez SS Jurickson Profar OF Odúbel Herrera OF Albert Almora Jr. OF Joey Wendle 1B Lucas Duda 3B Jace Peterson C Francisco Arcia,,Addison Russell,SS,14.74%,0
18,1143871305,ShadyReckless,0,132.35,P Jon Gray P Shane Bieber 2B Javier Báez OF Gregory Polanco 3B Matt Carpenter 1B Freddie Freeman SS Tim Anderson OF Alex Gordon OF Mason Williams C Dustin Garneau,,Albert Almora Jr.,OF,14.11%,10
19,1143799686,penninop (9/10),0,131.5,P Aaron Nola P Jon Gray OF Kevin Kiermaier OF Mark Trumbo 1B Wilmer Flores 3B José Bautista C Kurt Suzuki 2B Jeff McNeil OF Austin Jackson SS Amed Rosario,,Matt Carpenter,1B,13.26%,14
20,1143898676,Sewardian,0,131.45,P Jack Flaherty P Ervin Santana 2B Javier Báez 1B Matt Carpenter SS Trevor Story 3B Eugenio Suárez OF Matt Adams OF Ender Inciarte OF Leury García C Bryan Holaday,,Hunter Renfroe,OF,13.05%,21
21,1143826257,bhodgman (4/7),0,131.05,P Aaron Nola P Shane Bieber OF Eddie Rosario OF Mark Trumbo SS Jorge Polanco OF Hunter Renfroe 3B David Bote C Mitch Garver 1B Eric Hosmer 2B Jeff McNeil,,Freddie Freeman,1B,12.84%,3
22,1143893711,darrellq23 (4/5),0,130.8,P Wade Miley 2B Javier Báez 3B José Ramírez OF Christian Yelich 1B Freddie Freeman OF Ronald Acuña Jr. SS Asdrúbal Cabrera OF Avisaíl García C Francisco Arcia P Hunter Wood,,Asdrúbal Cabrera,SS,12.84%,16
23,1143777431,baceballchamp2004 (1/10),0,130.75,P Jon Gray P Julio Teheran SS Francisco Lindor OF Kole Calhoun 1B José Abreu 3B Maikel Franco OF Mark Trumbo OF Kyle Schwarber C Francisco Arcia 2B Jason Kipnis,,Joey Gallo,1B,11.58%,7
24,1143872777,Zalesky3 (10/10),0,130.05,P Aaron Nola P Shane Bieber 3B José Ramírez OF Michael Brantley OF Hunter Renfroe 2B David Bote 1B Eric Hosmer OF José Pirela C Austin Hedges SS Freddy Galvis,,Ervin Santana,P,11.37%,4.95
25,1143713703,cptnspaulding (4/10),0,129.5,P Aaron Nola P Jon Gray C Salvador Perez OF Michael Conforto 1B Lucas Duda 3B Wilmer Flores OF Alex Gordon 2B Jeff McNeil OF Austin Jackson SS Amed Rosario,,Edwin Encarnacion,1B,10.74%,2
26,1143853520,BobandJoeyCrook (2/3),0,129.45,P Danny Duffy P Julio Teheran 2B Javier Báez 1B Edwin Encarnacion C Willson Contreras OF Mark Trumbo OF Hunter Renfroe 3B Christian Villanueva OF Manuel Margot SS Dansby Swanson,,Kurt Suzuki,C,10.74%,0
27,1143808348,jordanh415 (2/4),0,128.7,P Aaron Nola 1B Jake Bauers 2B Jonathan Villar OF Mark Trumbo 3B Tim Beckham OF Hunter Renfroe SS Addison Russell OF Renato Núñez C Austin Hedges P Ryan Yarbrough,,James Shields,P,10.53%,16.1
28,1143885174,ferrellikd,0,128.55,P James Shields P Wade Miley 2B Javier Báez 3B José Ramírez SS Francisco Lindor 1B Daniel Murphy OF Hunter Renfroe OF Albert Almora Jr. OF Manuel Margot C Austin Hedges,,Kyle Schwarber,OF,10.32%,0
29,1143857794,acherney5,0,128.5,P Jon Gray P Danny Duffy 3B José Ramírez SS Jurickson Profar OF Mallex Smith OF Leonys Martin C Francisco Cervelli OF Alex Gordon 1B Eric Hosmer 2B Kolten Wong,,Hunter Wood,P,10.32%,5.35
30,1143913116,capnbucko (5/10),0,127.35,P Jon Gray P Shane Bieber 2B Javier Báez OF Rhys Hoskins C Willson Contreras OF Ian Happ SS Addison Russell 3B David Bote 1B Eric Hosmer OF Franmil Reyes,,Anthony Rendon,3B,10.11%,3
31,1143798043,rewog,0,126.9,P Jon Gray P Jack Flaherty 2B Rougned Odor 3B Matt Carpenter 1B Carlos Santana OF Hunter Renfroe OF Manuel Margot OF Phillip Ervin SS José Peraza C Austin Hedges,,Johan Camargo,3B,10.11%,5
32,1143706229,jgAllDay (7/10),0,126.55,P Aaron Nola P Wade Miley OF Whit Merrifield C Salvador Perez 2B Jonathan Villar 3B Tim Beckham OF Danny Valencia 1B Lucas Duda OF Alex Gordon SS Alcides Escobar,,Shohei Ohtani,OF,9.89%,12
33,1143810004,whoisjohngalt420 (9/10),0,126.45,P Julio Teheran P James Shields 3B José Ramírez SS Francisco Lindor 1B Edwin Encarnacion OF Kole Calhoun 2B DJ LeMahieu OF Albert Almora Jr. C Austin Hedges OF Franmil Reyes,,Matt Adams,OF,9.68%,0
34,1143797768,SteelerGal99,0,126.35,P Jon Gray P Ervin Santana 3B Nolan Arenado SS Trevor Story OF Charlie Blackmon 2B DJ LeMahieu OF Eddie Rosario 1B Miguel Sanó C Mitch Garver OF Jake Cave,,Daniel Murphy,2B,9.47%,3
34,1143831836,jmsolano (6/10),0,126.35,P Jon Gray P Shane Bieber 3B José Ramírez SS Trevor Story OF Carlos González 1B Ian Desmond OF Michael Brantley C Tom Murphy OF Austin Jackson 2B Pat Valaika,,Nick Williams,OF,9.47%,9
34,1143831875,jmsolano (8/10),0,126.35,P Jon Gray P Shane Bieber 3B José Ramírez SS Trevor Story OF Carlos González 1B Ian Desmond OF Michael Brantley C Tom Murphy OF Austin Jackson 2B Pat Valaika,,Willson Contreras,C,9.26%,6
37,1143836732,Kevdav (4/4),0,126.3,P Julio Teheran P Shane Bieber SS Javier Báez C Willson Contreras OF Mallex Smith 1B Jake Bauers OF Kyle Schwarber OF Ian Happ 2B Joey Wendle 3B David Bote,,Rougned Odor,2B,9.05%,9
38,1143826480,BronxBomber2 (4/5),0,125.2,P Aaron Nola P James Shields 1B Matt Adams OF Adam Jones 2B Jonathan Villar OF Mark Trumbo 3B Tim Beckham OF Trey Mancini C Devin Mesoraco SS Amed Rosario,,Nick Markakis,OF,8.84%,23
39,1143826252,bhodgman (1/7),0,124.9,P Shane Bieber P Ervin Santana 3B José Ramírez SS Jurickson Profar 1B Edwin Encarnacion 2B Jonathan Villar OF Kyle Schwarber OF Albert Almora Jr. OF Manuel Margot C Austin Hedges,,Manuel Margot,OF,8.84%,8
40,1143713705,cptnspaulding (6/10),0,124.5,P Aaron Nola P Jon Gray OF Hunter Renfroe OF Ian Happ 3B Christian Villanueva SS Addison Russell 2B David Bote 1B Eric Hosmer C Austin Hedges OF Franmil Reyes,,Trevor Story,SS,8.63%,25
41,1143814044,wesnodog,0,124.45,P Julio Teheran P James Shields 3B Matt Carpenter OF Shin-soo Choo 1B José Abreu OF Whit Merrifield C Robinson Chirinos SS Johan Camargo OF Michael Brantley 2B Joey Wendle,,Jason Kipnis,2B,8.42%,9
42,1143833492,cheetah917 (2/2),0,122.05,P Danny Duffy P Shane Bieber OF Christian Yelich SS Trevor Story OF Joey Gallo C Robinson Chirinos OF Eddie Rosario 2B Adam Frazier 1B Justin Bour 3B Jeff McNeil,,Jack Flaherty,P,8.42%,28.5
43,1143847511,wdan611,0,121.75,P Jon Gray 2B Rougned Odor 1B Matt Carpenter SS Trevor Story OF Kole Calhoun C Willson Contreras 3B Anthony Rendon OF Albert Almora Jr. OF Renato Núñez P Hunter Wood,,Carlos Santana,1B,8.21%,6
44,1143823579,jmsolano (1/10),0,121.35,P Jon Gray P Shane Bieber 3B Nolan Arenado SS Trevor Story OF Carlos González 1B Ian Desmond OF Leonys Martin OF Michael Brantley 2B Jason Kipnis C Roberto Pérez,,Wade Miley,P,7.79%,10.45
44,1143831874,jmsolano (7/10),0,121.35,P Jon Gray P Shane Bieber 3B Nolan Arenado SS Trevor Story OF Carlos González 1B Ian Desmond OF Leonys Martin OF Michael Brantley 2B Jason Kipnis C Roberto Pérez,,Ozzie Albies,2B,7.37%,0
44,1143831878,jmsolano (9/10),0,121.35,P Jon Gray P Shane Bieber 3B Nolan Arenado SS Trevor Story OF Carlos González 1B Ian Desmond OF Leonys Martin OF Michael Brantley 2B Jason Kipnis C Roberto Pérez,,Jake Bauers,OF,7.16%,8
47,1143810002,whoisjohngalt420 (7/10),0,120.45,P Julio Teheran P James Shields 3B José Ramírez SS Francisco Lindor 1B Edwin Encarnacion OF Kole Calhoun 2B DJ LeMahieu OF Michael Brantley C Austin Hedges OF Franmil Reyes,,Elvis Andrus,SS,6.95%,12
47,1143839503,clarence66,0,120.45,P Jack Flaherty P Ervin Santana SS Francisco Lindor 1B Freddie Freeman C Willson Contreras OF Michael Brantley 2B Jonathan Villar 3B Mike Moustakas OF Ian Happ OF Albert Almora Jr.,,Mason Williams,OF,6.95%,8
49,1143713702,cptnspaulding (3/10),0,120.35,P Jon Gray P Shane Bieber 2B Rougned Odor OF Shin-soo Choo SS Elvis Andrus OF Mallex Smith OF Jake Bauers 3B Matt Duffy 1B Ji-Man Choi C Michael Pérez,,Shin-soo Choo,OF,6.74%,4
49,1143853914,jayace711 (1/2),0,120.35,P Jon Gray P Shane Bieber OF Adam Eaton OF Nick Markakis SS Elvis Andrus 3B Anthony Rendon 1B Jake Bauers 2B Asdrúbal Cabrera OF Matt Adams C Kurt Suzuki,,Yefry Ramírez,P,6.74%,-10.25
49,1143853924,jayace711 (2/2),0,120.35,P Jon Gray P Shane Bieber OF Adam Eaton OF Nick Markakis SS Elvis Andrus 3B Anthony Rendon 1B Jake Bauers 2B Asdrúbal Cabrera OF Matt Adams C Kurt Suzuki,,Jorge Alfaro,C,6.74%,5
52,1143777080,TakeoverTarget,0,120.05,P Aaron Nola P Shane Bieber 2B Javier Báez OF Hunter Renfroe OF Kyle Schwarber 3B Christian Villanueva SS Addison Russell 1B Eric Hosmer C Austin Hedges OF Drew Robinson,,Nolan Arenado,3B,6.53%,24
53,1143913112,capnbucko (1/10),0,119.9,P Jon Gray P Jack Flaherty OF Bryce Harper OF Juan Soto 3B Anthony Rendon 1B Matt Adams OF Hunter Renfroe 2B José Pirela C Austin Hedges SS Freddy Galvis,,Odúbel Herrera,OF,6.53%,9
54,1143713704,cptnspaulding (5/10),0,119.45,P Jack Flaherty P Ervin Santana 3B Nolan Arenado 1B Matt Carpenter SS Trevor Story OF Charlie Blackmon C Yadier Molina OF Marcell Ozuna OF Harrison Bader 2B Greg Garcia,,Kole Calhoun,OF,6.53%,15
55,1143898669,cellos213,0,119.2,P Danny Duffy P James Shields 2B Rougned Odor 1B Matt Carpenter SS Trevor Story OF Adam Eaton OF Mallex Smith OF Marcell Ozuna 3B Christian Villanueva C Austin Hedges,,Eric Hosmer,1B,6.53%,20
56,1143842206,packmanmatt (2/4),0,118.2,P Aaron Nola P James Shields OF Ronald Acuña Jr. C Willson Contreras OF Hunter Renfroe 3B Christian Villanueva OF Albert Almora Jr. 1B Lucas Duda 2B David Bote SS Ehire Adrianza,,Robinson Chirinos,C,6.32%,9
56,1143851001,packmanmatt (4/4),0,118.2,P Aaron Nola P James Shields OF Ronald Acuña Jr. C Willson Contreras OF Hunter Renfroe 3B Christian Villanueva OF Albert Almora Jr. 1B Lucas Duda 2B David Bote SS Ehire Adrianza,,Michael Pérez,C,6.11%,2
58,1143706225,jgAllDay (3/10),0,117.95,P Tanner Roark P Jon Gray OF Rhys Hoskins SS Asdrúbal Cabrera OF Nick Williams 3B Brian Anderson OF Derek Dietrich 2B Starlin Castro 1B Justin Bour C Bryan Holaday,,Tim Beckham,3B,5.89%,0
59,1143877179,xtremeballer (3/3),0,117.7,P Julio Teheran SS Javier Báez 3B José Ramírez OF Shin-soo Choo 1B Joey Gallo C Willson Contreras OF Hunter Renfroe OF Albert Almora Jr. 2B David Bote P Hunter Wood,,Tanner Roark,P,5.89%,17.55
60,1143867558,MarinerdMikeZ,0,117.35,P Jon Lester P James Shields 2B Javier Báez OF Joey Gallo C Willson Contreras OF Whit Merrifield 3B Miguel Sanó OF Mark Trumbo 1B Chris Davis SS José Peraza,,Yadier Molina,C,5.89%,8
61,1143669148,mani510 (1/4),0,117.05,P Shane Bieber P James Shields 3B José Ramírez SS Francisco Lindor 2B Daniel Murphy 1B Yonder Alonso OF Matt Adams OF Michael Brantley OF Mark Trumbo C Victor Caratini,,Carlos González,OF,5.89%,7
62,1143899628,split482 (1/3),0,116.7,P Jack Flaherty P Luis Castillo 2B Javier Báez 1B Matt Carpenter SS Trevor Story C Yadier Molina OF Marcell Ozuna 3B David Bote OF Billy Hamilton OF Brandon Dixon,,Adam Eaton,OF,5.68%,8
63,1143790474,botobrody (9/10),0,116.5,P Aaron Nola P Jon Gray OF Ronald Acuña Jr. SS Tim Beckham OF Hunter Renfroe 3B David Bote 1B Eric Hosmer 2B José Pirela C Austin Hedges OF Franmil Reyes,,Salvador Perez,C,5.68%,3
64,1143779241,ziggypool (2/10),0,115.95,P Danny Duffy P Trevor Williams 2B Rougned Odor 3B Jurickson Profar OF Whit Merrifield SS Elvis Andrus C Salvador Perez OF Brett Phillips 1B Lucas Duda OF Alex Gordon,,José Peraza,SS,5.68%,0
65,1143806463,kpolo72 (1/2),0,115.5,P Aaron Nola P Jon Gray OF Michael Brantley OF Hunter Renfroe OF Albert Almora Jr. SS Addison Russell 3B David Bote 1B Eric Hosmer 2B Jason Kipnis C Austin Hedges,,Leonys Martin,OF,5.68%,0
65,1143814685,kpolo72 (2/2),0,115.5,P Aaron Nola P Jon Gray OF Michael Brantley OF Hunter Renfroe OF Albert Almora Jr. SS Addison Russell 3B David Bote 1B Eric Hosmer 2B Jason Kipnis C Austin Hedges,,Roberto Pérez,C,5.47%,2
67,1143798574,bullhunters,0,115.45,P Danny Duffy P Julio Teheran 2B Rougned Odor 1B Freddie Freeman OF Nick Markakis C Robinson Chirinos OF Odúbel Herrera 3B Johan Camargo OF Ender Inciarte SS Alcides Escobar,,César Hernández,2B,5.47%,6
68,1143841166,jsgolfman,0,115.35,P Aaron Nola P Jon Lester OF Shohei Ohtani OF Mark Trumbo 3B Mike Moustakas 1B José Martínez 2B Joey Wendle C Kurt Suzuki SS Jordy Mercer OF Mason Williams,,Marcell Ozuna,OF,5.26%,3
69,1143832072,patoshea123 (2/2),0,114.9,P Jon Gray P Jack Flaherty SS Javier Báez OF Matt Adams OF Michael Brantley 3B Miguel Sanó OF Albert Almora Jr. 1B Chris Davis 2B David Bote C Austin Hedges,,Eugenio Suárez,3B,5.26%,6
70,1143779927,Mbedard20 (5/5),0,114.5,P Aaron Nola P Jon Gray OF Carlos González 1B Ian Desmond OF Hunter Renfroe 3B Christian Villanueva C Austin Hedges SS Freddy Galvis 2B Pat Valaika OF Franmil Reyes,,Maikel Franco,3B,5.26%,8
70,1143914736,starrstrukk,0,114.5,P Jon Gray P Danny Duffy 2B Javier Báez C Willson Contreras OF Michael Brantley OF Hunter Renfroe 1B José Martínez 3B Christian Villanueva OF Manuel Margot SS Willy Adames,,Eddie Rosario,OF,5.05%,0
72,1143833987,bhodgman (6/7),0,114.05,P Danny Duffy P Ervin Santana 3B José Ramírez 1B Edwin Encarnacion SS Asdrúbal Cabrera OF Eddie Rosario OF Michael Brantley 2B Jonathan Villar OF Hunter Renfroe C Bryan Holaday,,Ian Happ,OF,5.05%,5
73,1143901134,garyb123,0,113.75,P Jon Gray P Julio Teheran SS Javier Báez OF Rhys Hoskins 1B Freddie Freeman OF Hunter Renfroe 3B Christian Villanueva 2B José Pirela C Austin Hedges OF Mason Williams,,José Abreu,1B,5.05%,10
74,1143913856,sparkie286 (4/4),0,113.55,P James Shields P Wade Miley 3B José Ramírez 1B Edwin Encarnacion 2B Whit Merrifield OF Nick Markakis SS Elvis Andrus C Salvador Perez OF Leonys Martin OF Eddie Rosario,,Mark Trumbo,OF,4.84%,37
75,1143808884,Crabs22,0,113.35,P Jon Gray P Shane Bieber 3B Nolan Arenado OF Joey Gallo OF Corey Dickerson 2B César Hernández 1B Miguel Sanó OF Danny Valencia C Mitch Garver SS Freddy Galvis,,Christian Yelich,OF,4.84%,11
76,1143887251,SANDKICKER (8/10),0,113.2,P Aaron Nola P Danny Duffy OF Nick Markakis 1B Ryan Braun 3B Mike Moustakas OF Marcell Ozuna 2B Jonathan Schoop OF Albert Almora Jr. C Matt Wieters SS Greg Garcia,,Trevor Williams,P,4.84%,7.85
77,1143817438,jordanh415 (3/4),0,113.05,P Aaron Nola P Ervin Santana SS Javier Báez 1B Miguel Sanó OF Hunter Renfroe 3B Christian Villanueva OF Manuel Margot 2B David Bote C Austin Hedges OF Franmil Reyes,,Jurickson Profar,SS,4.63%,16
78,1143911017,split482 (3/3),0,112.6,P Aaron Nola P Jack Flaherty OF Christian Yelich OF Jake Bauers 1B Justin Bour 3B Matt Duffy C Victor Caratini 2B Jason Kipnis SS Freddy Galvis OF Drew Robinson,,Bryce Harper,OF,4.63%,10
79,1143795269,Chowzor,0,112.45,P Aaron Nola P Julio Teheran SS Trevor Story 2B Daniel Murphy OF Matt Adams 3B Christian Villanueva 1B Eric Hosmer OF José Pirela C Matt Wieters OF Franmil Reyes,,Whit Merrifield,OF,4.63%,25
79,1143826253,bhodgman (2/7),0,112.45,P Jack Flaherty P Shane Bieber SS Javier Báez 1B Edwin Encarnacion 2B César Hernández 3B Miguel Sanó OF Kyle Schwarber OF Manuel Margot OF Robbie Grossman C Austin Hedges,,Ian Desmond,1B,4.63%,0
79,1143875880,nyo420 (4/10),0,112.45,P Danny Duffy SS Javier Báez 2B Rougned Odor 3B Matt Carpenter OF Shin-soo Choo OF Joey Gallo OF Nick Markakis 1B Justin Bour C Austin Hedges P Hunter Wood,,Francisco Arcia,C,4.42%,0
82,1143829007,Killerclown007 (1/3),0,111.05,P Aaron Nola P Shane Bieber 2B Javier Báez OF Kyle Schwarber OF Manuel Margot SS Addison Russell 3B David Bote 1B Eric Hosmer C Austin Hedges OF Franmil Reyes,,Mike Moustakas,3B,4.42%,16
82,1143829071,Killerclown007 (2/3),0,111.05,P Aaron Nola P Shane Bieber 2B Javier Báez OF Kyle Schwarber OF Manuel Margot SS Addison Russell 3B David Bote 1B Eric Hosmer C Austin Hedges OF Franmil Reyes,,Franmil Reyes,OF,4.21%,17
82,1143913114,capnbucko (3/10),0,111.05,P Aaron Nola P Shane Bieber OF Shin-soo Choo 2B Jonathan Villar OF Willie Calhoun SS Tim Beckham 1B Ronald Guzmán 3B Renato Núñez C Austin Wynns OF Drew Robinson,,Corey Dickerson,OF,4.21%,2
85,1143706228,jgAllDay (6/10),0,110.9,P Jon Gray P Jack Flaherty OF Shin-soo Choo 1B Joey Gallo OF Kole Calhoun SS Elvis Andrus 2B David Fletcher 3B Jefry Marte OF Eric Young Jr. C José Briceño,,José Pirela,2B,4.21%,2
85,1143823492,dboyke24,0,110.9,P Jon Gray P Jack Flaherty SS Javier Báez OF Bryce Harper 1B Matt Adams 2B David Bote OF Phillip Ervin C Francisco Arcia OF Eric Young Jr. 3B Jeff McNeil,,Yonder Alonso,1B,4.00%,3
87,1143857464,Hanifbeeks12,0,110.75,P Jon Gray P Julio Teheran 3B José Ramírez 1B Edwin Encarnacion OF Nick Markakis OF Michael Brantley SS Tim Beckham OF Manuel Margot 2B David Bote C Michael Pérez,,Jonathan Villar,2B,4.00%,33
88,1143875882,nyo420 (6/10),0,110.7,P Julio Teheran OF Rhys Hoskins 2B Rougned Odor 1B Matt Carpenter SS Trevor Story OF Nick Markakis C Robinson Chirinos 3B Anthony Rendon OF Nick Williams P Hunter Wood,,Francisco Cervelli,C,4.00%,0
89,1143912954,turkaintsogreat (1/3),0,110.55,P Luis Castillo P Julio Teheran OF Christian Yelich OF Joey Gallo 3B Eugenio Suárez 1B José Abreu C Salvador Perez OF Mark Trumbo 2B Starlin Castro SS Alcides Escobar,,Miguel Sanó,1B,4.00%,8
90,1143810005,whoisjohngalt420 (10/10),0,110.45,P Julio Teheran P James Shields 3B José Ramírez SS Francisco Lindor OF Shohei Ohtani 2B DJ LeMahieu OF Michael Brantley OF Albert Almora Jr. 1B Ronald Guzmán C Austin Hedges,,Greg Garcia,2B,4.00%,10
90,1143874824,jsr2424 (2/2),0,110.45,P Aaron Nola 2B Javier Báez OF Kole Calhoun OF Shohei Ohtani OF Kevin Kiermaier 3B Christian Villanueva 1B Lucas Duda SS José Peraza C Austin Hedges P Hunter Wood,,DJ LeMahieu,2B,4.00%,14
92,1143706224,jgAllDay (2/10),0,110.35,P Jon Gray P Ervin Santana 3B Nolan Arenado SS Trevor Story OF Charlie Blackmon 1B Carlos Santana OF Odúbel Herrera OF Nick Williams C Tom Murphy 2B Pat Valaika,,Jeff McNeil,2B,3.79%,7
92,1143731519,lionfan914 (2/2),0,110.35,P Jon Gray P Ervin Santana OF Joey Gallo 3B Jurickson Profar SS Elvis Andrus OF Shohei Ohtani C Robinson Chirinos 1B Jake Bauers OF Albert Almora Jr. 2B David Fletcher,,Ryan Braun,1B,3.58%,18
94,1143842205,packmanmatt (1/4),0,110.05,P Aaron Nola P Shane Bieber C Willson Contreras OF Hunter Renfroe OF Albert Almora Jr. OF Manuel Margot 3B Matt Duffy SS Addison Russell 2B David Bote 1B Eric Hosmer,,Charlie Blackmon,OF,3.37%,2
94,1143851000,packmanmatt (3/4),0,110.05,P Aaron Nola P Shane Bieber C Willson Contreras OF Hunter Renfroe OF Albert Almora Jr. OF Manuel Margot 3B Matt Duffy SS Addison Russell 2B David Bote 1B Eric Hosmer,,Lucas Duda,1B,3.37%,23
94,1143866754,xtremeballer (1/3),0,110.05,P Danny Duffy P Shane Bieber 2B Rougned Odor 3B Matt Carpenter SS Trevor Story C Robinson Chirinos 1B Daniel Murphy OF Matt Adams OF Alex Gordon OF Mason Williams,,Brandon Dixon,OF,3.37%,0
97,1143913118,capnbucko (7/10),0,109.95,P Jack Flaherty P Wade Miley 3B José Ramírez SS Francisco Lindor 1B Yonder Alonso OF Michael Brantley C Yadier Molina OF Ian Happ OF Albert Almora Jr. 2B Jason Kipnis,,Tom Murphy,C,3.16%,2
98,1143763982,rps121475,0,109.9,P Jon Gray P Jack Flaherty OF Juan Soto 1B Anthony Rizzo C Robinson Chirinos 3B Anthony Rendon OF Eddie Rosario 2B Joey Wendle SS José Peraza OF Mason Williams,,Alex Gordon,OF,3.16%,12
99,1143871468,barbaramay (3/6),0,109.85,P Jack Flaherty P Julio Teheran OF Christian Yelich C Salvador Perez 1B Carlos Santana 3B Johan Camargo 2B César Hernández OF Ender Inciarte OF Harrison Bader SS Amed Rosario,,José Martínez,1B,3.16%,6
100,1143810003,whoisjohngalt420 (8/10),0,109.6,P Jon Lester P Julio Teheran 3B José Ramírez SS Jurickson Profar 2B DJ LeMahieu OF Mallex Smith OF Jake Bauers OF Kevin Kiermaier 1B Ji-Man Choi C Michael Pérez,,Jonathan Schoop,2B,3.16%,3
101,1143769505,jordanh415 (1/4),0,109.5,P Jon Gray P Danny Duffy 2B Javier Báez OF Rhys Hoskins 1B Carlos Santana OF Hunter Renfroe 3B Christian Villanueva SS Addison Russell C Austin Hedges OF Mason Williams,,Mallex Smith,OF,2.95%,19
102,1143875883,nyo420 (7/10),0,109.45,P Danny Duffy SS Javier Báez OF Rhys Hoskins 2B Rougned Odor 3B Matt Carpenter OF Adam Eaton OF Nick Markakis 1B Justin Bour C Austin Hedges P Hunter Wood,,Tim Anderson,SS,2.95%,17
