Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
14,1155276191,brenmike922,0,173.65,P Cole Hamels P Sean Newcomb SS Javier Báez 3B Matt Chapman 1B Matt Olson 2B Daniel Murphy OF Nick Martini OF Jake Bauers OF Alex Gordon C Victor Caratini,,Nick Markakis,OF,23.17%,8
14,1155490625,Martymart33,0,173.65,P Cole Hamels P Sean Newcomb OF Khris Davis 1B Anthony Rizzo 2B Javier Báez OF Mallex Smith OF Austin Dean 3B Matt Duffy SS Alcides Escobar C Jonathan Lucroy,,Matt Olson,1B,21.83%,14
17,1155441858,Ladybluesaf,0,171.35,P Tyler Glasnow P Sean Newcomb OF Ronald Acuña Jr. SS Javier Báez 3B Matt Chapman 1B Matt Olson 2B Daniel Murphy OF Ender Inciarte OF Alex Gordon C Tyler Flowers,,Eugenio Suárez,3B,21.53%,0
18,1155364422,Badcompany13,0,170.65,P Cole Hamels P Sean Newcomb SS Javier Báez 3B Matt Chapman 1B Matt Olson 2B Daniel Murphy OF Mallex Smith OF Jake Bauers OF Jake Cave C Victor Caratini,,Freddie Freeman,1B,21.36%,6
19,1155497388,TheDogs15,0,170.2,P Cole Hamels P Tyler Glasnow SS Javier Báez 1B C.J. Cron 2B Whit Merrifield OF Mallex Smith OF Ian Happ OF Jake Bauers 3B Matt Duffy C Victor Caratini,,Ben Zobrist,OF,18.08%,10
20,1155450312,DAGgonemad,0,169.65,P Cole Hamels P Sean Newcomb 1B Anthony Rizzo SS Marcus Semien OF Nick Markakis 2B Whit Merrifield C Salvador Perez OF Jake Bauers 3B Matt Duffy OF Alex Gordon,,Nick Martini,OF,16.65%,2
20,1155513319,DrunkAtNoon920,0,169.65,P Cole Hamels P Sean Newcomb 1B Freddie Freeman SS Javier Báez 3B Matt Chapman 2B Joey Wendle OF Ian Happ OF Jake Bauers OF Alex Gordon C Bobby Wilson,,Stephen Piscotty,OF,16.11%,4
22,1155420304,austinh34,0,169.35,P Tyler Glasnow P Sean Newcomb OF Ronald Acuña Jr. 1B Anthony Rizzo SS Javier Báez OF Nick Markakis 2B Daniel Murphy 3B Johan Camargo OF Ender Inciarte C Jesús Sucre,,Whit Merrifield,2B,14.09%,16
22,1155559134,JDenver1971,0,169.35,P Tyler Glasnow P Sean Newcomb OF Ronald Acuña Jr. 1B Anthony Rizzo SS Javier Báez OF Nick Markakis 2B Daniel Murphy 3B Johan Camargo OF Ender Inciarte C Jesús Sucre,,Tyler Flowers,C,13.79%,3
22,1155560095,waltursa,0,169.35,P Tyler Glasnow P Sean Newcomb OF Khris Davis 1B Anthony Rizzo SS Javier Báez OF Eddie Rosario 2B Daniel Murphy OF Mallex Smith 3B Matt Duffy C Jesús Sucre,,Brian Anderson,3B,13.54%,4
25,1155089480,Bebo0830,0,169.2,P Cole Hamels P Tyler Glasnow 1B Anthony Rizzo SS Javier Báez 2B Daniel Murphy OF Mallex Smith OF Ian Happ OF Jake Bauers 3B Matt Duffy C Jonathan Lucroy,,Jorge Polanco,SS,13.41%,5
26,1155542533,pricej95,0,168.75,P Sean Newcomb P Danny Duffy OF Khris Davis OF Ronald Acuña Jr. 1B Anthony Rizzo SS Javier Báez OF Nick Markakis 2B Whit Merrifield 3B Johan Camargo C Jonathan Lucroy,,Matt Duffy,3B,13.37%,12
27,1155355088,scrosby12,0,168.65,P Cole Hamels P Sean Newcomb 1B Anthony Rizzo SS Javier Báez OF Kyle Schwarber 2B Daniel Murphy OF Mallex Smith OF Jake Bauers 3B Matt Duffy C Jonathan Lucroy,,Ender Inciarte,OF,12.66%,19
28,1155054270,jasper55,0,168.6,P Cole Hamels P Danny Duffy OF Ronald Acuña Jr. 1B Anthony Rizzo 3B Matt Chapman 2B Daniel Murphy SS Johan Camargo OF Ian Happ OF Alex Gordon C Victor Caratini,,Jed Lowrie,2B,12.62%,14
28,1155168226,tampayardie,0,168.6,P Cole Hamels P Danny Duffy OF Ronald Acuña Jr. 1B Anthony Rizzo SS Javier Báez 2B Daniel Murphy OF Mallex Smith OF Austin Dean 3B Matt Duffy C Tyler Flowers,,José Peraza,SS,11.90%,11
30,1155342156,rmprescott,0,167.6,P Cole Hamels P Danny Duffy OF Khris Davis SS Javier Báez 3B Matt Chapman 1B Matt Olson 2B Daniel Murphy OF Ian Happ OF Alex Gordon C Bobby Wilson,,Eddie Rosario,OF,10.72%,12
30,1155451374,Frencheeey,0,167.6,P Cole Hamels P Danny Duffy OF Khris Davis 1B Anthony Rizzo SS Javier Báez 3B Matt Chapman 2B Daniel Murphy OF Alex Gordon OF Robbie Grossman C Bobby Wilson,,J.T. Realmuto,C,10.68%,0
30,1155455708,greeny0529,0,167.6,P Cole Hamels P Danny Duffy OF Khris Davis SS Javier Báez 3B Matt Chapman 1B Matt Olson 2B Daniel Murphy OF Ian Happ OF Alex Gordon C Bobby Wilson,,Victor Caratini,C,10.05%,10
30,1155557503,1Bruin1,0,167.6,P Cole Hamels P Danny Duffy OF Khris Davis 1B Anthony Rizzo SS Javier Báez 3B Matt Chapman 2B Daniel Murphy OF Alex Gordon OF Robbie Grossman C Bobby Wilson,,Ian Happ,OF,9.88%,14
34,1155526602,MikeSpargo12,0,166.75,P Sean Newcomb P Danny Duffy OF Khris Davis 1B Anthony Rizzo SS Javier Báez 3B Matt Chapman 2B Ozzie Albies OF Nick Markakis C Salvador Perez OF Alex Gordon,,Ozzie Albies,2B,9.59%,7
35,1155317395,kyleo,0,166.65,P Cole Hamels P Sean Newcomb OF Khris Davis 1B Anthony Rizzo SS José Peraza 2B Daniel Murphy 3B Matt Duffy OF Carlos Gómez OF Alex Gordon C Victor Caratini,,Salvador Perez,C,9.50%,2
35,1155387550,BeerGutMan,0,166.65,P Cole Hamels P Sean Newcomb 1B Anthony Rizzo SS Javier Báez OF Ben Zobrist OF Kyle Schwarber 2B Daniel Murphy OF Alex Gordon C Tyler Flowers 3B Logan Forsythe,,Anthony DeSclafani,P,9.42%,10.1
35,1155554931,Oneninesix9,0,166.65,P Cole Hamels P Sean Newcomb SS Javier Báez 1B C.J. Cron OF Kyle Schwarber 2B Willy Adames OF Mallex Smith C Tucker Barnhart 3B Matt Duffy OF Alex Gordon,,Logan Forsythe,3B,9.34%,3
38,1155446835,scur3656,0,166.35,P Tyler Glasnow P Sean Newcomb OF Ronald Acuña Jr. 1B Anthony Rizzo 2B Javier Báez OF Nick Markakis SS Johan Camargo OF Jake Bauers 3B Matt Duffy C Tyler Flowers,,Tucker Barnhart,C,9.17%,2
39,1155418706,spookflyer,0,166.3,P Tyler Glasnow P Danny Duffy OF Khris Davis 2B Jed Lowrie 1B Anthony Rizzo SS Javier Báez 3B Matt Chapman OF Ian Happ C Tucker Barnhart OF Alex Gordon,,Austin Dean,OF,9.17%,7
40,1155475203,sammyl720,0,165.6,P Cole Hamels P Danny Duffy OF Khris Davis SS Javier Báez 3B Matt Chapman 1B Matt Olson 2B Daniel Murphy OF Jake Bauers OF Alex Gordon C Bobby Wilson,,Mallex Smith,OF,8.66%,18
41,1155225481,soupajaff,0,165.35,P Tyler Glasnow P Sean Newcomb 1B Anthony Rizzo SS Javier Báez 3B Matt Chapman OF Kyle Schwarber 2B Daniel Murphy OF Whit Merrifield OF Ender Inciarte C Victor Caratini,,C.J. Cron,1B,8.62%,8
42,1155502525,MoogyMoore,0,164.65,P Cole Hamels P Sean Newcomb 1B Anthony Rizzo SS Javier Báez OF Nick Markakis 2B Daniel Murphy OF Whit Merrifield OF Nick Martini 3B Matt Duffy C Jonathan Lucroy,,Jake Bauers,OF,8.20%,12
43,1155484451,04stones,0,164.6,P Cole Hamels P Danny Duffy OF Khris Davis 1B Anthony Rizzo SS Javier Báez OF Ben Zobrist 2B Daniel Murphy 3B Brian Anderson OF Alex Gordon C Jonathan Lucroy,,Marcus Semien,SS,7.61%,8
44,1155546588,wnrchkndnr,0,163.75,P Sean Newcomb P Danny Duffy OF Khris Davis OF Ronald Acuña Jr. 1B Anthony Rizzo SS Javier Báez 2B Ozzie Albies OF Charlie Culberson 3B Miguel Rojas C Tyler Flowers,,Curt Casali,C,7.44%,3
45,1155513372,jselby11,0,163.2,P Cole Hamels P Tyler Glasnow SS Javier Báez 1B C.J. Cron 2B Willy Adames OF Mallex Smith OF Ian Happ OF Jake Bauers 3B Matt Duffy C Victor Caratini,,Ramón Laureano,OF,7.15%,5
46,1155227423,noahopz,0,162.65,P Cole Hamels P Sean Newcomb OF Khris Davis 1B Anthony Rizzo OF Eddie Rosario 2B Daniel Murphy 3B Johan Camargo OF Alex Gordon SS Alcides Escobar C Jonathan Lucroy,,Willy Adames,SS,7.02%,9
46,1155553504,pachukes18,0,162.65,P Cole Hamels P Sean Newcomb OF Khris Davis 1B Anthony Rizzo 2B Javier Báez OF Ender Inciarte SS Jorge Polanco 3B Logan Forsythe OF Rosell Herrera C Jesús Sucre,,Billy Hamilton,OF,6.85%,10
46,1155556064,PH6674,0,162.65,P Cole Hamels P Sean Newcomb OF Khris Davis 1B Anthony Rizzo 2B Javier Báez OF Ender Inciarte SS Jorge Polanco 3B Logan Forsythe OF Rosell Herrera C Jesús Sucre,,Starlin Castro,2B,6.73%,2
49,1155443601,cszabo83,0,162.6,P Cole Hamels P Danny Duffy OF Khris Davis SS Javier Báez 3B Matt Chapman 1B Matt Olson 2B Daniel Murphy OF Alex Gordon OF Robbie Grossman C Victor Caratini,,Jesús Sucre,C,6.31%,3
49,1155457043,tonytohka,0,162.6,P Cole Hamels P Danny Duffy OF Khris Davis SS Javier Báez 3B Matt Chapman 1B Matt Olson 2B Daniel Murphy OF Alex Gordon OF Robbie Grossman C Victor Caratini,,Alex Gordon,OF,5.97%,24
49,1155493814,mango59kg,0,162.6,P Cole Hamels P Danny Duffy OF Khris Davis SS Javier Báez 3B Matt Chapman 1B Matt Olson 2B Daniel Murphy OF Alex Gordon OF Robbie Grossman C Victor Caratini,,Miguel Rojas,SS,5.93%,3
52,1155488994,uscott25,0,162.35,P Tyler Glasnow P Sean Newcomb 1B Anthony Rizzo SS Javier Báez 2B Ben Zobrist OF Nick Markakis OF Mallex Smith OF Jake Bauers 3B Matt Duffy C Jonathan Lucroy,,David Bote,3B,5.89%,0
53,1155493658,dublinking,0,161.2,P Cole Hamels P Tyler Glasnow 1B Anthony Rizzo SS Javier Báez 2B Daniel Murphy OF Whit Merrifield OF Ender Inciarte OF Billy Hamilton C Jonathan Lucroy 3B Logan Forsythe,,Ryan O'Hearn,1B,5.68%,0
54,1155551436,steveh16,0,160.65,P Cole Hamels P Sean Newcomb 2B Javier Báez OF Kyle Schwarber OF Nick Markakis 1B Daniel Murphy OF Whit Merrifield SS Johan Camargo 3B Matt Duffy C Victor Caratini,,Carlos Gómez,OF,5.63%,0
55,1155525112,fantasy_catastrophe,0,160.6,P Cole Hamels P Danny Duffy 1B Anthony Rizzo 2B Javier Báez OF Ben Zobrist OF Nick Markakis SS Johan Camargo OF Ender Inciarte C Salvador Perez 3B Brian Anderson,,Phillip Ervin,OF,5.47%,13
56,1155484051,SuperBronco,0,160.35,P Tyler Glasnow P Sean Newcomb OF Ronald Acuña Jr. 2B Javier Báez 3B Matt Chapman 1B Daniel Murphy OF Mallex Smith SS Jorge Polanco C Tucker Barnhart OF Alex Gordon,,JT Riddle,SS,5.42%,3
57,1155429720,Jhendoman,0,159.75,P Sean Newcomb P Danny Duffy OF Khris Davis 1B Anthony Rizzo SS Javier Báez 3B Matt Chapman OF Eddie Rosario 2B Daniel Murphy C Salvador Perez OF Jake Bauers,,Alcides Escobar,SS,5.42%,4
58,1155479788,dezz521,0,159.65,P Cole Hamels P Sean Newcomb SS Javier Báez 3B Matt Chapman 1B C.J. Cron 2B Daniel Murphy OF Stephen Piscotty OF Nick Martini OF Alex Gordon C Victor Caratini,,Rosell Herrera,OF,5.05%,0
59,1155415948,MrHush,0,159.35,P Tyler Glasnow P Sean Newcomb OF Ronald Acuña Jr. SS Javier Báez 3B Matt Chapman 1B Matt Olson 2B Daniel Murphy OF Ender Inciarte OF Jake Bauers C Jesús Sucre,,Charlie Culberson,OF,4.08%,19
60,1155547805,bdprulz,0,159.15,P Trevor Cahill P Sean Newcomb OF Khris Davis 1B Anthony Rizzo SS Javier Báez 2B Daniel Murphy OF Whit Merrifield 3B Matt Duffy OF Alex Gordon C Jonathan Lucroy,,Scooter Gennett,2B,3.91%,5
61,1155287522,jkozy210,0,158.65,P Cole Hamels P Sean Newcomb 1B Anthony Rizzo SS Javier Báez OF Kyle Schwarber OF Nick Markakis 2B Daniel Murphy 3B David Bote OF Alex Gordon C Jonathan Lucroy,,Rafael Ortega,OF,3.49%,5
62,1155146174,RRand1966,0,158.35,P Tyler Glasnow P Sean Newcomb 1B Anthony Rizzo SS Javier Báez OF Eddie Rosario OF Kyle Schwarber 2B Whit Merrifield OF Mallex Smith 3B David Bote C Victor Caratini,,Hunter Dozier,3B,3.28%,3
63,1154914335,rkclifton,0,157.65,P Cole Hamels P Sean Newcomb 3B Matt Chapman 2B Ozzie Albies 1B Matt Olson OF Charlie Culberson SS Johan Camargo OF Alex Gordon C Tyler Flowers OF Jake Cave,,Jake Cave,OF,3.11%,5
64,1155542662,Otherj23,0,157.6,P Cole Hamels P Danny Duffy OF Khris Davis 3B Eugenio Suárez 1B Anthony Rizzo SS Javier Báez 2B Daniel Murphy OF Alex Gordon OF Robbie Grossman C Bobby Wilson,,Bobby Wilson,C,2.94%,4
65,1155170324,bobbyt1979,0,157.35,P Tyler Glasnow P Sean Newcomb OF Ronald Acuña Jr. SS Javier Báez OF Eddie Rosario 1B Matt Olson 2B Daniel Murphy OF Mallex Smith 3B Matt Duffy C Michael Pérez,,Joey Wendle,2B,2.86%,6
65,1155432028,MerMer3,0,157.35,P Tyler Glasnow P Sean Newcomb OF Ronald Acuña Jr. 1B Freddie Freeman SS Javier Báez 2B Daniel Murphy OF Mallex Smith OF Billy Hamilton 3B Matt Duffy C Victor Caratini,,Max Kepler,OF,2.86%,14
67,1155339157,Jaceselmer,0,157,P Sean Newcomb P Kohl Stewart OF Khris Davis OF Ronald Acuña Jr. 1B Anthony Rizzo SS Javier Báez C J.T. Realmuto 2B Scooter Gennett OF Eddie Rosario 3B Johan Camargo,,Joe Mauer,1B,2.65%,7
68,1155360793,Justin0462,0,156.75,P Sean Newcomb P Danny Duffy OF Ronald Acuña Jr. 3B Eugenio Suárez 1B Anthony Rizzo 2B Javier Báez SS José Peraza OF Whit Merrifield C Salvador Perez OF Billy Hamilton,,Ehire Adrianza,SS,2.19%,5
68,1155439528,stevedog8,0,156.75,P Sean Newcomb P Danny Duffy OF Ronald Acuña Jr. 2B Jed Lowrie SS Javier Báez 3B Matt Chapman OF Eddie Rosario 1B Matt Olson OF Stephen Piscotty C Victor Caratini,,Elieser Hernandez,P,2.02%,1.75
68,1155496517,Nikkiraval,0,156.75,P Sean Newcomb P Danny Duffy OF Khris Davis OF Ronald Acuña Jr. 1B Anthony Rizzo SS Javier Báez 3B Matt Chapman 2B Ben Zobrist OF Jake Cave C Jonathan Lucroy,,Kevin Kiermaier,OF,1.93%,0
71,1155067262,pmarv00,0,156.65,P Cole Hamels P Sean Newcomb 1B Anthony Rizzo SS Javier Báez OF Nick Markakis 2B Daniel Murphy OF Ender Inciarte 3B David Bote OF Kevin Kiermaier C Tyler Flowers,,Lucas Duda,1B,1.81%,7
71,1155488188,Johnben26,0,156.65,P Cole Hamels P Sean Newcomb OF Ronald Acuña Jr. 1B Matt Olson 2B Whit Merrifield OF Stephen Piscotty SS Jorge Polanco 3B Matt Duffy OF Alex Gordon C Tyler Flowers,,Robbie Grossman,OF,1.22%,3
73,1155412249,JRBucks34,0,156.35,P Tyler Glasnow P Sean Newcomb OF Khris Davis 1B Anthony Rizzo SS Javier Báez 2B Daniel Murphy OF Phillip Ervin OF Stephen Piscotty 3B Matt Duffy C Tyler Flowers,,Dilson Herrera,2B,1.18%,0
74,1155408515,AllUCanEat,0,156.3,P Tyler Glasnow P Danny Duffy OF Khris Davis 1B Anthony Rizzo SS Javier Báez 3B Matt Chapman OF Eddie Rosario 2B Daniel Murphy OF Max Kepler C Victor Caratini,,Kohl Stewart,P,1.14%,11.1
74,1155493612,icemanjay,0,156.3,P Tyler Glasnow P Danny Duffy OF Khris Davis 1B Anthony Rizzo SS Javier Báez 3B Matt Chapman OF Eddie Rosario 2B Daniel Murphy OF Ian Happ C Victor Caratini,,Isaac Galloway,OF,0.84%,3
74,1155513327,WildcatWoodz,0,156.3,P Tyler Glasnow P Danny Duffy OF Khris Davis 1B Anthony Rizzo SS Javier Báez 3B Matt Chapman OF Eddie Rosario 2B Daniel Murphy OF Ian Happ C Victor Caratini,,Willson Contreras,C,0.67%,0
74,1155537347,jzach07,0,156.3,P Tyler Glasnow P Danny Duffy OF Khris Davis 1B Anthony Rizzo SS Javier Báez 3B Matt Chapman OF Eddie Rosario 2B Daniel Murphy OF Ian Happ C Victor Caratini,,Dansby Swanson,SS,0.38%,0
78,1155368890,Bobjr1297,0,155.75,P Sean Newcomb P Danny Duffy OF Ronald Acuña Jr. 1B Anthony Rizzo SS Javier Báez OF Kyle Schwarber 2B Daniel Murphy 3B Johan Camargo OF Ian Happ C Tyler Flowers,,Jason Heyward,OF,0.29%,0
79,1155417582,ATM23485,0,155.65,P Cole Hamels P Sean Newcomb 1B Anthony Rizzo SS Javier Báez 2B Ben Zobrist OF Kyle Schwarber 3B David Bote OF Alex Gordon C Tyler Flowers OF Rosell Herrera,,Brett Phillips,OF,0.29%,0
79,1155505790,dennyp612,0,155.65,P Cole Hamels P Sean Newcomb OF Khris Davis OF Ronald Acuña Jr. SS Javier Báez OF Billy Hamilton 3B Matt Duffy 2B Logan Forsythe 1B Hunter Dozier C Bobby Wilson,,Adalberto Mondesi,2B,0.29%,0
79,1155530747,willie336,0,155.65,P Cole Hamels P Sean Newcomb OF Ronald Acuña Jr. 1B Anthony Rizzo 2B Javier Báez OF Ben Zobrist C Tyler Flowers 3B Logan Forsythe SS Ehire Adrianza OF Rosell Herrera,,Miguel Sanó,3B,0.21%,0
82,1155405832,Ricolasvegas3,0,155.6,P Cole Hamels P Danny Duffy 1B Anthony Rizzo SS Javier Báez 3B Matt Chapman OF Kyle Schwarber 2B Daniel Murphy OF Ender Inciarte OF Brian Anderson C Victor Caratini,,Mitch Garver,C,0.13%,11
82,1155469559,wyv0827,0,155.6,P Cole Hamels P Danny Duffy OF Khris Davis SS Javier Báez 3B Matt Chapman 1B Matt Olson 2B Daniel Murphy OF Nick Martini OF Alex Gordon C Bobby Wilson,,Michael Pérez,C,0.13%,0
84,1155145881,mc3369,0,155.35,P Tyler Glasnow P Sean Newcomb OF Ronald Acuña Jr. 1B Anthony Rizzo SS Javier Báez OF Nick Markakis 2B Daniel Murphy 3B Johan Camargo C Tyler Flowers OF Jake Cave,,Brandon Dixon,1B,0.13%,0
84,1155241281,Keendom,0,155.35,P Tyler Glasnow P Sean Newcomb OF Khris Davis 3B Eugenio Suárez SS Javier Báez 1B C.J. Cron 2B Daniel Murphy OF Ian Happ OF Alex Gordon C Victor Caratini,,Albert Almora Jr.,OF,0.08%,0
84,1155341047,sflynn1,0,155.35,P Tyler Glasnow P Sean Newcomb 1B Anthony Rizzo 2B Javier Báez OF Ben Zobrist OF Kyle Schwarber OF Nick Markakis 3B Charlie Culberson SS Johan Camargo C Tyler Flowers,,Austin Meadows,OF,0.08%,0
84,1155414625,Araton11,0,155.35,P Tyler Glasnow P Sean Newcomb 1B Anthony Rizzo SS Javier Báez 3B Matt Chapman OF Kyle Schwarber 2B Daniel Murphy OF Mallex Smith OF Ian Happ C Curt Casali,,Derek Dietrich,OF,0.08%,0
84,1155454567,Aubameyang17,0,155.35,P Tyler Glasnow P Sean Newcomb 1B Anthony Rizzo SS Javier Báez 3B Matt Chapman OF Eddie Rosario OF Kyle Schwarber 2B Daniel Murphy OF Phillip Ervin C Victor Caratini,,Abraham Almonte,OF,0.04%,0
89,1155212667,bergpack,0,155.2,P Cole Hamels P Tyler Glasnow 1B Anthony Rizzo SS Javier Báez 2B Ben Zobrist OF Ender Inciarte OF Nick Martini OF Austin Dean 3B Matt Duffy C Jonathan Lucroy,,Mark Canha,OF,0.04%,0
90,1155481280,smoulder,0,154.75,P Sean Newcomb P Danny Duffy OF Khris Davis OF Ronald Acuña Jr. 1B Anthony Rizzo SS Javier Báez 3B Matt Chapman 2B Daniel Murphy OF Ramón Laureano C Jonathan Lucroy,,Ji-Man Choi,1B,0.04%,0
90,1155481974,Richpierce21,0,154.75,P Sean Newcomb P Danny Duffy OF Khris Davis OF Ronald Acuña Jr. 1B Anthony Rizzo SS Javier Báez 3B Matt Chapman 2B Daniel Murphy OF Ramón Laureano C Jonathan Lucroy,,Chris Stewart,C,0.04%,0
90,1155498597,Ryan_Graf,0,154.75,P Sean Newcomb P Danny Duffy OF Khris Davis OF Ronald Acuña Jr. 1B Anthony Rizzo SS Javier Báez 3B Matt Chapman 2B Daniel Murphy OF Ramón Laureano C Jonathan Lucroy,,Josh Phegley,C,0.04%,0
93,1155162984,Vaughngaupo,0,154.65,P Cole Hamels P Sean Newcomb OF Ronald Acuña Jr. 1B Anthony Rizzo 2B Daniel Murphy SS Willy Adames OF Ender Inciarte 3B Matt Duffy OF Carlos Gómez C Jesús Sucre,,Tommy Pham,OF,0.04%,0
93,1155457517,MotownGreek,0,154.65,P Cole Hamels P Sean Newcomb 1B Anthony Rizzo 2B Javier Báez OF Ben Zobrist OF Kyle Schwarber SS Jorge Polanco OF Ian Happ 3B Logan Forsythe C Bobby Wilson,,Kurt Suzuki,C,0.04%,0
93,1155470624,OvertimeEkim,0,154.65,P Cole Hamels P Sean Newcomb 1B Anthony Rizzo 2B Javier Báez SS Marcus Semien OF Ben Zobrist 3B Johan Camargo OF Ramón Laureano C Jonathan Lucroy OF Rosell Herrera,,Yadiel Rivera,SS,0.04%,0
96,1155325025,stinkfist212,0,154.35,P Tyler Glasnow P Sean Newcomb 2B Jed Lowrie 1B Anthony Rizzo SS Javier Báez OF Kyle Schwarber OF Nick Markakis 3B Johan Camargo OF Ian Happ C Tyler Flowers,,Kennys Vargas,1B,0.04%,0
96,1155336323,BulldogB,0,154.35,P Tyler Glasnow P Sean Newcomb OF Ronald Acuña Jr. 2B Javier Báez 3B Matt Chapman 1B Matt Olson OF Charlie Culberson SS Johan Camargo OF Nick Martini C Jesús Sucre,,Tommy La Stella,2B,0.04%,0
96,1155359695,MarcusWash,0,154.35,P Tyler Glasnow P Sean Newcomb 1B Anthony Rizzo SS Javier Báez 3B Matt Chapman OF Ben Zobrist OF Nick Markakis 2B Joey Wendle OF Mallex Smith C Jonathan Lucroy,,Joey Votto,1B,0.04%,0
96,1155544759,vinylsneverdie,0,154.35,P Tyler Glasnow P Sean Newcomb OF Khris Davis OF Ronald Acuña Jr. SS Javier Báez 1B Daniel Murphy OF Ian Happ 3B Matt Duffy C Victor Caratini 2B Logan Forsythe,,Taylor Motter,OF,0.04%,0
100,1155210012,macman7895,0,153.75,P Sean Newcomb P Danny Duffy OF Ronald Acuña Jr. 1B Freddie Freeman 2B Javier Báez SS Marcus Semien 3B Matt Chapman OF Nick Markakis OF Ender Inciarte C Victor Caratini,,Royce Lewis,SS,0.04%,0
100,1155375711,nats661,0,153.75,P Sean Newcomb P Danny Duffy OF Khris Davis 2B Jed Lowrie 1B Anthony Rizzo SS Javier Báez 3B Matt Chapman OF Ben Zobrist OF Stephen Piscotty C Jonathan Lucroy,,Chad Pinder,2B,0.04%,0
100,1155417733,ktayl94,0,153.75,P Sean Newcomb P Danny Duffy OF Ronald Acuña Jr. 2B Jed Lowrie 1B Anthony Rizzo SS Javier Báez 3B Matt Chapman OF Ben Zobrist OF Nick Martini C Jonathan Lucroy,,Chris Gimenez,C,0.04%,0
