Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,1143797645,penninop (4/7),0,171.9,P Jon Gray P Jack Flaherty 3B José Ramírez OF Kole Calhoun 2B César Hernández OF Hunter Renfroe OF Manuel Margot 1B Eric Hosmer C Austin Hedges SS Freddy Galvis,,Aaron Nola,P,29.54%,8.1
2,1143863781,Zalesky3 (2/5),0,144.95,P Tanner Roark P Jon Gray SS Javier Báez OF Michael Brantley OF Hunter Renfroe 3B Christian Villanueva OF Manuel Margot 2B David Bote 1B Eric Hosmer C Austin Hedges,,Julio Teheran,P,26.58%,13.35
3,1143790481,botobrody (6/7),0,142.9,P Tanner Roark P Julio Teheran 2B Javier Báez SS Francisco Lindor OF Hunter Renfroe OF Manuel Margot 3B David Bote 1B Eric Hosmer C Austin Hedges OF Franmil Reyes,,Michael Brantley,OF,24.05%,4
4,1143833976,bhodgman (7/7),0,141.85,P Jack Flaherty P Julio Teheran 3B Jurickson Profar SS Asdrúbal Cabrera 2B Jonathan Villar 1B Miguel Sanó OF Nick Williams OF Manuel Margot C Kurt Suzuki OF Robbie Grossman,,Danny Duffy,P,23.21%,8.1
5,1143867395,Detonator44 (2/3),0,141.05,P Tanner Roark P Jack Flaherty OF Shin-soo Choo OF Juan Soto 2B DJ LeMahieu OF Ender Inciarte 3B Mike Moustakas 1B Lucas Duda C Francisco Arcia SS Greg Garcia,,Jon Gray,P,22.78%,28.4
6,1143855275,nearthewall,0,140.9,P Jon Gray P Jack Flaherty 3B José Ramírez SS Francisco Lindor OF Shohei Ohtani OF Manuel Margot OF Eric Young Jr. 1B Eric Hosmer 2B José Pirela C Austin Hedges,,David Bote,3B,21.52%,8
7,1143810011,whoisjohngalt420 (6/7),0,137.5,P Jon Gray P James Shields 3B José Ramírez SS Francisco Lindor 1B Edwin Encarnacion OF Shohei Ohtani OF Hunter Renfroe 2B Starlin Castro C Austin Hedges OF Franmil Reyes,,Rhys Hoskins,OF,19.83%,0
8,1143799840,cptnjsmith,0,136.9,P Jon Gray P Jack Flaherty 1B Edwin Encarnacion C Willson Contreras 2B Jonathan Villar 3B Miguel Sanó OF Hunter Renfroe OF Kyle Schwarber OF Albert Almora Jr. SS Addison Russell,,Hunter Renfroe,OF,19.41%,21
9,1143797649,penninop (5/7),0,135.95,P Aaron Nola P Trevor Williams OF Kole Calhoun OF Nick Markakis OF Hunter Renfroe 3B Christian Villanueva 2B David Bote 1B Eric Hosmer C Austin Hedges SS Freddy Galvis,,Austin Hedges,C,18.57%,7
10,1143833973,bhodgman (6/7),0,135.3,P Julio Teheran P Ervin Santana SS Javier Báez 3B José Ramírez 1B Edwin Encarnacion 2B Jonathan Villar OF Hunter Renfroe OF Albert Almora Jr. OF Manuel Margot C Kurt Suzuki,,Shane Bieber,P,18.14%,21.95
11,1143797640,penninop (3/7),0,134.95,P Aaron Nola P Trevor Williams 2B Jonathan Villar OF Kevin Kiermaier OF Mark Trumbo OF Danny Valencia 1B Wilmer Flores 3B Renato Núñez SS José Peraza C Austin Wynns,,Christian Villanueva,3B,17.72%,10
12,1143877009,Detonator44 (3/3),0,133.65,P Jon Gray P Jon Lester 2B Javier Báez SS Jurickson Profar OF Odúbel Herrera OF Albert Almora Jr. OF Joey Wendle 1B Lucas Duda 3B Jace Peterson C Francisco Arcia,,Javier Báez,2B,16.46%,21
13,1143793502,Christopher580 (2/5),0,130.9,P Jon Gray P Jack Flaherty OF Rhys Hoskins OF Odúbel Herrera 2B Jonathan Villar OF Nick Williams SS Tim Beckham 3B Danny Valencia 1B Ronald Guzmán C Austin Wynns,,Francisco Lindor,SS,16.46%,10
13,1143799758,Christopher580 (4/5),0,130.9,P Jon Gray P Jack Flaherty OF Rhys Hoskins OF Odúbel Herrera 2B Jonathan Villar OF Nick Williams SS Tim Beckham 3B Danny Valencia 1B Ronald Guzmán C Austin Wynns,,Albert Almora Jr.,OF,15.19%,10
15,1143816678,jordanh415 (2/4),0,128.7,P Aaron Nola 1B Jake Bauers 2B Jonathan Villar OF Mark Trumbo 3B Tim Beckham OF Hunter Renfroe SS Addison Russell OF Renato Núñez C Austin Hedges P Ryan Yarbrough,,Addison Russell,SS,15.19%,0
16,1143895729,ferrellikd,0,128.55,P James Shields P Wade Miley 2B Javier Báez 3B José Ramírez SS Francisco Lindor 1B Daniel Murphy OF Hunter Renfroe OF Albert Almora Jr. OF Manuel Margot C Austin Hedges,,Jon Lester,P,14.77%,-2.75
17,1143798048,rewog,0,126.9,P Jon Gray P Jack Flaherty 2B Rougned Odor 3B Matt Carpenter 1B Carlos Santana OF Hunter Renfroe OF Manuel Margot OF Phillip Ervin SS José Peraza C Austin Hedges,,Ervin Santana,P,14.35%,4.95
18,1143833968,bhodgman (5/7),0,126.45,P Jack Flaherty P Shane Bieber OF Rhys Hoskins 1B Edwin Encarnacion SS Asdrúbal Cabrera OF Michael Brantley 2B Jonathan Villar OF Albert Almora Jr. 3B Logan Forsythe C Bryan Holaday,,Asdrúbal Cabrera,SS,14.35%,16
19,1143823566,jmsolano (1/7),0,126.35,P Jon Gray P Shane Bieber 3B José Ramírez SS Trevor Story OF Carlos González 1B Ian Desmond OF Michael Brantley C Tom Murphy OF Austin Jackson 2B Pat Valaika,,Matt Carpenter,3B,13.08%,14
19,1143823567,jmsolano (2/7),0,126.35,P Jon Gray P Shane Bieber 3B José Ramírez SS Trevor Story OF Carlos González 1B Ian Desmond OF Michael Brantley C Tom Murphy OF Austin Jackson 2B Pat Valaika,,Willson Contreras,C,12.66%,6
21,1143836769,Kevdav (4/4),0,126.3,P Julio Teheran P Shane Bieber SS Javier Báez C Willson Contreras OF Mallex Smith 1B Jake Bauers OF Kyle Schwarber OF Ian Happ 2B Joey Wendle 3B David Bote,,Ronald Acuña Jr.,OF,12.66%,5
22,1143826488,BronxBomber2 (4/5),0,125.2,P Aaron Nola P James Shields 1B Matt Adams OF Adam Jones 2B Jonathan Villar OF Mark Trumbo 3B Tim Beckham OF Trey Mancini C Devin Mesoraco SS Amed Rosario,,Freddie Freeman,1B,12.24%,3
23,1143722454,ejwilson1977 (2/4),0,124.95,P Jack Flaherty P Wade Miley 3B José Ramírez SS Francisco Lindor 1B Edwin Encarnacion OF Jake Bauers OF Kevin Kiermaier OF Joey Wendle 2B Jason Kipnis C Michael Pérez,,Kurt Suzuki,C,12.24%,0
24,1143808447,AFink93 (1/2),0,122.2,P Jon Lester P Shane Bieber 3B José Ramírez SS Francisco Lindor 1B José Abreu OF Michael Brantley 2B Yoán Moncada OF Avisaíl García OF Nicky Delmonico C Dustin Garneau,,Jason Kipnis,2B,12.24%,9
24,1143808452,AFink93 (2/2),0,122.2,P Jon Lester P Shane Bieber 3B José Ramírez SS Francisco Lindor 1B José Abreu OF Michael Brantley 2B Yoán Moncada OF Avisaíl García OF Nicky Delmonico C Dustin Garneau,,José Ramírez,3B,11.81%,22
26,1143856538,wdan611,0,121.75,P Jon Gray 2B Rougned Odor 1B Matt Carpenter SS Trevor Story OF Kole Calhoun C Willson Contreras 3B Anthony Rendon OF Albert Almora Jr. OF Renato Núñez P Hunter Wood,,Juan Soto,OF,11.81%,4
