Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,1156941735,Dryden1972,0,179.7,P Kevin Gausman P Vince Velasquez OF Rhys Hoskins 2B Whit Merrifield OF Nicholas Castellanos 3B Matt Chapman OF Juan Soto C Yadier Molina 1B Daniel Murphy SS Asdrúbal Cabrera,,Daniel Murphy,2B,80.27%,12
2,1157097868,blassster (1/3),0,178.45,P Shane Bieber P Kevin Gausman OF José Martínez 1B Edwin Encarnacion SS Paul DeJong C Wilson Ramos OF Melky Cabrera 2B Jason Kipnis 3B Yolmer Sánchez OF Michael A. Taylor,,Kevin Gausman,P,63.49%,24.05
3,1157135200,Supernic15 (1/2),0,169.7,P Kevin Gausman P Vince Velasquez 1B Anthony Rizzo C Wilson Ramos OF Rhys Hoskins 2B César Hernández OF Kyle Schwarber OF Odúbel Herrera SS Asdrúbal Cabrera 3B David Bote,,Javier Báez,SS,60.00%,3
3,1157139911,Supernic15 (2/2),0,169.7,P Kevin Gausman P Vince Velasquez 1B Anthony Rizzo C Wilson Ramos OF Rhys Hoskins 2B César Hernández OF Kyle Schwarber OF Odúbel Herrera SS Asdrúbal Cabrera 3B David Bote,,Anthony Rizzo,1B,57.18%,16
5,1157065763,broberson319,0,169.5,P Michael Kopech P Shane Bieber 1B Anthony Rizzo OF Rhys Hoskins 3B Anthony Rendon C Chris Iannetta OF Daniel Palka 2B Jason Kipnis OF Billy McKinney SS Adeiny Hechavarria,,Willson Contreras,C,57.05%,2
6,1157049062,Nklivin24 (1/3),0,169.15,P Blake Snell P Kevin Gausman OF Rhys Hoskins C Yadier Molina 2B Daniel Murphy SS Tim Anderson OF Daniel Palka 1B Lucas Duda OF Avisaíl García 3B Yolmer Sánchez,,Nolan Arenado,3B,44.03%,3
6,1157085970,Nklivin24 (2/3),0,169.15,P Blake Snell P Kevin Gausman OF Rhys Hoskins C Yadier Molina 2B Daniel Murphy SS Tim Anderson OF Daniel Palka 1B Lucas Duda OF Avisaíl García 3B Yolmer Sánchez,,Kyle Schwarber,OF,34.63%,16
6,1157108897,Nklivin24 (3/3),0,169.15,P Blake Snell P Kevin Gausman OF Rhys Hoskins C Yadier Molina 2B Daniel Murphy SS Tim Anderson OF Daniel Palka 1B Lucas Duda OF Avisaíl García 3B Yolmer Sánchez,,Pablo López,P,32.89%,12.15
9,1157139962,OhkeyDoke,0,166.05,P Blake Snell P Kyle Hendricks 1B Kendrys Morales OF Whit Merrifield 2B Daniel Murphy SS Tim Anderson OF Nicky Delmonico C Manny Piña 3B Yolmer Sánchez OF Billy McKinney,,Billy McKinney,OF,29.40%,14
10,1156998701,anthony6100 (1/3),0,163.2,P Kevin Gausman P Pablo López SS Javier Báez 1B Anthony Rizzo OF Rhys Hoskins 3B Matt Chapman C Yadier Molina 2B Daniel Murphy OF Kyle Schwarber OF Avisaíl García,,Rhys Hoskins,OF,27.92%,23
10,1157000828,anthony6100 (2/3),0,163.2,P Kevin Gausman P Pablo López SS Javier Báez 1B Anthony Rizzo OF Rhys Hoskins 3B Matt Chapman C Yadier Molina 2B Daniel Murphy OF Kyle Schwarber OF Avisaíl García,,Matt Holliday,OF,27.79%,5
10,1157000834,anthony6100 (3/3),0,163.2,P Kevin Gausman P Pablo López SS Javier Báez 1B Anthony Rizzo OF Rhys Hoskins 3B Matt Chapman C Yadier Molina 2B Daniel Murphy OF Kyle Schwarber OF Avisaíl García,,Avisaíl García,OF,24.43%,14
13,1157115776,mgrilo12 (2/2),0,162.45,P Shane Bieber P Kevin Gausman SS Francisco Lindor OF Gregory Polanco 1B Edwin Encarnacion OF Corey Dickerson OF Jason Heyward C Willson Contreras 2B Jason Kipnis 3B Colin Moran,,Shane Bieber,P,19.60%,18.4
14,1157139469,ceustis,0,162.15,P Michael Kopech P Kevin Gausman OF Rhys Hoskins SS Trea Turner C Yadier Molina 2B Daniel Murphy OF Matt Holliday 3B David Bote 1B Lucas Duda OF Billy McKinney,,Jay Bruce,OF,17.05%,3
15,1157134836,EYEHATETOM (1/3),0,161.45,P Shane Bieber P Kevin Gausman OF Ronald Acuña Jr. SS Trea Turner 3B Matt Chapman 1B Daniel Murphy OF Kyle Schwarber 2B Jeff McNeil OF Billy McKinney C Omar Narváez,,Carlos González,OF,16.11%,5
15,1157134852,EYEHATETOM (2/3),0,161.45,P Shane Bieber P Kevin Gausman OF Ronald Acuña Jr. SS Trea Turner 3B Matt Chapman 1B Daniel Murphy OF Kyle Schwarber 2B Jeff McNeil OF Billy McKinney C Omar Narváez,,Jason Heyward,OF,15.57%,27
15,1157134863,EYEHATETOM (3/3),0,161.45,P Shane Bieber P Kevin Gausman OF Ronald Acuña Jr. SS Trea Turner 3B Matt Chapman 1B Daniel Murphy OF Kyle Schwarber 2B Jeff McNeil OF Billy McKinney C Omar Narváez,,Trea Turner,SS,15.44%,14
18,1156854180,davidpuffin81 (2/3),0,161.15,P Blake Snell P Kevin Gausman 1B Anthony Rizzo 2B Daniel Murphy OF Kyle Schwarber SS Asdrúbal Cabrera 3B David Bote C Willson Contreras OF Billy McKinney OF Adam Engel,,Blake Snell,P,13.83%,29.1
19,1157104631,Mstutzel,0,160.75,P Kevin Gausman 3B José Ramírez SS Francisco Lindor 1B Anthony Rizzo C Wilson Ramos OF Rhys Hoskins 2B César Hernández OF Jason Heyward OF Billy McKinney P Chris Bassitt,,Michael Kopech,P,13.02%,18.1
20,1157073054,brinumba2 (2/3),0,156.2,P Kevin Gausman P Pablo López SS Francisco Lindor 1B Edwin Encarnacion OF Rhys Hoskins 3B Todd Frazier OF Corey Dickerson OF Daniel Palka C Mitch Garver 2B Jason Kipnis,,Yolmer Sánchez,3B,13.02%,6
21,1157075641,ericmint (1/3),0,156.15,P Blake Snell P Kevin Gausman OF Rhys Hoskins 2B Daniel Murphy 1B Carlos Santana SS Tim Anderson OF Daniel Palka C Willson Contreras OF Avisaíl García 3B Yolmer Sánchez,,Anthony Rendon,3B,12.08%,13
21,1157075665,ericmint (2/3),0,156.15,P Blake Snell P Kevin Gausman OF Rhys Hoskins 2B Daniel Murphy 1B Carlos Santana SS Tim Anderson OF Daniel Palka C Willson Contreras OF Avisaíl García 3B Yolmer Sánchez,,Daniel Palka,OF,11.68%,18
21,1157080042,ericmint (3/3),0,156.15,P Blake Snell P Kevin Gausman OF Rhys Hoskins 2B Daniel Murphy 1B Carlos Santana SS Tim Anderson OF Daniel Palka C Willson Contreras OF Avisaíl García 3B Yolmer Sánchez,,Yadier Molina,C,10.74%,10
24,1157065556,ashton0620 (1/3),0,155,P Michael Kopech P Jefry Rodriguez SS Javier Báez 1B Anthony Rizzo OF Rhys Hoskins C Yadier Molina 2B Daniel Murphy OF Kyle Schwarber OF Billy McKinney 3B Wilmer Difo,,Nathan Eovaldi,P,10.20%,4.2
24,1157065566,ashton0620 (2/3),0,155,P Michael Kopech P Jefry Rodriguez SS Javier Báez 1B Anthony Rizzo OF Rhys Hoskins C Yadier Molina 2B Daniel Murphy OF Kyle Schwarber OF Billy McKinney 3B Wilmer Difo,,Chris Bassitt,P,9.66%,9.7
24,1157071435,ashton0620 (3/3),0,155,P Michael Kopech P Jefry Rodriguez SS Javier Báez 1B Anthony Rizzo OF Rhys Hoskins C Yadier Molina 2B Daniel Murphy OF Kyle Schwarber OF Billy McKinney 3B Wilmer Difo,,Scott Schebler,OF,8.86%,0
27,1157061015,Bulldawg633 (1/3),0,154.55,P Chris Archer P Kyle Hendricks OF Starling Marte OF Gregory Polanco 1B Daniel Murphy OF Adam Frazier C Elias Díaz 3B David Bote 2B Jason Kipnis SS Adeiny Hechavarria,,Steven Matz,P,7.52%,24.15
