Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,1154144467,Luckismymiddle (1/3),0,154.05,P Masahiro Tanaka P Brett Anderson OF David Peralta OF Khris Davis 3B Miguel Andújar SS Amed Rosario 1B Kendrys Morales 2B Jeff McNeil OF Marwin González C Josh Phegley,,Anthony Rizzo,1B,49.54%,19
1,1154144471,Luckismymiddle (2/3),0,154.05,P Masahiro Tanaka P Brett Anderson OF David Peralta OF Khris Davis 3B Miguel Andújar SS Amed Rosario 1B Kendrys Morales 2B Jeff McNeil OF Marwin González C Josh Phegley,,Nolan Arenado,3B,44.78%,9
1,1154144479,Luckismymiddle (3/3),0,154.05,P Masahiro Tanaka P Brett Anderson OF David Peralta OF Khris Davis 3B Miguel Andújar SS Amed Rosario 1B Kendrys Morales 2B Jeff McNeil OF Marwin González C Josh Phegley,,Javier Báez,2B,35.27%,6
4,1154082545,QuackAttack14,0,153.05,P Blake Snell P Brett Anderson 3B Nolan Arenado OF Khris Davis OF Billy Hamilton 2B Asdrúbal Cabrera 1B Kendrys Morales OF Stephen Piscotty SS Marwin González C Michael Pérez,,Pablo López,P,33.18%,14.1
5,1154126728,Kevo031,0,150.8,P Patrick Corbin P Blake Snell OF Kevin Pillar 1B Kendrys Morales OF Billy McKinney OF Marwin González SS Orlando Arcia 3B Logan Forsythe 2B Wilmer Difo C Luke Maile,,Masahiro Tanaka,P,32.25%,16.5
6,1154171671,JayScoop (1/3),0,146.9,P Blake Snell OF Bryce Harper 2B Travis Shaw 1B Anthony Rizzo OF Andrew McCutchen 3B Evan Longoria OF Albert Almora Jr. SS Marwin González C René Rivera P Kevin Gausman,,Blake Snell,P,30.86%,34.5
6,1154171681,JayScoop (2/3),0,146.9,P Blake Snell OF Bryce Harper 2B Travis Shaw 1B Anthony Rizzo OF Andrew McCutchen 3B Evan Longoria OF Albert Almora Jr. SS Marwin González C René Rivera P Kevin Gausman,,Albert Almora Jr.,OF,27.73%,8
6,1154174528,JayScoop (3/3),0,146.9,P Blake Snell OF Bryce Harper 2B Travis Shaw 1B Anthony Rizzo OF Andrew McCutchen 3B Evan Longoria OF Albert Almora Jr. SS Marwin González C René Rivera P Kevin Gausman,,Khris Davis,OF,27.03%,21
9,1153906679,redram38 (1/2),0,146.6,P Blake Snell P Pablo López OF Christian Yelich OF Khris Davis 2B Travis Shaw 3B Matt Chapman 1B Justin Smoak SS Aledmys Díaz OF Ramón Laureano C Erik Kratz,,Marwin González,SS,25.52%,3
9,1153906681,redram38 (2/2),0,146.6,P Blake Snell P Pablo López OF Christian Yelich OF Khris Davis 2B Travis Shaw 3B Matt Chapman 1B Justin Smoak SS Aledmys Díaz OF Ramón Laureano C Erik Kratz,,Christian Yelich,OF,25.52%,7
11,1154112638,rebuild2015,0,143.7,P Kyle Hendricks P Sam Gaviglio OF Bryce Harper OF Mallex Smith OF Juan Soto 2B Javier Báez 3B Anthony Rendon 1B Ryan Zimmerman C Yadier Molina SS José Iglesias,,Junior Guerra,P,24.59%,13.4
12,1154196634,mdegagne19,0,143.05,P Masahiro Tanaka P Sam Gaviglio OF Khris Davis OF Giancarlo Stanton 2B Jed Lowrie SS Marcus Semien 1B Kendrys Morales 3B Evan Longoria OF Stephen Piscotty C Willson Contreras,,Willson Contreras,C,24.13%,0
