Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,1145392692,jpadre69 (2/2),0,170.7,P CC Sabathia P Jameson Taillon 2B Javier Báez OF Shohei Ohtani OF Justin Upton SS Andrelton Simmons 1B Albert Pujols OF Nicholas Castellanos 3B Jeimer Candelario C Francisco Arcia,,Zack Greinke,P,55.45%,17.55
2,1145138115,MattyG530 (1/3),0,163.3,P Zack Greinke P Pablo López 2B Rougned Odor 1B Joey Gallo SS Elvis Andrus OF Shohei Ohtani OF Justin Upton OF Kole Calhoun 3B Adrián Beltré C Michael Pérez,,Charlie Blackmon,OF,47.91%,8
2,1145138122,MattyG530 (2/3),0,163.3,P Zack Greinke P Pablo López 2B Rougned Odor 1B Joey Gallo SS Elvis Andrus OF Shohei Ohtani OF Justin Upton OF Kole Calhoun 3B Adrián Beltré C Michael Pérez,,Jeff McNeil,2B,46.52%,2
2,1145140755,MattyG530 (3/3),0,163.3,P Zack Greinke P Pablo López 2B Rougned Odor 1B Joey Gallo SS Elvis Andrus OF Shohei Ohtani OF Justin Upton OF Kole Calhoun 3B Adrián Beltré C Michael Pérez,,Chase Anderson,P,42.11%,5.1
5,1145494060,fcallahan18 (3/3),0,156.3,P Zack Greinke P Pablo López OF Nelson Cruz SS Manny Machado OF Shohei Ohtani OF Justin Upton 3B Kyle Seager 1B Kendrys Morales 2B Devon Travis C Chris Herrmann,,Kyle Seager,3B,40.14%,14
6,1145262975,KLOL,0,155.1,P CC Sabathia P Reynaldo López OF Mookie Betts OF J.D. Martinez OF Andrew Benintendi 1B Mitch Moreland 3B Miguel Andújar SS Tim Anderson 2B Gleyber Torres C Mike Zunino,,Amed Rosario,SS,39.91%,0
7,1145373559,Primrose_877 (2/3),0,150.7,P Tyler Glasnow P Sal Romano OF Starling Marte OF Gregory Polanco 2B Rougned Odor 1B Joey Gallo OF Shin-soo Choo SS Elvis Andrus C Chris Iannetta 3B Tim Beckham,,Chris Herrmann,C,38.40%,8
8,1145492504,yungkey23 (1/2),0,146.65,P Zack Greinke P Chase Anderson SS Elvis Andrus OF Shohei Ohtani OF Justin Upton OF Kole Calhoun 1B Kendrys Morales 2B Devon Travis 3B Adrián Beltré C Francisco Arcia,,Dee Gordon,OF,30.63%,10
9,1145448527,Benn91 (1/3),0,141.85,P Chase Anderson P Pablo López OF Nelson Cruz 2B Rougned Odor OF Shin-soo Choo OF Giancarlo Stanton C Francisco Cervelli 1B Justin Smoak 3B Kyle Seager SS Amed Rosario,,Andrew Heaney,P,27.15%,11.25
9,1145448582,Benn91 (2/3),0,141.85,P Chase Anderson P Pablo López OF Nelson Cruz 2B Rougned Odor OF Shin-soo Choo OF Giancarlo Stanton C Francisco Cervelli 1B Justin Smoak 3B Kyle Seager SS Amed Rosario,,Nelson Cruz,OF,26.22%,16
9,1145452944,Benn91 (3/3),0,141.85,P Chase Anderson P Pablo López OF Nelson Cruz 2B Rougned Odor OF Shin-soo Choo OF Giancarlo Stanton C Francisco Cervelli 1B Justin Smoak 3B Kyle Seager SS Amed Rosario,,Mitch Haniger,OF,23.67%,2
12,1145369049,Primrose_877 (1/3),0,141.45,P Zack Greinke P Sal Romano OF Starling Marte 2B Rougned Odor 3B Eugenio Suárez OF Phillip Ervin SS José Peraza OF Billy Hamilton C Chris Iannetta 1B Brandon Dixon,,Pablo López,P,22.51%,18.75
13,1145140953,massymino,0,141.2,P Mike Montgomery P Sal Romano OF Christian Yelich SS Javier Báez 2B Whit Merrifield 1B Jesús Aguilar OF Shohei Ohtani 3B Kyle Seager OF Kole Calhoun C Francisco Arcia,,Brandon Dixon,1B,20.53%,3
14,1145123796,bossman807 (1/3),0,140.8,P Carlos Carrasco P Pablo López OF Ryan Braun C Francisco Cervelli OF Jake Bauers OF Justin Upton 1B Mitch Moreland 3B Justin Turner 2B Devon Travis SS Amed Rosario,,Shohei Ohtani,OF,14.97%,30
14,1145131087,bossman807 (2/3),0,140.8,P Carlos Carrasco P Pablo López OF Ryan Braun C Francisco Cervelli OF Jake Bauers OF Justin Upton 1B Mitch Moreland 3B Justin Turner 2B Devon Travis SS Amed Rosario,,Ryon Healy,1B,14.15%,0
14,1145131091,bossman807 (3/3),0,140.8,P Carlos Carrasco P Pablo López OF Ryan Braun C Francisco Cervelli OF Jake Bauers OF Justin Upton 1B Mitch Moreland 3B Justin Turner 2B Devon Travis SS Amed Rosario,,Starling Marte,OF,12.53%,19
17,1145516657,DeeMac74 (2/3),0,139.65,P Chase Anderson P CC Sabathia 3B Matt Carpenter 1B Jesús Aguilar OF Mallex Smith OF Jake Bauers OF Shohei Ohtani SS Andrelton Simmons 2B Jeff McNeil C Francisco Arcia,,Giancarlo Stanton,OF,12.41%,19
18,1145469757,islandersjets88 (3/3),0,136.65,P Nick Pivetta P Marcus Stroman OF Nelson Cruz 2B Rougned Odor OF Joey Gallo C Robinson Chirinos SS Elvis Andrus OF Denard Span 3B Kyle Seager 1B Ryon Healy,,Eugenio Suárez,3B,11.83%,7
19,1145356927,smoothgh,0,136.05,P Miles Mikolas P Mike Montgomery OF Nelson Cruz 3B Eugenio Suárez 1B Jesús Aguilar OF Shohei Ohtani 2B Dee Gordon SS Andrelton Simmons OF Eric Young Jr. C Tyler Flowers,,Shin-soo Choo,OF,11.72%,10
20,1145037365,sportsfanatic89 (1/3),0,135.7,P Marcus Stroman P Jason Vargas OF Starling Marte SS Javier Báez OF Nelson Cruz 3B Nolan Arenado 2B Rougned Odor C Francisco Cervelli OF Shohei Ohtani 1B Albert Pujols,,Justin Upton,OF,11.48%,21
20,1145040688,sportsfanatic89 (2/3),0,135.7,P Marcus Stroman P Jason Vargas OF Starling Marte SS Javier Báez OF Nelson Cruz 3B Nolan Arenado 2B Rougned Odor C Francisco Cervelli OF Shohei Ohtani 1B Albert Pujols,,Francisco Cervelli,C,11.02%,13
20,1145040689,sportsfanatic89 (3/3),0,135.7,P Marcus Stroman P Jason Vargas OF Starling Marte SS Javier Báez OF Nelson Cruz 3B Nolan Arenado 2B Rougned Odor C Francisco Cervelli OF Shohei Ohtani 1B Albert Pujols,,Chris Iannetta,C,10.67%,3
20,1145063046,chrisleo (1/3),0,135.7,P Marcus Stroman P Jason Vargas OF Starling Marte SS Javier Báez OF Nelson Cruz 3B Nolan Arenado 2B Rougned Odor C Francisco Cervelli OF Shohei Ohtani 1B Albert Pujols,,Didi Gregorius,SS,10.44%,6
