Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
25,1141765807,brand1217,0,127.45,P Cole Hamels P Luke Weaver OF Mike Trout SS Manny Machado C Salvador Perez OF Whit Merrifield 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon,,Javier Báez,2B,10.48%,16
29,1141631868,dexter_dexter,0,127.1,P Rich Hill P Luke Weaver 3B Matt Carpenter SS Manny Machado OF Whit Merrifield 1B José Abreu OF Avisaíl García C Yadier Molina OF Alex Gordon 2B Brian Dozier,,Mike Moustakas,3B,10.04%,7
30,1141667179,dublinking,0,126.1,P Rich Hill P Luke Weaver OF Mike Trout OF Whit Merrifield 1B José Abreu 2B Yoán Moncada C Yadier Molina SS Paul DeJong 3B Yolmer Sánchez OF Alex Gordon,,Nolan Arenado,3B,9.61%,14
31,1141690806,brf7844,0,125.95,P Rich Hill P Cole Hamels SS Manny Machado OF Charlie Blackmon OF Daniel Palka 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon C Michael Pérez,,Kevin Kiermaier,OF,9.61%,9
32,1141411016,matt.simon10,0,125.45,P Cole Hamels P Luke Weaver OF Mike Trout 1B Anthony Rizzo SS Manny Machado OF Joc Pederson 2B Yoán Moncada C Yadier Molina 3B Yolmer Sánchez OF Alex Gordon,,Francisco Cervelli,C,9.17%,13
33,1141426414,Mddteam,0,125.3,P Rich Hill P Aníbal Sánchez 2B Javier Báez 3B Nolan Arenado 1B José Abreu OF Kole Calhoun SS Andrelton Simmons OF Kevin Kiermaier OF Alex Gordon C Michael Pérez,,Francisco Arcia,C,9.17%,3
34,1141604447,cordscords,0,125,P Cole Hamels P Jakob Junis OF Mike Trout 3B Nolan Arenado SS Manny Machado 2B Whit Merrifield OF Ian Happ 1B Lucas Duda OF Alex Gordon C Michael Pérez,,David Freese,1B,8.73%,0
35,1141623920,DerrickSlaughter10,0,124.95,P Rich Hill P Cole Hamels SS Javier Báez OF Charlie Blackmon 1B José Abreu OF Brett Phillips 2B Yoán Moncada OF Ryan Braun 3B Yolmer Sánchez C Chris Iannetta,,Lorenzo Cain,OF,8.73%,22
36,1141747543,shipleydms,0,123.35,P Nick Tropeano P Luke Weaver OF Mike Trout SS Manny Machado C Yasmani Grandal OF Charlie Blackmon 2B Yoán Moncada OF Kole Calhoun 1B Jake Bauers 3B Mike Moustakas,,Cody Bellinger,OF,7.42%,9
37,1141677500,Milo_frontel,0,123.1,P Rich Hill P Luke Weaver SS Manny Machado C Yasmani Grandal OF Joc Pederson OF Avisaíl García 2B Yoán Moncada 1B Cody Bellinger 3B Yolmer Sánchez OF Alex Gordon,,Starling Marte,OF,7.42%,8
38,1141566425,Prparent,0,122.2,P Cole Hamels P Nick Tropeano OF Mike Trout SS Manny Machado C Salvador Perez OF Joc Pederson 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon,,Matt Carpenter,1B,6.99%,15
38,1141710560,njchestnut,0,122.2,P Cole Hamels P Nick Tropeano OF Mike Trout SS Manny Machado C Salvador Perez OF Joc Pederson 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon,,Dylan Covey,P,6.55%,-1.05
40,1141749783,Vayp,0,121.1,P Rich Hill P Luke Weaver 1B Anthony Rizzo 3B Matt Carpenter SS Manny Machado OF Daniel Palka 2B Yoán Moncada OF Jake Bauers OF Alex Gordon C Michael Pérez,,Kyle Freeland,P,5.68%,8.8
41,1141384975,davidpuffin81,0,119.85,P Rich Hill P Nick Tropeano OF Ben Zobrist 1B Anthony Rizzo OF Charlie Blackmon 3B David Freese 2B Yoán Moncada SS Yairo Muñoz C Francisco Cervelli OF Alex Gordon,,Marcell Ozuna,OF,5.68%,11
42,1141439239,venarda,0,119.35,P Nick Tropeano P Luke Weaver OF Mike Trout 1B Anthony Rizzo SS Manny Machado C Yasmani Grandal OF Joc Pederson 2B Yoán Moncada 3B Mike Moustakas OF Alex Gordon,,Ryan Braun,OF,5.24%,7
42,1141677529,SUNSET76,0,119.35,P Nick Tropeano P Luke Weaver OF Mike Trout 1B Anthony Rizzo SS Manny Machado C Yasmani Grandal OF Joc Pederson 2B Yoán Moncada 3B Mike Moustakas OF Alex Gordon,,Freddie Freeman,1B,5.24%,0
44,1141692613,j_capps,0,119.1,P Rich Hill P Luke Weaver OF Mike Trout SS Manny Machado OF Lorenzo Cain 1B Lucas Duda 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon C Michael Pérez,,Matt Kemp,OF,5.24%,5
45,1141610012,gangstaiffy,0,118.45,P Cole Hamels P Luke Weaver OF Mike Trout SS Manny Machado OF Joc Pederson OF Lorenzo Cain 1B José Abreu 2B Yoán Moncada C Yadier Molina 3B David Fletcher,,Ben Zobrist,OF,5.24%,17
45,1141754733,dkinder86,0,118.45,P Cole Hamels P Luke Weaver OF Mike Trout SS Manny Machado C Salvador Perez OF Joc Pederson 1B Lucas Duda 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon,,Eric Young Jr.,OF,5.24%,0
47,1141772432,scottie1991,0,118.1,P Rich Hill P Luke Weaver 1B Anthony Rizzo SS Manny Machado OF Ian Happ 2B Yoán Moncada C Yadier Molina OF Kole Calhoun OF Jake Bauers 3B Yolmer Sánchez,,Christian Yelich,OF,4.37%,0
48,1141415324,brich1,0,117.9,P Cole Hamels P Nick Kingham OF Mike Trout SS Javier Báez OF Charlie Blackmon 2B Yoán Moncada OF Kole Calhoun 1B Jake Bauers C Francisco Arcia 3B David Fletcher,,Carlos González,OF,4.37%,3
49,1141676695,bsmall92,0,117.6,P Cole Hamels 3B Nolan Arenado SS Manny Machado OF Joc Pederson OF Daniel Palka 1B José Abreu C Yadier Molina OF Nicky Delmonico P Tyler Glasnow 2B Brian Dozier,,Gregory Polanco,OF,4.37%,0
50,1141767886,rs430414,0,117.1,P Rich Hill P Luke Weaver SS Manny Machado 1B José Abreu OF Avisaíl García 2B Yoán Moncada C Yadier Molina OF Kole Calhoun OF Jake Bauers 3B Mike Moustakas,,Ronald Acuña Jr.,OF,4.37%,0
51,1141693745,Krystalizer,0,114.1,P Rich Hill P Luke Weaver 3B Matt Carpenter OF Daniel Palka 1B José Abreu OF Avisaíl García 2B Yoán Moncada C Yadier Molina SS Yairo Muñoz OF Kole Calhoun,,Tyler Flowers,C,4.37%,0
52,1141691531,Skeeterleg,0,113.85,P Rich Hill P Nick Tropeano 3B Nolan Arenado OF Ronald Acuña Jr. 1B Lucas Duda 2B Yoán Moncada OF Marcell Ozuna SS Paul DeJong OF Kole Calhoun C Francisco Cervelli,,Yairo Muñoz,SS,3.93%,7
53,1141666522,packerbravefan,0,113.45,P Cole Hamels P Luke Weaver OF Mike Trout SS Manny Machado C Salvador Perez 1B José Abreu 2B Yoán Moncada OF Ryan Braun OF Kole Calhoun 3B Yolmer Sánchez,,Jakob Junis,P,3.93%,13.35
53,1141718069,ImnotNavT,0,113.45,P Cole Hamels P Luke Weaver OF Mike Trout SS Manny Machado C Salvador Perez 1B Lucas Duda 2B Yoán Moncada OF Ryan Braun OF Jake Bauers 3B Yolmer Sánchez,,Sean Rodríguez,2B,3.93%,0
55,1141565779,nickace777,0,113.3,P Chase Anderson P Luke Weaver OF Mike Trout 3B Nolan Arenado OF Gregory Polanco C Willson Contreras 2B Whit Merrifield OF Lorenzo Cain 1B Justin Bour SS Tim Anderson,,Trevor Story,SS,3.49%,7
56,1141783668,Coachd917,0,113.1,P Rich Hill P Luke Weaver SS Manny Machado OF Joc Pederson OF Daniel Palka 1B José Abreu 2B Yoán Moncada C Yadier Molina 3B Yolmer Sánchez OF Alex Gordon,,Ozzie Albies,2B,3.49%,0
57,1141680908,poisonicons1,0,111.1,P Rich Hill P Kyle Freeland OF Mike Trout 1B Ryan O'Hearn SS Andrelton Simmons OF Kevin Kiermaier OF Jake Bauers 3B Mike Moustakas C Francisco Arcia 2B Brian Dozier,,Chase Anderson,P,3.49%,18.5
58,1141640968,KingRoto7,0,110.35,P Nick Tropeano P Luke Weaver OF Mike Trout 1B Anthony Rizzo 3B Nolan Arenado 2B Yoán Moncada C Yadier Molina OF Marcell Ozuna SS Paul DeJong OF Kole Calhoun,,Ian Happ,OF,3.49%,8
59,1141775920,brandonburd,0,109.5,P Aníbal Sánchez P Chase Anderson 3B Nolan Arenado OF Christian Yelich OF Charlie Blackmon 1B Ian Desmond OF Lorenzo Cain SS Trevor Story C Francisco Cervelli 2B Brian Dozier,,Nick Kingham,P,3.49%,-2.75
60,1141413945,BretMaverick,0,109.45,P Cole Hamels P Luke Weaver OF Mike Trout 2B Javier Báez C Salvador Perez 3B David Freese OF Marcell Ozuna 1B Ryan O'Hearn OF Kole Calhoun SS Andrelton Simmons,,Justin Upton,OF,3.49%,5
61,1141610572,redram38,0,109.35,P Kyle Freeland P Nick Tropeano OF Mike Trout SS Javier Báez 1B José Abreu 2B Yoán Moncada OF Kole Calhoun OF Jordan Luplow 3B Yolmer Sánchez C Francisco Cervelli,,Kyle Schwarber,OF,3.06%,10
62,1141363234,GWillikerz,0,109.1,P Rich Hill P Luke Weaver SS Manny Machado C Salvador Perez OF Joc Pederson OF Whit Merrifield 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon,,Jordan Luplow,OF,3.06%,2
62,1141367665,dannyoms,0,109.1,P Rich Hill P Luke Weaver SS Manny Machado C Salvador Perez OF Joc Pederson OF Whit Merrifield 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon,,Andrelton Simmons,SS,3.06%,10
62,1141446061,rbmyers629,0,109.1,P Rich Hill P Luke Weaver OF Ronald Acuña Jr. SS Manny Machado OF Joc Pederson 1B José Abreu 2B Yoán Moncada C Yadier Molina 3B Yolmer Sánchez OF Alex Gordon,,Joey Wendle,OF,3.06%,9
62,1141565708,ericmint,0,109.1,P Rich Hill P Luke Weaver SS Manny Machado C Salvador Perez OF Joc Pederson OF Whit Merrifield 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon,,Johan Camargo,SS,2.62%,0
62,1141612730,boomercollins,0,109.1,P Rich Hill P Luke Weaver SS Manny Machado OF Charlie Blackmon OF Ian Happ 1B José Abreu 2B Yoán Moncada C Yadier Molina OF Jake Bauers 3B Yolmer Sánchez,,Rosell Herrera,OF,2.62%,11
62,1141690300,thisisray,0,109.1,P Rich Hill P Luke Weaver SS Manny Machado C Salvador Perez OF Joc Pederson OF Whit Merrifield 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon,,Chris Iannetta,C,2.62%,2
62,1141724095,iantl1983,0,109.1,P Rich Hill P Luke Weaver OF Mike Trout SS Manny Machado OF Whit Merrifield 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon C Michael Pérez,,Gerardo Parra,OF,2.18%,7
69,1141364050,medicine,0,107.45,P Cole Hamels P Luke Weaver OF Christian Yelich SS Manny Machado C Yasmani Grandal OF Joc Pederson OF Lorenzo Cain 1B Ryan Braun 3B Mike Moustakas 2B Jonathan Schoop,,Albert Pujols,1B,2.18%,3
70,1141386722,RedBaron80,0,107.15,P Cole Hamels P Chase Anderson OF Ronald Acuña Jr. OF Kyle Schwarber 1B Albert Pujols 2B Whit Merrifield OF Lorenzo Cain SS Trevor Story 3B Mike Moustakas C Tyler Flowers,,Jason Heyward,OF,2.18%,17
71,1141376407,yougotcropdusted,0,107.1,P Rich Hill P Luke Weaver OF Mike Trout 1B Anthony Rizzo SS Manny Machado 2B Yoán Moncada OF Kole Calhoun 3B David Fletcher OF Alex Gordon C Michael Pérez,,Willson Contreras,C,1.75%,30
71,1141707364,TwineTickler,0,107.1,P Rich Hill P Luke Weaver SS Manny Machado C Salvador Perez OF Joc Pederson OF Whit Merrifield 1B Lucas Duda 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon,,Tim Anderson,SS,1.75%,8
71,1141736048,Firedog50,0,107.1,P Rich Hill P Luke Weaver SS Manny Machado C Yasmani Grandal OF Joc Pederson 1B José Abreu 2B Yoán Moncada OF Cody Bellinger OF Jordan Luplow 3B Yolmer Sánchez,,Nick Markakis,OF,1.75%,0
74,1141613201,alldamoneys,0,106.45,P Cole Hamels P Luke Weaver 3B Nolan Arenado SS Manny Machado C Salvador Perez OF Joc Pederson 1B Lucas Duda OF Matt Kemp OF Cody Bellinger 2B Brian Dozier,,Matt Duffy,3B,1.75%,10
75,1141448769,Chunkyblue,0,106.1,P Rich Hill P Luke Weaver SS Manny Machado C Salvador Perez OF Whit Merrifield 1B José Abreu 2B Yoán Moncada OF Kevin Kiermaier OF Jake Bauers 3B Yolmer Sánchez,,Willy Adames,2B,1.31%,21
75,1141713808,scarbotron,0,106.1,P Rich Hill P Luke Weaver OF Mike Trout OF Daniel Palka 1B Lucas Duda SS Paul DeJong OF Jake Bauers 3B Yolmer Sánchez C Francisco Cervelli 2B Brian Dozier,,Ryan O'Hearn,1B,1.31%,7
75,1141716401,dlprince,0,106.1,P Rich Hill P Luke Weaver SS Manny Machado C Salvador Perez OF Whit Merrifield 1B José Abreu 2B Yoán Moncada OF Kevin Kiermaier OF Jake Bauers 3B Yolmer Sánchez,,Adalberto Mondesi,SS,1.31%,7
75,1141777743,Howie_Pheltersnatch,0,106.1,P Rich Hill P Luke Weaver SS Manny Machado C Salvador Perez OF Whit Merrifield 1B José Abreu 2B Yoán Moncada OF Kevin Kiermaier OF Jake Bauers 3B Yolmer Sánchez,,Nicky Delmonico,OF,1.31%,0
79,1141449952,cwilliams13,0,105.45,P Cole Hamels P Luke Weaver SS Javier Báez 1B Anthony Rizzo OF Christian Yelich 3B David Freese C Yadier Molina OF Albert Almora Jr. OF Joey Wendle 2B Brian Dozier,,Kevan Smith,C,1.31%,5
80,1141425935,wvgolf22,0,105.1,P Rich Hill P Luke Weaver C Salvador Perez OF Daniel Palka 3B David Freese 1B Lucas Duda 2B Yoán Moncada SS Paul DeJong OF Kole Calhoun OF Jake Bauers,,Chris Taylor,SS,1.31%,4
80,1141541336,rothcloth,0,105.1,P Rich Hill P Luke Weaver 3B Matt Carpenter C Salvador Perez 2B Whit Merrifield 1B José Abreu OF Avisaíl García SS Paul DeJong OF Kevin Kiermaier OF Alex Gordon,,Jonathan Schoop,2B,0.87%,0
82,1141753693,dragonite44,0,104.95,P Rich Hill P Cole Hamels SS Manny Machado OF Joc Pederson 1B José Abreu OF Avisaíl García 2B Yoán Moncada OF Marcell Ozuna 3B Mike Moustakas C Michael Pérez,,Ian Desmond,1B,0.87%,7
83,1141492396,xomar80x,0,104.35,P Nick Tropeano P Luke Weaver OF Mike Trout 3B Matt Carpenter SS Manny Machado C Yasmani Grandal OF Daniel Palka 1B José Abreu 2B Yoán Moncada OF Eric Young Jr.,,Mallex Smith,OF,0.87%,29
84,1141713645,gregoryoz,0,104.25,P Rich Hill P Dylan Covey OF Mike Trout 1B Anthony Rizzo SS Manny Machado C Yasmani Grandal OF Kole Calhoun 3B David Fletcher OF Sean Rodríguez 2B Brian Dozier,,Max Muncy,3B,0.87%,0
85,1141362618,Bulldawg633,0,104.2,P Cole Hamels P Nick Tropeano 1B Anthony Rizzo SS Manny Machado C Yasmani Grandal OF Charlie Blackmon 2B Whit Merrifield OF Avisaíl García OF Cody Bellinger 3B Yolmer Sánchez,,Jordy Mercer,SS,0.87%,2
85,1141539782,bird233,0,104.2,P Cole Hamels P Nick Tropeano 1B Anthony Rizzo SS Manny Machado C Yasmani Grandal OF Charlie Blackmon 2B Whit Merrifield OF Avisaíl García OF Cody Bellinger 3B Yolmer Sánchez,,Tommy Pham,OF,0.87%,6
87,1141496766,Nklivin24,0,104.1,P Rich Hill P Luke Weaver SS Manny Machado C Salvador Perez OF Whit Merrifield 1B José Abreu 2B Yoán Moncada OF Kole Calhoun OF Kevin Kiermaier 3B Yolmer Sánchez,,José Martínez,1B,0.87%,3
88,1141764754,ClutchCityFinest,0,103.65,P Cole Hamels P Pablo López OF Mike Trout 3B Nolan Arenado OF Charlie Blackmon OF Justin Upton 1B José Abreu SS Trevor Story 2B Yoán Moncada C Francisco Arcia,,Derek Dietrich,OF,0.87%,0
89,1141372062,stingrizay,0,103.1,P Rich Hill P Luke Weaver SS Manny Machado C Salvador Perez OF Joc Pederson OF Daniel Palka 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon,,Justin Bour,1B,0.87%,0
89,1141434184,bigcsmiley,0,103.1,P Rich Hill P Luke Weaver SS Manny Machado C Salvador Perez OF Joc Pederson OF Daniel Palka 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon,,Addison Russell,SS,0.87%,5
89,1141443001,ricosauve3,0,103.1,P Rich Hill P Luke Weaver SS Manny Machado C Salvador Perez OF Joc Pederson OF Daniel Palka 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon,,Manny Piña,C,0.87%,11
89,1141463579,HoustonFan2013,0,103.1,P Rich Hill P Luke Weaver SS Manny Machado C Salvador Perez OF Joc Pederson OF Daniel Palka 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon,,Dansby Swanson,SS,0.87%,0
89,1141471610,loroccos,0,103.1,P Rich Hill P Luke Weaver SS Manny Machado C Salvador Perez OF Joc Pederson OF Daniel Palka 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon,,Jedd Gyorko,3B,0.44%,0
89,1141472181,Ace101pr,0,103.1,P Rich Hill P Luke Weaver SS Manny Machado C Salvador Perez OF Joc Pederson OF Daniel Palka 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon,,Hernán Pérez,OF,0.44%,5
89,1141480268,eteeone,0,103.1,P Rich Hill P Luke Weaver SS Manny Machado C Salvador Perez OF Joc Pederson OF Daniel Palka 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon,,Alcides Escobar,SS,0.44%,4
89,1141491909,ncjonyoung,0,103.1,P Rich Hill P Luke Weaver SS Manny Machado C Salvador Perez OF Joc Pederson OF Daniel Palka 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon,,Albert Almora Jr.,OF,0.44%,0
89,1141507464,aj16ross,0,103.1,P Rich Hill P Luke Weaver SS Manny Machado C Salvador Perez OF Joc Pederson OF Daniel Palka 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon,,Travis Shaw,2B,0.44%,0
89,1141536157,Landfill77,0,103.1,P Rich Hill P Luke Weaver SS Manny Machado C Salvador Perez OF Joc Pederson OF Daniel Palka 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon,,Martín Prado,3B,0.44%,0
89,1141564317,KING--13,0,103.1,P Rich Hill P Luke Weaver SS Manny Machado C Salvador Perez OF Joc Pederson OF Daniel Palka 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon,,Ji-Man Choi,1B,0.44%,2
89,1141634069,macjohnny83,0,103.1,P Rich Hill P Luke Weaver OF Mike Trout SS Manny Machado 1B José Abreu 2B Yoán Moncada OF Kole Calhoun OF Jake Bauers 3B David Fletcher C Michael Pérez,,Brett Phillips,OF,0.44%,12
89,1141643516,TheKurgan100,0,103.1,P Rich Hill P Luke Weaver SS Javier Báez 1B Anthony Rizzo OF Whit Merrifield 2B Yoán Moncada OF Kevin Kiermaier OF Jordan Luplow 3B Yolmer Sánchez C Francisco Cervelli,,Yasiel Puig,OF,0.44%,10
89,1141643765,madchuck,0,103.1,P Rich Hill P Luke Weaver SS Manny Machado C Salvador Perez OF Joc Pederson OF Daniel Palka 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon,,José Osuna,1B,0.44%,2
89,1141661189,Jcraig24,0,103.1,P Rich Hill P Luke Weaver OF Mike Trout SS Manny Machado OF Daniel Palka 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon C Michael Pérez,,Tyler Glasnow,P,0.44%,12.95
89,1141668942,chopkins07,0,103.1,P Rich Hill P Luke Weaver SS Manny Machado C Salvador Perez OF Joc Pederson OF Daniel Palka 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon,,Jesús Aguilar,1B,0.44%,11
89,1141673666,efortee,0,103.1,P Rich Hill P Luke Weaver SS Manny Machado C Salvador Perez OF Joc Pederson OF Daniel Palka 1B José Abreu 2B Yoán Moncada 3B Yolmer Sánchez OF Alex Gordon,,Luis Valbuena,3B,0.44%,0
