Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,1143848736,PutItHere,0,186.3,P Walker Buehler P Trevor Cahill OF Nelson Cruz OF Khris Davis SS Manny Machado 3B Evan Longoria 2B Brian Dozier 1B Matt Olson OF Ramón Laureano C Max Stassi,,Trevor Cahill,P,56.18%,35.1
2,1144187923,maygi557 (9/16),0,179.3,P Walker Buehler P Trevor Cahill 1B Paul Goldschmidt OF Nelson Cruz OF Andrew McCutchen SS Aledmys Díaz OF Steven Souza Jr. 3B Kyle Seager 2B Devon Travis C Luke Maile,,Robbie Ray,P,49.90%,17.4
3,1144186720,bjblues,0,170.3,P Walker Buehler P Trevor Cahill OF Nelson Cruz SS Manny Machado OF Andrew McCutchen 3B Matt Chapman OF Steven Souza Jr. 2B Yangervis Solarte 1B Matt Olson C Luke Maile,,Khris Davis,OF,42.95%,14
4,1144189789,TheMattyLite (1/2),0,170.15,P Gerrit Cole P Trevor Cahill OF Nelson Cruz OF Khris Davis OF Steven Souza Jr. 3B Kyle Seager 1B Matt Olson SS Marwin González C Luke Maile 2B Andrew Romine,,Paul Goldschmidt,1B,41.87%,11
5,1144186686,DefendFreedom (4/20),0,169.5,P Robbie Ray P Trevor Cahill 1B Paul Goldschmidt OF Nelson Cruz SS Manny Machado C Yasmani Grandal OF Steven Souza Jr. 2B Brian Dozier 3B Kyle Seager OF Cody Bellinger,,Gerrit Cole,P,34.06%,17.05
5,1144199396,rxendaddy (2/20),0,169.5,P Robbie Ray P Trevor Cahill 1B Paul Goldschmidt OF Nelson Cruz SS Manny Machado C Yasmani Grandal OF Steven Souza Jr. 2B Brian Dozier 3B Kyle Seager OF Cody Bellinger,,Matt Chapman,3B,33.85%,18
5,1144205574,Moose5454 (2/2),0,169.5,P Robbie Ray P Trevor Cahill 1B Paul Goldschmidt OF Nelson Cruz SS Manny Machado C Yasmani Grandal OF Steven Souza Jr. 2B Brian Dozier 3B Kyle Seager OF Cody Bellinger,,Nelson Cruz,OF,30.89%,23
8,1143793274,wes917web,0,169.1,P Trevor Cahill P Derek Holland 1B Paul Goldschmidt OF Nelson Cruz OF Khris Davis SS Aledmys Díaz 3B Matt Chapman OF Steven Souza Jr. 2B Brian Dozier C Jonathan Lucroy,,Jed Lowrie,2B,29.59%,0
9,1144095886,JonRod2424,0,167.1,P Trevor Cahill P Derek Holland OF Nelson Cruz OF Khris Davis SS Jean Segura OF George Springer 2B Alen Hanson 3B Kyle Seager 1B Matt Olson C Mike Zunino,,Marwin González,SS,24.95%,5
10,1143973552,taz5954 (3/3),0,166.5,P Robbie Ray P Trevor Cahill 1B Paul Goldschmidt OF Nelson Cruz OF Khris Davis SS Aledmys Díaz 2B Ketel Marte 3B Kyle Seager C Nick Hundley OF Chris Taylor,,Ketel Marte,2B,24.71%,5
