"Niko Goodrum",3800,DET,2B/OF,MIN,,0.741,7.66
"Victor Martinez",2900,DET,1B,MIN,,0.999,6.81
"Joe Mauer",3600,MIN,1B,DET,,0.714,7.23
"Jeimer Candelario",4000,DET,3B,MIN,,0.628,7.82
"Nomar Mazara",3800,TEX,OF,LAA,,0,7.26
"Robinson Chirinos",4100,TEX,C,LAA,,0.745,6.99
"Delino DeShields",3900,TEX,OF,LAA,,0.999,6.19
"David Fletcher",3400,LAA,2B/3B,TEX,,0.999,6.41
"Eddie Rosario",4500,MIN,OF,DET,,0.999,6.63
"Jim Adduci",3400,DET,1B,MIN,,0.999,6.37
"Logan Forsythe",3500,MIN,2B/3B,DET,,0.739,7.96
"Miguel Sano",4500,MIN,1B/3B,DET,,0.999,8.52
"Tyler Austin",3800,MIN,1B,DET,,0.999,7.74
"James McCann",2700,DET,C,MIN,,0.999,5.17
"Nick Castellanos",4200,DET,OF,MIN,,0.733,7.54
"Michael Gerber",3800,DET,OF,MIN,,0.999,5.86
"Victor Reyes",3200,DET,OF,MIN,,0.999,5.03
"Jose Iglesias",3300,DET,SS,MIN,,0.999,6.78
"Elvis Andrus",4400,TEX,SS,LAA,,0.727,7.55
"Andrelton Simmons",4200,LAA,SS,TEX,,0.999,7.02
"Shin-Soo Choo",5100,TEX,OF,LAA,,0.766,9.45
"Rougned Odor",4900,TEX,2B,LAA,,0.76,8.92
"Jurickson Profar",4800,TEX,3B/SS,LAA,,0.731,8.44
"Kole Calhoun",4400,LAA,OF,TEX,,0.771,9.28
"Ronald Acuna",5700,ATL,OF,COL,,0.999,6.71
"Chris Iannetta",3300,COL,C,ATL,,0.999,5.72
"Kurt Suzuki",3500,ATL,C,COL,,0.999,5.15
"Dansby Swanson",3300,ATL,SS,COL,,0.999,4.59
"Joey Gallo",4900,TEX,1B/OF,LAA,,0.769,8.73
"Ronald Guzman",4400,TEX,1B,LAA,,0.999,6.82
"Willie Calhoun",4100,TEX,OF,LAA,,0.999,6.18
"Justin Upton",5500,LAA,OF,TEX,,0.766,9.19
"Albert Pujols",4000,LAA,1B,TEX,,0.734,8.05
"Eric Young",3300,LAA,OF,TEX,,0.999,6.57
"Francisco Arcia",3600,LAA,C,TEX,,0.999,6.64
"Shohei Ohtani",5200,LAA,OF,TEX,,0.79,10.09
"Kaleb Cowart",3600,LAA,3B,TEX,,0.999,6.22
"Jorge Polanco",4100,MIN,SS,DET,,0.999,7.26
"Mitch Garver",3500,MIN,C,DET,,0.999,6.6
"Alex Avila",3600,ARI,C,SDP,,0.999,5.73
"Travis Jankowski",4600,SDP,OF,ARI,,0.999,7.75
"Eric Hosmer",3900,SDP,1B,ARI,,0.738,6.93
"Ketel Marte",4000,ARI,2B/SS,SDP,,0.999,6.33
"Eduardo Escobar",4700,ARI,3B/SS,SDP,,0.757,7.74
"Jorge Bonifacio",3400,KCR,OF,TOR,,0,5.44
"Hunter Dozier",3000,KCR,1B/3B,TOR,,0,4.9
"David Peralta",5300,ARI,OF,SDP,,0.748,8.31
"Freddy Galvis",3500,SDP,SS,ARI,,0.999,5.89
"Cory Spangenberg",3700,SDP,2B/3B,ARI,,0.999,4.61
"Hunter Renfroe",3800,SDP,OF,ARI,,0.746,7.28
"Austin Hedges",3700,SDP,C,ARI,,0.74,6.84
"Franmil Reyes",3100,SDP,OF,ARI,,0.999,6.28
"Wil Myers",3900,SDP,OF,ARI,,0.703,8.12
"Nick Ahmed",3900,ARI,SS,SDP,,0.999,5.88
"Paul Goldschmidt",5200,ARI,1B,SDP,,0.691,9.49
"A.J. Pollock",4600,ARI,OF,SDP,,0.708,8.82
"Steven Souza",4200,ARI,OF,SDP,,0.999,6.52
"Richard Urena",3300,TOR,3B/SS,KCR,,0.715,6.26
"Danny Jansen",3600,TOR,C,KCR,,0.999,2.72
"Alex Gordon",3200,KCR,OF,TOR,,0.999,7.24
"Lucas Duda",3900,KCR,1B,TOR,,0.755,8.31
"Rosell Herrera",2900,KCR,OF,TOR,,0.794,7.02
"Kendrys Morales",3500,TOR,1B,KCR,,0.777,6.93
"Justin Smoak",4300,TOR,1B,KCR,,0.758,8.38
"Johnny Field",3200,MIN,OF,DET,,0.999,6.35
"Ehire Adrianza",3100,MIN,SS,DET,,0.999,5.53
"Curtis Granderson",4000,TOR,OF,KCR,,0.78,8.96
"Ryan O'Hearn",3600,KCR,1B,TOR,,0.999,6.68
"Adalberto Mondesi",4300,KCR,2B/SS,TOR,,0.999,6.13
"Aledmys Diaz",4200,TOR,SS,KCR,,0.999,6.35
"Whit Merrifield",4000,KCR,2B/OF,TOR,,0.752,8.22
"Salvador Perez",3600,KCR,C,TOR,,0.687,8.63
"Kevin Pillar",4100,TOR,OF,KCR,,0.999,5.88
"Russell Martin",3800,TOR,C,KCR,,0.735,7.38
"Devon Travis",3800,TOR,2B,KCR,,0.999,7.92
"Randal Grichuk",4200,TOR,OF,KCR,,0.776,8.69
"Ian Desmond",3800,COL,1B,ATL,,0.999,5.65
"Trevor Story",4900,COL,SS,ATL,,0.999,6.49
"Michael Conforto",4400,NYM,OF,PHI,,0.749,7.28
"Brandon Nimmo",5100,NYM,OF,PHI,,0.781,7.47
"Cesar Hernandez",4600,PHI,2B,NYM,,0.646,8.01
"Maikel Franco",3900,PHI,3B,NYM,,0.999,7.08
"Rhys Hoskins",5200,PHI,OF,NYM,,0.786,9.68
"Todd Frazier",3700,NYM,3B,PHI,,0.999,8.62
"Austin Jackson",3300,NYM,OF,PHI,,0.999,5.92
"Kevin Plawecki",3000,NYM,C,PHI,,0.999,5.45
"Nick Williams",4500,PHI,OF,NYM,,0.748,7.25
"Asdrubal Cabrera",4700,PHI,2B/SS,NYM,,0.756,7.35
"Willson Contreras",3900,CHC,C,PIT,,0.999,5.41
"Addison Russell",3400,CHC,SS,PIT,,0.999,4.63
"Starling Marte",4500,PIT,OF,CHC,,0.666,9.35
"Javier Baez",5000,CHC,2B/SS,PIT,,0.77,8.46
"Jorge Alfaro",2900,PHI,C,NYM,,0.753,6.81
"Justin Bour",4300,PHI,1B,NYM,,0.999,7.62
"Odubel Herrera",4300,PHI,OF,NYM,,0.999,7.48
"Jose Reyes",3300,NYM,3B/SS,PHI,,0.773,6.02
"Wilmer Flores",3400,NYM,1B,PHI,,0.999,7.95
"Amed Rosario",3200,NYM,SS,PHI,,0.732,8.34
"Michael Perez",3000,TBR,C,NYY,,0.999,5.01
"Brandon Lowe",2900,TBR,2B/OF,NYY,,0.999,5.39
"Giancarlo Stanton",5300,NYY,OF,TBR,,0.785,10.43
"Ji-Man Choi",3600,TBR,1B,NYY,,0.999,7.25
"Jakob Bauers",4200,TBR,1B/OF,NYY,,0.754,7.32
"Joey Wendle",4200,TBR,2B/OF,NYY,,0.999,6.54
"Kevin Kiermaier",3500,TBR,OF,NYY,,0.999,6.98
"Didi Gregorius",4500,NYY,SS,TBR,,0.999,5.96
"Willy Adames",4100,TBR,2B/SS,NYY,,0.999,6.03
"Aaron Hicks",4600,NYY,OF,TBR,,0.768,8.69
"Tommy Pham",3700,TBR,OF,NYY,,0,6.32
"Gregory Bird",3500,NYY,1B,TBR,,0.999,6.29
"Kyle Higashioka",3400,NYY,C,TBR,,0.751,6.39
"Shane Robinson",2700,NYY,OF,TBR,,0.999,4.39
"Neil Walker",3300,NYY,1B/2B,TBR,,0.999,6.61
"Miguel Andujar",4600,NYY,3B,TBR,,0.736,7.54
"Gleyber Torres",4000,NYY,2B,TBR,,0.999,7.04
"David Freese",4200,PIT,1B/3B,CHC,,0.712,6.48
"Josh Harrison",3800,PIT,2B,CHC,,0.999,6.8
"Greg Garcia",2800,STL,2B/SS,WAS,,0,6.8
"Tyler O'Neill",4300,STL,OF,WAS,,0.74,6.67
"Charlie Blackmon",4700,COL,OF,ATL,,0.776,9.12
"Harrison Bader",3800,STL,OF,WAS,,0.999,5.66
"Paul DeJong",4500,STL,SS,WAS,,0.764,7.88
"Ryan Zimmerman",4100,WAS,1B,STL,,0.999,6.49
"Yadier Molina",4300,STL,C,WAS,,0.759,7.75
"Marcell Ozuna",3700,STL,OF,WAS,,0.999,6.55
"Carlos Gonzalez",4900,COL,OF,ATL,,0.778,8.8
"Ozzie Albies",4800,ATL,2B,COL,,0.75,8
"David Dahl",4900,COL,OF,ATL,,0.999,7.4
"DJ LeMahieu",4100,COL,2B,ATL,,0.701,6.6
"Nolan Arenado",4900,COL,3B,ATL,,0.999,7.15
"Ender Inciarte",4100,ATL,OF,COL,,0.999,5.84
"Johan Camargo",4200,ATL,3B/SS,COL,,0.999,5.57
"Freddie Freeman",5100,ATL,1B,COL,,0.999,7.85
"Nick Markakis",4800,ATL,OF,COL,,0.698,6.56
"Anthony Rendon",4100,WAS,3B,STL,,0.775,8.66
"Trea Turner",4600,WAS,SS,STL,,0.78,8.24
"Corey Dickerson",3900,PIT,OF,CHC,,0.726,7.45
"Gregory Polanco",4100,PIT,OF,CHC,,0.726,6.89
"Albert Almora",3500,CHC,OF,PIT,,0.755,6.31
"Anthony Rizzo",4600,CHC,1B,PIT,,0.771,8.79
"Jason Heyward",3900,CHC,OF,PIT,,0.77,8.27
"David Bote",3700,CHC,2B/3B,PIT,,0.724,6.26
"Josh Bell",4200,PIT,1B,CHC,,0.999,7.37
"Adeiny Hechavarria",3800,PIT,SS,CHC,,0.999,5.72
"Ian Happ",3700,CHC,OF,PIT,,0,6.8
"Elias Diaz",4000,PIT,C,CHC,,0.807,6.4
"Matt Wieters",2900,WAS,C,STL,,0.999,5.86
"Matt Carpenter",5400,STL,1B/3B,WAS,,0.76,9.72
"Kolten Wong",3700,STL,2B,WAS,,0.999,5.79
"Daniel Murphy",3800,WAS,1B/2B,STL,,0.999,7
"Juan Soto",4700,WAS,OF,STL,,0.741,7.49
"Adam Eaton",3800,WAS,OF,STL,,0.748,7.63
"Bryce Harper",5000,WAS,OF,STL,,0.762,9.41
"Mallex Smith",4800,TBR,OF,NYY,,0.752,7.19
