"Jeremy Hellickson",6100,WAS,SP,MIL,,0.498,12.7
"Junior Guerra",7600,MIL,SP,WAS,,0.927,12.02
"Clay Buchholz",6700,ARI,SP,CHC,,0.751,9.81
"Kyle Hendricks",7200,CHC,SP,ARI,,0.76,15.13
"Mike Minor",5000,TEX,SP,OAK,,0.457,13.14
"Frankie Montas",7000,OAK,SP,TEX,,0.576,11.87
"Burch Smith",4000,KCR,SP,DET,,0.775,10.28
"Jordan Zimmermann",8800,DET,SP,KCR,,0.303,12.9
"Andrew Suarez",7500,SFG,SP,SEA,,0.53,14.1
"James Paxton",10200,SEA,SP,SFG,,0.557,23.62
"Carlos Rodon",7300,CHW,SP,LAA,,0.687,12.97
"Felix Pena",5500,LAA,SP,CHW,,0.522,16.29
"Gerrit Cole",10900,HOU,SP,COL,,0.493,17.31
"Tyler Anderson",7100,COL,SP,HOU,,0.539,9.52
"Shane Bieber",8100,CLE,SP,PIT,,0.65,14.57
"Joe Musgrove",6300,PIT,SP,CLE,,0.812,12.89
"Yefry Ramirez",5200,BAL,SP,BOS,,0.7,10.61
"Ryan Borucki",7400,TOR,SP,MIN,,0.569,13.36
"Drew Pomeranz",6800,BOS,SP,BAL,,0.329,15.66
"Kenta Maeda",11300,LAD,SP,PHI,,0.562,19.88
"Julio Teheran",7400,ATL,SP,MIA,,0.516,17.46
"Aaron Nola",12000,PHI,SP,LAD,,0.431,22.16
"Jose Berrios",10000,MIN,SP,TOR,,0.802,17.11
"Eric Lauer",4000,SDP,SP,NYM,,0.999,9.53
"Masahiro Tanaka",8600,NYY,SP,TBR,,0.517,18.25
"Yonny Chirinos",4700,TBR,SP,NYY,,0.761,9.24
"Homer Bailey",4100,CIN,SP,STL,,0.511,11.41
"Austin Gomber",4200,STL,SP,CIN,,0.931,9.66
"Zack Wheeler",7700,NYM,SP,SDP,,0.703,18.59
"Wei-Yin Chen",5000,MIA,SP,ATL,,0.502,13.14
