,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,66.2,- - -,301.0,60.0,11.0,2.0,41.0,41.0,6.0,47.0,4.0,1.0,57.0,0.237,0.36,0.371,0.327,7.7,6.35,1.21,0.81,18.9,15.6,3.3,- - -,1.61,0.284,67.3,4.64,4.22
1,Total,vs R,96.0,- - -,394.0,79.0,18.0,5.0,40.0,35.0,6.0,38.0,1.0,4.0,88.0,0.224,0.309,0.359,0.298,8.25,3.56,2.32,0.56,22.3,9.6,12.7,- - -,1.22,0.283,71.9,3.34,3.54
