,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,100.0,- - -,446.0,104.0,23.0,5.0,62.0,56.0,12.0,41.0,4.0,4.0,88.0,0.259,0.338,0.441,0.338,7.92,3.69,2.15,1.08,19.7,9.2,10.5,- - -,1.45,0.306,65.8,4.22,4.08
1,Total,vs R,122.1,- - -,528.0,129.0,30.0,2.0,64.0,61.0,20.0,36.0,2.0,8.0,81.0,0.267,0.332,0.47,0.348,5.96,2.65,2.25,1.47,15.3,6.8,8.5,- - -,1.35,0.285,75.2,4.95,4.61
