,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,3.2,- - -,15.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,0.143,0.2,0.143,0.163,7.36,2.45,3.0,0.0,20.0,6.7,13.3,- - -,0.82,0.182,33.3,2.34,3.31
1,Total,vs R,3.0,- - -,15.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.333,0.333,0.571,0.361,6.0,0.0,2.0,0.0,13.3,0.0,13.3,- - -,1.67,0.385,60.0,1.82,4.2
