,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,18.1,3.44,76.0,18.0,4.0,0.0,8.0,7.0,2.0,6.0,1.0,0.0,10.0,0.257,0.32,0.418,0.314,4.91,2.95,1.67,0.98,13.2,7.9,5.3,0.257,1.31,0.276,75.5,4.47,4.73
1,Total,Away,10.2,8.44,51.0,15.0,0.0,1.0,11.0,10.0,5.0,4.0,0.0,0.0,7.0,0.319,0.373,0.681,0.438,5.91,3.38,1.75,4.22,13.7,7.8,5.9,0.319,1.78,0.286,66.7,9.06,5.53
