,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,5.1,- - -,26.0,7.0,1.0,0.0,6.0,6.0,0.0,2.0,1.0,1.0,6.0,0.304,0.4,0.364,0.331,10.13,3.38,3.0,0.0,23.1,7.7,15.4,- - -,1.69,0.412,40.0,2.57,4.23
1,Total,vs R,26.0,- - -,104.0,21.0,6.0,1.0,6.0,5.0,3.0,8.0,1.0,0.0,23.0,0.219,0.284,0.404,0.295,7.96,2.77,2.88,1.04,22.1,7.7,14.4,- - -,1.12,0.257,92.7,3.79,3.88
