,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,93.0,- - -,405.0,66.0,14.0,2.0,42.0,36.0,8.0,64.0,11.0,5.0,88.0,0.196,0.335,0.329,0.294,8.52,6.19,1.38,0.77,21.7,15.8,5.9,- - -,1.4,0.242,75.1,4.49,4.78
1,Total,vs R,140.1,- - -,592.0,113.0,21.0,0.0,64.0,62.0,12.0,60.0,2.0,4.0,179.0,0.214,0.303,0.329,0.284,11.48,3.85,2.98,0.77,30.2,10.1,20.1,- - -,1.23,0.3,70.5,2.97,3.17
