,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,121.2,4.59,504.0,111.0,16.0,2.0,63.0,62.0,16.0,43.0,6.0,3.0,122.0,0.242,0.315,0.398,0.309,9.02,3.18,2.84,1.18,24.2,8.5,15.7,0.242,1.27,0.297,69.8,3.93,3.98
1,Total,Away,110.0,4.09,480.0,86.0,19.0,4.0,56.0,50.0,8.0,66.0,7.0,3.0,120.0,0.209,0.326,0.337,0.295,9.82,5.4,1.82,0.65,25.0,13.8,11.2,0.209,1.38,0.276,68.9,3.75,4.43
