,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,13.1,- - -,53.0,7.0,2.0,0.0,9.0,9.0,3.0,8.0,0.0,0.0,17.0,0.156,0.288,0.419,0.306,11.48,5.4,2.13,2.03,32.1,15.1,17.0,- - -,1.13,0.16,55.6,5.3,3.43
1,Total,vs R,22.1,- - -,121.0,36.0,10.0,0.0,20.0,19.0,1.0,20.0,6.0,0.0,22.0,0.356,0.471,0.495,0.413,8.87,8.06,1.1,0.4,18.2,16.5,1.6,- - -,2.51,0.449,65.9,4.41,4.77
