,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,89.2,- - -,369.0,67.0,14.0,1.0,43.0,42.0,7.0,35.0,1.0,1.0,141.0,0.201,0.282,0.318,0.27,14.15,3.51,4.03,0.7,38.2,9.5,28.7,- - -,1.14,0.324,64.4,2.18,2.24
1,Total,vs R,202.2,- - -,858.0,161.0,40.0,4.0,85.0,79.0,11.0,92.0,11.0,9.0,204.0,0.213,0.309,0.325,0.283,9.06,4.09,2.22,0.49,23.8,10.7,13.1,- - -,1.25,0.277,71.8,3.31,3.99
