,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,87.0,4.24,371.0,84.0,15.0,0.0,41.0,41.0,10.0,35.0,6.0,2.0,66.0,0.252,0.331,0.397,0.315,6.83,3.62,1.89,1.03,17.8,9.4,8.4,0.252,1.37,0.287,74.8,4.25,4.58
1,Total,Away,80.1,4.48,349.0,72.0,16.0,3.0,42.0,40.0,8.0,45.0,6.0,4.0,66.0,0.24,0.352,0.405,0.329,7.39,5.04,1.47,0.9,18.9,12.9,6.0,0.24,1.46,0.283,72.0,4.48,4.89
