,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,16.0,- - -,78.0,17.0,2.0,1.0,7.0,7.0,3.0,12.0,5.0,0.0,11.0,0.258,0.382,0.469,0.35,6.19,6.75,0.92,1.69,14.1,15.4,-1.3,- - -,1.81,0.269,88.7,6.33,4.87
1,Total,vs R,25.2,- - -,110.0,18.0,4.0,0.0,15.0,14.0,3.0,13.0,1.0,3.0,22.0,0.192,0.309,0.344,0.289,7.71,4.56,1.69,1.05,20.0,11.8,8.2,- - -,1.21,0.217,63.8,4.69,5.0
