,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,389.0,4.37,1674.0,433.0,90.0,13.0,219.0,189.0,40.0,102.0,13.0,7.0,266.0,0.277,0.327,0.438,0.328,6.15,2.36,2.61,0.93,15.9,6.1,9.8,0.277,1.38,0.312,66.5,3.84,3.92
1,Total,Away,397.2,4.55,1704.0,429.0,87.0,6.0,227.0,201.0,52.0,106.0,9.0,9.0,220.0,0.27,0.322,0.439,0.328,4.98,2.4,2.08,1.18,12.9,6.2,6.7,0.27,1.35,0.286,67.3,4.5,4.52
