,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,10.1,4.35,50.0,9.0,1.0,1.0,6.0,5.0,1.0,8.0,0.0,1.0,8.0,0.22,0.367,0.375,0.339,6.97,6.97,1.0,0.87,16.0,16.0,0.0,0.22,1.65,0.25,72.3,5.4,4.77
1,Total,Away,11.1,6.35,55.0,13.0,2.0,1.0,8.0,8.0,0.0,9.0,0.0,2.0,9.0,0.296,0.436,0.395,0.379,7.15,7.15,1.0,0.0,16.4,16.4,0.0,0.296,1.94,0.371,66.7,4.39,5.16
