,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,30.0,12.0,158.0,45.0,11.0,4.0,40.0,40.0,9.0,24.0,0.0,4.0,29.0,0.346,0.465,0.722,0.49,8.7,7.2,1.21,2.7,18.4,15.2,3.2,0.346,2.3,0.391,54.6,7.74,6.02
1,Total,Away,25.1,8.88,135.0,29.0,10.0,1.0,28.0,25.0,3.0,27.0,0.0,5.0,26.0,0.282,0.452,0.49,0.417,9.24,9.59,0.96,1.07,19.3,20.0,-0.7,0.282,2.21,0.351,58.1,6.25,6.75
