,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,2.0,13.5,10.0,4.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,0.778,0.462,4.5,0.0,1.0,0.0,10.0,0.0,10.0,0.4,2.0,0.444,25.0,2.05,6.31
1,Total,Away,5.1,3.38,22.0,5.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,6.0,0.25,0.318,0.4,0.316,10.13,3.38,3.0,1.69,27.3,9.1,18.2,0.25,1.31,0.308,89.3,4.36,2.72
