,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,293.1,- - -,1292.0,245.0,50.0,4.0,150.0,141.0,41.0,179.0,6.0,4.0,237.0,0.221,0.334,0.39,0.322,7.27,5.49,1.32,1.26,18.3,13.9,4.5,- - -,1.45,0.246,75.0,5.22,5.07
1,Total,vs R,299.2,- - -,1273.0,289.0,53.0,3.0,165.0,152.0,40.0,91.0,4.0,14.0,262.0,0.247,0.316,0.412,0.319,7.87,2.73,2.88,1.2,20.6,7.2,13.4,- - -,1.27,0.288,67.8,4.19,4.07
