,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,7.0,2.57,25.0,4.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,0.167,0.2,0.167,0.171,6.43,1.29,5.0,0.0,20.0,4.0,16.0,0.167,0.71,0.211,60.0,1.96,4.14
1,Total,Away,9.0,11.0,46.0,14.0,3.0,0.0,11.0,11.0,2.0,7.0,0.0,1.0,5.0,0.368,0.489,0.622,0.477,5.0,7.0,0.71,2.0,10.9,15.2,-4.3,0.368,2.33,0.387,57.3,7.45,6.62
