,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,104.2,4.13,451.0,104.0,25.0,1.0,51.0,48.0,9.0,35.0,4.0,9.0,88.0,0.256,0.33,0.394,0.318,7.57,3.01,2.51,0.77,19.5,7.8,11.7,0.256,1.33,0.307,71.6,3.81,4.08
1,Total,Away,89.1,4.03,399.0,86.0,15.0,6.0,48.0,40.0,7.0,42.0,7.0,5.0,82.0,0.244,0.338,0.392,0.316,8.26,4.23,1.95,0.71,20.6,10.5,10.0,0.244,1.43,0.3,69.0,3.87,4.37
