,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,9.0,6.0,47.0,11.0,3.0,0.0,6.0,6.0,0.0,12.0,1.0,0.0,3.0,0.314,0.5,0.412,0.414,3.0,12.0,0.25,0.0,6.4,25.5,-19.1,0.314,2.56,0.344,73.9,6.36,7.82
1,Total,Away,7.1,14.73,39.0,14.0,5.0,0.0,12.0,12.0,3.0,3.0,1.0,0.0,7.0,0.389,0.472,0.848,0.543,8.59,3.68,2.33,3.68,18.0,7.7,10.3,0.389,2.32,0.423,39.1,7.67,5.13
