,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,7.2,3.52,42.0,8.0,3.0,0.0,3.0,3.0,1.0,9.0,1.0,1.0,7.0,0.25,0.439,0.483,0.393,8.22,10.57,0.78,1.17,16.7,21.4,-4.8,0.25,2.22,0.292,90.4,6.91,6.96
1,Total,Away,12.0,12.75,65.0,18.0,4.0,1.0,17.0,17.0,5.0,10.0,1.0,2.0,7.0,0.34,0.469,0.75,0.499,5.25,7.5,0.7,3.75,10.8,15.4,-4.6,0.34,2.33,0.317,56.5,10.34,7.14
