,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,6.0,3.0,24.0,4.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,0.191,0.292,0.333,0.284,4.5,3.0,1.5,1.5,12.5,8.3,4.2,0.191,1.0,0.177,89.3,5.7,5.23
1,Total,Away,7.0,9.0,41.0,7.0,2.0,0.0,7.0,7.0,2.0,11.0,0.0,1.0,5.0,0.241,0.475,0.536,0.442,6.43,14.14,0.45,2.57,12.2,26.8,-14.6,0.241,2.57,0.227,74.1,10.46,9.25
