,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,390.0,- - -,1752.0,517.0,89.0,11.0,243.0,224.0,68.0,78.0,16.0,7.0,192.0,0.31,0.347,0.509,0.364,4.43,1.8,2.46,1.57,11.0,4.5,6.5,- - -,1.53,0.319,70.8,5.0,4.34
1,Total,vs R,438.2,- - -,1751.0,421.0,78.0,8.0,191.0,175.0,44.0,45.0,6.0,12.0,327.0,0.249,0.276,0.389,0.286,6.71,0.92,7.27,0.9,18.7,2.6,16.1,- - -,1.06,0.285,68.9,3.27,3.48
