,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,10.1,9.58,52.0,20.0,5.0,0.0,11.0,11.0,0.0,2.0,0.0,0.0,5.0,0.4,0.431,0.532,0.409,4.35,1.74,2.5,0.0,9.6,3.9,5.8,0.4,2.13,0.444,50.0,2.75,3.89
1,Total,Away,3.1,0.0,13.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.182,0.308,0.273,0.272,2.7,2.7,1.0,0.0,7.7,7.7,0.0,0.182,0.9,0.2,100.0,4.33,7.43
