,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,22.0,- - -,99.0,21.0,2.0,1.0,9.0,7.0,1.0,16.0,1.0,1.0,15.0,0.256,0.388,0.35,0.333,6.14,6.55,0.94,0.41,15.2,16.2,-1.0,- - -,1.68,0.303,79.2,4.67,5.13
1,Total,vs R,34.0,- - -,144.0,33.0,3.0,1.0,25.0,23.0,6.0,9.0,0.0,5.0,22.0,0.254,0.329,0.434,0.334,5.82,2.38,2.44,1.59,15.3,6.3,9.0,- - -,1.24,0.265,57.0,5.37,5.03
