,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,59.2,3.62,268.0,66.0,20.0,0.0,30.0,24.0,6.0,22.0,1.0,2.0,42.0,0.271,0.338,0.432,0.338,6.34,3.32,1.91,0.91,15.7,8.2,7.5,0.271,1.47,0.306,73.5,4.2,4.75
1,Total,Away,53.0,6.62,246.0,64.0,12.0,4.0,41.0,39.0,7.0,26.0,0.0,1.0,36.0,0.292,0.379,0.5,0.381,6.11,4.42,1.38,1.19,14.6,10.6,4.1,0.292,1.7,0.324,61.6,4.98,4.9
