,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,699.0,3.73,2849.0,694.0,130.0,8.0,316.0,290.0,78.0,127.0,5.0,16.0,557.0,0.257,0.295,0.401,0.303,7.17,1.64,4.39,1.0,19.6,4.5,15.1,0.257,1.17,0.297,71.6,3.55,3.61
1,Total,Away,625.1,4.3,2634.0,669.0,148.0,9.0,320.0,299.0,68.0,149.0,7.0,18.0,507.0,0.271,0.319,0.427,0.324,7.3,2.14,3.4,0.98,19.3,5.7,13.6,0.271,1.31,0.318,69.7,3.67,3.77
