,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,3.0,12.0,17.0,4.0,0.0,0.0,4.0,4.0,2.0,3.0,0.0,1.0,3.0,0.308,0.471,0.769,0.516,9.0,9.0,1.0,6.0,17.7,17.7,0.0,0.308,2.33,0.25,76.9,13.75,7.93
1,Total,Away,4.0,6.75,21.0,5.0,0.0,0.0,3.0,3.0,1.0,4.0,0.0,1.0,6.0,0.313,0.5,0.533,0.459,13.5,9.0,1.5,2.25,28.6,19.1,9.5,0.313,2.25,0.444,81.4,7.08,5.05
