,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,33.1,- - -,166.0,36.0,11.0,0.0,18.0,10.0,3.0,30.0,2.0,0.0,24.0,0.265,0.402,0.418,0.365,6.48,8.1,0.8,0.81,14.5,18.1,-3.6,- - -,1.98,0.303,77.7,5.5,6.06
1,Total,vs R,49.0,- - -,240.0,65.0,17.0,2.0,47.0,43.0,10.0,23.0,1.0,5.0,42.0,0.307,0.389,0.563,0.402,7.71,4.22,1.83,1.84,17.5,9.6,7.9,- - -,1.8,0.344,58.2,5.74,5.21
