,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,21.2,7.06,99.0,24.0,7.0,1.0,18.0,17.0,3.0,8.0,1.0,0.0,10.0,0.264,0.327,0.467,0.338,4.15,3.32,1.25,1.25,10.1,8.1,2.0,0.264,1.48,0.269,50.4,5.03,4.22
1,Total,Away,17.0,5.29,74.0,19.0,3.0,1.0,10.0,10.0,4.0,3.0,1.0,1.0,6.0,0.271,0.315,0.529,0.35,3.18,1.59,2.0,2.12,8.1,4.1,4.1,0.271,1.29,0.25,74.7,6.1,4.81
