,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,99.0,- - -,450.0,115.0,29.0,2.0,69.0,67.0,22.0,45.0,5.0,1.0,76.0,0.285,0.361,0.535,0.38,6.91,4.09,1.69,2.0,16.9,10.0,6.9,- - -,1.62,0.304,70.7,5.77,4.85
1,Total,vs R,137.1,- - -,588.0,152.0,40.0,4.0,87.0,85.0,22.0,31.0,1.0,6.0,115.0,0.276,0.324,0.491,0.347,7.54,2.03,3.71,1.44,19.6,5.3,14.3,- - -,1.33,0.314,64.5,4.24,4.02
