,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,16.1,- - -,80.0,20.0,2.0,1.0,11.0,8.0,1.0,11.0,2.0,1.0,16.0,0.294,0.405,0.409,0.352,8.82,6.06,1.45,0.55,20.0,13.8,6.3,- - -,1.9,0.373,68.6,4.18,4.75
1,Total,vs R,35.2,- - -,145.0,21.0,4.0,1.0,18.0,18.0,5.0,20.0,1.0,1.0,37.0,0.169,0.294,0.347,0.284,9.34,5.05,1.85,1.26,25.5,13.8,11.7,- - -,1.15,0.195,68.6,4.65,4.56
