,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,138.1,3.51,588.0,128.0,37.0,0.0,55.0,54.0,11.0,64.0,3.0,6.0,109.0,0.247,0.34,0.388,0.323,7.09,4.16,1.7,0.72,18.5,10.9,7.7,0.247,1.39,0.294,78.3,3.96,4.54
1,Total,Away,93.2,7.11,441.0,118.0,18.0,4.0,77.0,74.0,14.0,42.0,3.0,4.0,56.0,0.299,0.378,0.483,0.373,5.38,4.04,1.33,1.35,12.7,9.5,3.2,0.299,1.71,0.32,60.3,5.22,4.81
