,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,57.0,- - -,258.0,53.0,10.0,3.0,38.0,36.0,7.0,34.0,0.0,1.0,62.0,0.238,0.346,0.415,0.336,9.79,5.37,1.82,1.11,24.0,13.2,10.9,- - -,1.53,0.299,63.9,4.32,4.42
1,Total,vs R,98.0,- - -,484.0,91.0,22.0,1.0,65.0,59.0,15.0,102.0,7.0,3.0,72.0,0.24,0.408,0.43,0.371,6.61,9.37,0.71,1.38,14.9,21.1,-6.2,- - -,1.97,0.26,74.9,6.79,6.89
