,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,3.1,- - -,24.0,7.0,4.0,0.0,6.0,6.0,2.0,5.0,3.0,1.0,2.0,0.389,0.542,1.0,0.589,5.4,13.5,0.4,5.4,8.3,20.8,-12.5,- - -,3.6,0.357,68.6,15.12,9.95
1,Total,vs R,13.2,- - -,49.0,7.0,1.0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,7.0,0.152,0.204,0.244,0.203,4.61,1.98,2.33,0.66,14.3,6.1,8.2,- - -,0.73,0.158,81.4,3.7,3.97
