,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,5.1,6.75,29.0,9.0,2.0,0.0,7.0,4.0,1.0,2.0,0.0,0.0,5.0,0.333,0.393,0.538,0.403,8.44,3.38,2.5,1.69,17.2,6.9,10.3,0.333,2.06,0.381,41.7,4.65,4.29
1,Total,Away,6.2,14.85,36.0,13.0,2.0,0.0,11.0,11.0,6.0,4.0,0.0,0.0,5.0,0.406,0.472,1.031,0.609,6.75,5.4,1.25,8.1,13.9,11.1,2.8,0.406,2.55,0.333,69.8,14.96,5.55
