,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,37.0,- - -,158.0,33.0,5.0,0.0,23.0,22.0,3.0,16.0,4.0,2.0,21.0,0.236,0.323,0.343,0.288,5.11,3.89,1.31,0.73,13.3,10.1,3.2,- - -,1.32,0.259,59.8,4.42,4.89
1,Total,vs R,52.1,- - -,218.0,49.0,13.0,0.0,21.0,19.0,7.0,15.0,1.0,3.0,33.0,0.245,0.31,0.428,0.316,5.68,2.58,2.2,1.2,15.1,6.9,8.3,- - -,1.22,0.263,80.4,4.54,4.61
