,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,213.2,- - -,988.0,246.0,39.0,3.0,113.0,106.0,20.0,120.0,16.0,12.0,130.0,0.287,0.384,0.416,0.352,5.48,5.05,1.08,0.84,13.2,12.2,1.0,- - -,1.71,0.32,75.7,4.91,4.94
1,Total,vs R,280.0,- - -,1177.0,280.0,51.0,3.0,156.0,141.0,25.0,79.0,5.0,23.0,185.0,0.261,0.328,0.391,0.317,5.95,2.54,2.34,0.8,15.7,6.7,9.0,- - -,1.28,0.295,65.1,3.99,4.12
