,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,10.2,8.44,53.0,16.0,4.0,0.0,10.0,10.0,3.0,4.0,0.0,1.0,10.0,0.333,0.396,0.604,0.426,8.44,3.38,2.5,2.53,18.9,7.6,11.3,0.333,1.88,0.371,65.5,6.22,4.75
1,Total,Away,5.2,6.35,30.0,6.0,3.0,0.0,4.0,4.0,0.0,6.0,1.0,0.0,2.0,0.25,0.414,0.391,0.355,3.18,9.53,0.33,0.0,6.7,20.0,-13.3,0.25,2.12,0.273,66.7,5.5,7.56
