,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,3.0,- - -,17.0,2.0,2.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,5.0,0.182,0.471,0.364,0.397,15.0,18.0,0.83,0.0,29.4,35.3,-5.9,- - -,2.67,0.333,75.0,5.83,7.47
1,Total,vs R,3.2,- - -,18.0,6.0,1.0,0.0,4.0,3.0,1.0,2.0,0.0,0.0,3.0,0.375,0.444,0.625,0.463,7.36,4.91,1.5,2.45,16.7,11.1,5.6,- - -,2.18,0.417,60.6,6.64,4.43
