,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,4.2,13.5,25.0,6.0,1.0,0.0,7.0,7.0,3.0,4.0,0.0,1.0,3.0,0.3,0.44,0.8,0.506,5.79,7.71,0.75,5.79,12.0,16.0,-4.0,0.3,2.14,0.214,58.8,13.25,7.56
1,Total,Home vs L,2.2,- - -,13.0,2.0,0.0,0.0,6.0,6.0,2.0,2.0,0.0,1.0,2.0,0.2,0.385,0.8,0.476,6.75,6.75,1.0,6.75,15.4,15.4,0.0,0.2,1.5,0.0,-45.5,14.59,7.43
