,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,68.2,- - -,294.0,65.0,13.0,0.0,30.0,29.0,7.0,36.0,4.0,1.0,39.0,0.253,0.348,0.388,0.325,5.11,4.72,1.08,0.92,13.3,12.2,1.0,- - -,1.47,0.275,78.1,4.88,5.02
1,Total,vs R,79.2,- - -,365.0,98.0,24.0,2.0,63.0,59.0,16.0,31.0,2.0,6.0,45.0,0.299,0.374,0.545,0.391,5.08,3.5,1.45,1.81,12.3,8.5,3.8,- - -,1.62,0.307,63.9,5.95,5.12
