,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,21.1,12.66,111.0,37.0,12.0,1.0,30.0,30.0,5.0,12.0,1.0,0.0,13.0,0.374,0.454,0.702,0.48,5.48,5.06,1.08,2.11,11.7,10.8,0.9,0.374,2.3,0.395,45.2,6.73,5.15
1,Total,Away,28.2,2.2,118.0,22.0,5.0,0.0,10.0,7.0,1.0,13.0,0.0,0.0,17.0,0.21,0.297,0.297,0.27,5.34,4.08,1.31,0.31,14.4,11.0,3.4,0.21,1.22,0.241,74.4,3.85,4.82
