,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,688.1,- - -,2986.0,715.0,133.0,18.0,371.0,334.0,73.0,240.0,15.0,29.0,423.0,0.263,0.331,0.412,0.324,5.53,3.14,1.76,0.95,14.2,8.0,6.1,- - -,1.39,0.289,69.5,4.43,4.5
1,Total,vs R,698.0,- - -,2950.0,726.0,136.0,12.0,382.0,348.0,88.0,199.0,9.0,34.0,459.0,0.267,0.327,0.43,0.33,5.92,2.57,2.31,1.13,15.6,6.8,8.8,- - -,1.33,0.294,69.0,4.44,4.15
