,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,148.0,5.35,650.0,161.0,37.0,2.0,93.0,88.0,24.0,58.0,2.0,4.0,94.0,0.274,0.345,0.472,0.353,5.72,3.53,1.62,1.46,14.5,8.9,5.5,0.274,1.48,0.292,68.6,5.08,4.68
1,Total,Away,152.1,5.91,681.0,154.0,28.0,3.0,111.0,100.0,29.0,70.0,2.0,7.0,95.0,0.255,0.344,0.471,0.351,5.61,4.14,1.36,1.71,14.0,10.3,3.7,0.255,1.47,0.26,63.0,5.73,4.95
