,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,172.1,- - -,781.0,178.0,31.0,4.0,92.0,86.0,20.0,92.0,17.0,10.0,103.0,0.262,0.364,0.418,0.338,5.38,4.8,1.12,1.04,13.2,11.8,1.4,- - -,1.57,0.284,74.6,5.15,5.17
1,Total,vs R,210.1,- - -,919.0,223.0,40.0,4.0,114.0,107.0,23.0,85.0,6.0,6.0,148.0,0.269,0.346,0.422,0.335,6.33,3.64,1.74,0.98,16.1,9.3,6.8,- - -,1.46,0.304,71.0,4.39,4.71
