,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,89.1,- - -,378.0,56.0,16.0,1.0,34.0,33.0,9.0,54.0,5.0,4.0,111.0,0.175,0.302,0.322,0.279,11.18,5.44,2.06,0.91,29.4,14.3,15.1,- - -,1.23,0.235,78.9,3.86,3.97
1,Total,vs R,105.1,- - -,460.0,97.0,28.0,1.0,61.0,55.0,17.0,48.0,3.0,9.0,131.0,0.241,0.34,0.452,0.344,11.19,4.1,2.73,1.45,28.5,10.4,18.0,- - -,1.38,0.314,71.4,4.32,3.81
