,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,5.0,- - -,22.0,4.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,5.0,0.2,0.273,0.3,0.256,9.0,3.6,2.5,0.0,22.7,9.1,13.6,- - -,1.2,0.267,50.0,2.35,3.68
1,Total,vs R,5.0,- - -,28.0,8.0,2.0,0.0,6.0,6.0,2.0,5.0,1.0,0.0,5.0,0.348,0.464,0.696,0.474,9.0,9.0,1.0,3.6,17.9,17.9,0.0,- - -,2.6,0.375,68.6,9.35,7.81
