,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,124.2,- - -,566.0,134.0,21.0,4.0,80.0,74.0,17.0,66.0,12.0,4.0,97.0,0.27,0.362,0.442,0.347,7.0,4.76,1.47,1.23,17.1,11.7,5.5,- - -,1.6,0.306,68.8,5.0,4.82
1,Total,vs R,161.2,- - -,675.0,151.0,27.0,7.0,75.0,69.0,16.0,38.0,4.0,7.0,144.0,0.24,0.293,0.387,0.297,8.02,2.12,3.79,0.89,21.3,5.6,15.7,- - -,1.17,0.287,69.7,3.44,3.76
