,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,419.2,4.91,1846.0,437.0,84.0,12.0,244.0,229.0,58.0,165.0,12.0,29.0,334.0,0.265,0.344,0.441,0.341,7.16,3.54,2.02,1.24,18.1,8.9,9.1,0.265,1.43,0.301,70.4,4.65,4.32
1,Total,Away,389.2,5.45,1787.0,434.0,95.0,5.0,256.0,236.0,48.0,185.0,9.0,39.0,283.0,0.278,0.373,0.447,0.359,6.54,4.27,1.53,1.11,15.8,10.4,5.5,0.278,1.59,0.313,68.0,4.94,4.84
