,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,15.1,1.17,59.0,15.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,11.0,0.263,0.293,0.357,0.285,6.46,1.17,5.5,0.59,18.6,3.4,15.2,0.263,1.11,0.311,96.2,2.9,3.68
1,Total,Away,11.0,4.91,48.0,9.0,1.0,0.0,6.0,6.0,2.0,5.0,0.0,2.0,10.0,0.22,0.333,0.39,0.324,8.18,4.09,2.0,1.64,20.8,10.4,10.4,0.22,1.27,0.241,75.8,5.55,5.05
